	ciprofloxacin	cefoxitin	tobramycin	ceftazidime	aztreonam	cefepime	amoxicillin	trimethoprim	piperacillin_tazobactam	gentamicin	cefotaxime	cefuroxime	trimethoprim_sulfamethoxazole	ampicillin
562.23851	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23852	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23853	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23854	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.23855	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23856	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23857	0	2	2	0	2	2	0	2	1	0	0	0	2	2
562.23861	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23862	0	2	2	1	2	2	1	2	0	1	1	1	2	2
562.23863	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23864	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23865	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.23866	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.23867	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.23870	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23871	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23872	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23873	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23875	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23876	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23877	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23878	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23879	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23880	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23881	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23882	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23883	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23885	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23886	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23887	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23889	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23890	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23891	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23892	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23893	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23896	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23897	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23898	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23902	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23903	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23904	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23905	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23906	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23907	0	2	2	0	2	2	1	2	0	1	0	1	2	2
562.23908	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23910	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23912	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23913	0	2	2	0	2	2	1	2	1	2	2	1	2	2
562.23914	0	2	2	1	2	2	1	2	0	0	1	1	2	2
562.23915	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23916	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23917	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23918	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23919	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23920	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23921	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23922	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23924	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23925	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23927	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23929	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23930	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23931	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23932	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23933	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23934	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23935	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23936	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.28389	0	0	0	0	0	0	2	2	0	0	0	2	0	0
562.28435	0	0	1	1	1	1	2	2	0	1	1	2	1	1
562.28565	0	0	1	0	0	0	2	2	0	0	0	2	1	1
562.33280	0	1	0	1	1	1	2	2	1	0	1	2	0	1
562.34086	0	0	1	0	0	0	2	2	0	1	1	2	1	1
562.34089	0	1	0	1	1	0	2	2	0	0	1	2	0	1
562.42642	0	1	0	1	2	0	2	2	2	0	2	2	0	1
562.42656	0	1	0	1	2	0	2	2	2	0	2	2	0	1
562.42668	0	0	0	1	2	1	2	2	0	0	2	2	1	1
562.42674	0	1	0	1	2	0	2	2	0	0	2	2	0	1
562.42676	0	0	2	0	2	0	2	2	0	1	2	2	1	1
562.42681	0	0	0	1	2	0	2	2	0	0	2	2	1	1
562.42682	0	0	0	1	2	0	2	2	0	0	2	2	0	1
562.42684	0	1	0	1	2	0	2	2	0	0	2	2	0	1
562.42688	0	0	2	0	2	0	2	2	0	1	2	2	0	1
562.42689	0	1	1	1	2	2	2	2	0	1	2	2	1	1
562.42690	0	1	0	1	2	1	2	2	2	1	2	2	1	1
562.42691	0	0	0	1	2	0	2	2	0	0	2	2	1	1
562.42692	0	1	0	1	2	1	2	2	0	0	2	2	0	1
562.42703	0	0	0	1	2	1	2	2	0	0	2	2	1	1
562.42704	0	0	0	0	2	0	2	2	0	0	2	2	1	1
562.42705	0	0	0	0	2	0	2	2	0	1	2	2	1	1
562.42707	0	0	0	1	2	1	2	2	0	0	2	2	0	1
562.42708	0	1	0	1	2	0	2	2	1	0	2	2	0	1
562.42709	0	0	0	0	2	0	2	2	1	0	2	2	0	1
562.42715	0	0	0	0	2	0	2	2	0	0	2	2	0	1
562.42716	0	0	0	0	2	0	2	2	2	0	2	2	1	1
562.42721	0	1	0	1	2	0	2	2	0	0	2	2	0	1
562.42724	0	0	0	0	2	0	2	2	0	0	2	2	1	1
562.42728	0	1	0	1	2	0	2	2	0	0	2	2	0	1
562.42730	0	0	0	0	2	0	2	2	0	0	2	2	1	1
562.42732	0	0	0	0	2	0	2	2	0	0	2	2	0	1
562.42743	0	1	0	0	2	0	2	2	0	0	2	2	0	1
562.42746	0	0	0	1	2	0	2	2	0	0	2	2	1	1
562.42748	0	1	0	2	2	0	2	2	0	0	2	2	0	1
562.42752	0	0	0	0	2	0	2	2	0	0	2	2	1	1
562.42754	0	0	0	0	2	0	2	2	2	0	2	2	0	1
562.42757	0	1	0	1	2	0	2	2	0	1	2	2	1	1
562.42772	0	2	2	2	1	2	2	2	0	1	2	2	1	1
562.42778	0	2	2	2	1	2	2	2	0	1	2	2	1	1
562.42785	0	2	2	2	0	0	2	2	0	0	2	2	0	1
562.42796	0	2	2	2	0	0	2	2	0	0	2	2	0	1
562.42811	0	2	2	2	0	0	2	2	0	0	2	2	0	1
562.42815	0	2	2	2	0	0	2	2	0	0	2	2	0	1
562.42835	0	1	0	1	1	0	2	2	1	0	1	2	0	1
562.42836	0	2	2	0	0	0	2	2	0	1	0	2	1	1
562.42838	0	0	0	0	0	0	2	2	0	0	0	2	0	1
562.42842	0	1	0	1	1	1	2	2	1	0	1	2	0	1
562.42844	0	0	0	0	0	0	2	2	0	0	0	2	0	0
562.42845	0	0	0	0	0	0	2	2	0	0	0	2	0	0
562.42846	0	1	0	1	1	0	2	2	1	0	1	2	0	1
562.42847	0	0	1	0	0	0	2	2	0	1	0	2	1	1
562.42851	0	1	0	1	1	0	2	2	1	0	1	2	0	1
562.42856	0	1	0	1	1	0	2	2	0	0	1	2	0	1
562.42857	0	1	0	0	0	0	2	2	0	0	2	2	0	1
562.42860	0	1	0	1	1	0	2	2	0	0	1	2	0	1
562.42865	0	1	0	1	1	0	2	2	0	0	1	2	1	1
562.42870	0	1	0	1	1	1	2	2	1	0	1	2	1	1
562.42871	0	1	0	1	1	1	2	2	1	0	1	2	0	1
562.45846	0	2	0	2	1	0	2	2	2	0	2	2	2	1
562.45852	0	2	0	2	2	0	2	2	2	0	2	2	2	1
562.45853	0	2	0	2	2	0	2	2	2	0	2	2	2	1
562.45964	0	2	2	2	1	0	2	2	2	1	2	2	2	2
562.22543	2	1	0	1	2	0	2	0	0	0	1	1	2	1
562.48345	2	1	2	2	2	2	2	2	2	0	2	2	2	1
562.48346	2	1	2	2	2	2	2	2	2	0	2	2	2	1
562.48348	2	1	2	2	2	2	2	2	2	0	2	2	2	1
562.48349	2	1	2	2	2	2	2	2	2	0	2	2	2	1
562.12962	2	0	0	0	0	0	2	1	0	0	1	1	2	1
562.17733	2	0	2	0	0	0	0	2	0	2	0	0	2	2
562.22469	2	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22472	2	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22619	2	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22685	2	0	1	0	0	0	2	1	0	1	0	0	2	1
562.22880	2	0	0	0	0	0	2	1	0	0	0	0	2	1
562.42697	2	0	0	0	2	0	2	2	0	0	2	2	1	1
562.42717	2	0	0	2	2	0	2	2	0	0	2	2	1	1
562.42739	2	2	1	1	2	1	2	2	0	1	2	2	1	1
1328437.3	2	2	2	1	2	1	2	2	2	2	2	2	2	2
1328439.3	2	2	2	1	2	2	2	2	2	2	2	2	2	2
562.23024	2	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23140	2	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23171	2	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23548	2	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23580	2	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23926	2	2	2	0	2	2	0	2	0	0	0	0	2	2
562.42760	2	2	2	2	1	1	1	2	0	2	2	1	2	2
1328441.3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1328442.3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1328443.3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1328444.3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1328445.3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
1400156.3	2	2	2	2	2	0	2	2	1	2	2	2	2	2
1400157.3	2	2	2	2	2	0	2	2	2	2	2	2	2	2
1328448.3	2	2	2	2	2	2	2	2	0	2	2	2	2	2
1328449.3	2	2	2	2	2	2	2	2	0	2	2	2	2	2
1328450.3	2	2	2	2	2	2	2	2	0	2	2	2	2	2
