	chloramphenicol	erythromycin	penicillin	trimethoprim_sulfamethoxazole	tetracycline
1313.11457	2	2	2	1	2
1313.11458	2	2	2	1	2
1313.11461	2	2	2	1	2
1313.11462	2	2	2	1	2
1313.11464	2	2	2	1	2
1313.11465	2	2	2	1	2
1313.11468	2	2	2	1	2
1313.11470	2	2	2	1	2
1313.11474	2	2	2	1	2
1313.11475	2	2	2	1	2
1313.11477	2	2	2	1	2
1313.11478	2	2	2	1	2
1313.11479	2	2	2	1	2
1313.11480	2	2	2	1	2
1313.11481	2	2	2	1	2
1313.11484	2	2	2	1	2
1313.11485	2	2	2	1	2
1313.11487	2	2	2	1	2
1313.11491	2	2	2	1	2
1313.11492	2	2	2	1	2
1313.11495	2	2	2	1	2
1313.11497	2	2	2	1	2
1313.11498	2	2	2	1	2
1313.11501	2	2	2	1	2
1313.11502	2	2	2	1	2
1313.11507	2	2	2	1	2
1313.11508	2	2	2	1	2
1313.11509	2	2	2	1	2
1313.11510	2	2	2	1	2
1313.11511	2	2	2	1	2
1313.11512	2	2	2	1	2
1313.11514	2	2	2	1	2
1313.11516	2	2	2	1	2
1313.11518	2	2	2	1	2
1313.11520	2	2	2	1	2
1313.11522	2	2	2	1	2
1313.11523	2	2	2	1	2
1313.11524	2	2	2	1	2
1313.11525	2	2	2	1	2
1313.11526	2	2	2	1	2
1313.11527	2	2	2	1	2
1313.11529	2	2	2	1	2
1313.11533	2	2	2	1	2
1313.11536	2	2	2	1	2
1313.11537	2	2	2	1	2
1313.11538	2	2	2	1	2
1313.11539	2	2	2	1	2
1313.11540	2	2	2	1	2
1313.11541	2	2	2	1	2
1313.11542	2	2	2	1	2
1313.11543	2	2	2	1	2
1313.11544	2	2	2	1	2
1313.11547	2	2	2	1	2
1313.11548	2	2	2	1	2
1313.11550	2	2	2	1	2
1313.11551	2	2	2	1	2
1313.11552	2	2	2	1	2
1313.11553	2	2	2	1	2
1313.11559	2	2	2	1	2
1313.11562	2	2	2	1	2
1313.11565	2	2	2	1	2
1313.11566	2	2	2	1	2
1313.11567	2	2	2	1	2
1313.11568	2	2	2	1	2
1313.11569	2	2	2	1	2
1313.11570	2	2	2	1	2
1313.11571	2	2	2	1	2
1313.11572	2	2	2	1	2
1313.11573	2	2	2	1	2
1313.11575	2	2	2	1	2
1313.11576	2	2	2	1	2
1313.11577	2	2	2	1	2
1313.11580	2	2	2	1	2
1313.11581	2	2	2	1	2
1313.11583	2	2	2	1	2
1313.11584	2	2	2	1	2
1313.11585	2	2	2	1	2
1313.11586	2	2	2	1	2
1313.11587	2	2	2	1	2
1313.11590	2	2	2	1	2
1313.11591	2	2	2	1	2
1313.11593	2	2	2	1	2
1313.11595	2	2	2	1	2
1313.11596	2	2	2	1	2
1313.11597	2	2	2	1	2
1313.11598	2	2	2	1	2
1313.11599	2	2	2	1	2
1313.11600	2	2	2	1	2
1313.11601	2	2	2	1	2
1313.11604	2	2	2	1	2
1313.11605	2	2	2	1	2
1313.11606	2	2	2	1	2
1313.11607	2	2	2	1	2
1313.11608	2	2	2	1	2
1313.11610	2	2	2	1	2
1313.11613	2	2	2	1	2
1313.11614	2	2	2	1	2
1313.11615	2	2	2	1	2
1313.11616	2	2	2	1	2
1313.11617	2	2	2	1	2
1313.11618	2	2	2	1	2
1313.11620	2	2	2	1	2
1313.11621	2	2	2	1	2
1313.11622	2	2	2	1	2
1313.11624	2	2	2	1	2
1313.11625	2	2	2	1	2
1313.11626	2	2	2	1	2
1313.11627	2	2	2	1	2
1313.11628	2	2	2	1	2
1313.11629	2	2	2	1	2
1313.11630	2	2	2	1	2
1313.11631	2	2	2	1	2
1313.11633	2	2	2	1	2
1313.11635	2	2	2	1	2
1313.11636	2	2	2	1	2
1313.11638	2	2	2	1	2
1313.11640	2	2	2	1	2
1313.11641	2	2	2	1	2
1313.11642	2	2	2	1	2
1313.11643	2	2	2	1	2
1313.11644	2	2	2	1	2
1313.11646	2	2	2	1	2
1313.11648	2	2	2	1	2
1313.11649	2	2	2	1	2
1313.11650	2	2	2	1	2
1313.11652	2	2	2	1	2
1313.11653	2	2	2	1	2
1313.11655	2	2	2	1	2
1313.11656	2	2	2	1	2
1313.11657	2	2	2	1	2
1313.11659	2	2	2	1	2
1313.11661	2	2	2	1	2
1313.11663	2	2	2	1	2
1313.11664	2	2	2	1	2
1313.11666	2	2	2	1	2
1313.11668	2	2	2	1	2
1313.11671	2	2	2	1	2
1313.11672	2	2	2	1	2
1313.11673	2	2	2	1	2
1313.11674	2	2	2	1	2
1313.11676	2	2	2	1	2
1313.11677	2	2	2	1	2
1313.11678	2	2	2	1	2
1313.11679	2	2	2	1	2
1313.11680	2	2	2	1	2
1313.11681	2	2	2	1	2
1313.11682	2	2	2	1	2
1313.11683	2	2	2	1	2
1313.11684	2	2	2	1	2
1313.11685	2	2	2	1	2
1313.11686	2	2	2	1	2
1313.11687	2	2	2	1	2
1313.11688	2	2	2	1	2
1313.11689	2	2	2	1	2
1313.11690	2	2	2	1	2
1313.11691	2	2	2	1	2
1313.11692	2	2	2	1	2
1313.11693	2	2	2	1	2
1313.11696	2	2	2	1	2
1313.11697	2	2	2	1	2
1313.11698	2	2	2	1	2
1313.11700	2	2	2	1	2
1313.11701	2	2	2	1	2
1313.11702	2	2	2	1	2
1313.11703	2	2	2	1	2
1313.11704	2	2	2	1	2
1313.11705	2	2	2	1	2
1313.11706	2	2	2	1	2
1313.11707	2	2	2	1	2
1313.11708	2	2	2	1	2
1313.11713	2	2	2	1	2
1313.11714	2	2	2	1	2
1313.11715	2	2	2	1	2
1313.11718	2	2	2	1	2
1313.11721	2	2	2	1	2
1313.11722	2	2	2	1	2
1313.11723	2	2	2	1	2
1313.11724	2	2	2	1	2
1313.11725	2	2	2	1	2
1313.11727	2	2	2	1	2
1313.11728	2	2	2	1	2
1313.11729	2	2	2	1	2
1313.11730	2	2	2	1	2
1313.11731	2	2	2	1	2
1313.11732	2	2	2	1	2
1313.11733	2	2	2	1	2
1313.11736	2	2	2	1	2
1313.11738	2	2	2	1	2
1313.11742	2	2	2	1	2
1313.11744	2	2	2	1	2
1313.11746	2	2	2	1	2
1313.11747	2	2	2	1	2
1313.11749	2	2	2	1	2
1313.11752	2	2	2	1	2
1313.11754	2	2	2	1	2
1313.11755	2	2	2	1	2
1313.11757	2	2	2	1	2
1313.11758	2	2	2	1	2
1313.11762	2	2	2	1	2
1313.11763	2	2	2	1	2
1313.11765	2	2	2	1	2
1313.11766	2	2	2	1	2
1313.11767	2	2	2	1	2
1313.11768	2	2	2	1	2
1313.11769	2	2	2	1	2
1313.11770	2	2	2	1	2
1313.11771	2	2	2	1	2
1313.11774	2	2	2	1	2
1313.11777	2	2	2	1	2
1313.11778	2	2	2	1	2
1313.11780	2	2	2	1	2
1313.11781	2	2	2	1	2
1313.11782	2	2	2	1	2
1313.11783	2	2	2	1	2
1313.11785	2	2	2	1	2
1313.11787	2	2	2	1	2
1313.11788	2	2	2	1	2
1313.11789	2	2	2	1	2
1313.11790	2	2	2	1	2
1313.11791	2	2	2	1	2
1313.11792	2	2	2	1	2
1313.11794	2	2	2	1	2
1313.11796	2	2	2	1	2
1313.11798	2	2	2	1	2
1313.11799	2	2	2	1	2
1313.11801	2	2	2	1	2
1313.11802	2	2	2	1	2
1313.11803	2	2	2	1	2
1313.11805	2	2	2	1	2
1313.11806	2	2	2	1	2
1313.11808	2	2	2	1	2
1313.11809	2	2	2	1	2
1313.11810	2	2	2	1	2
1313.11811	2	2	2	1	2
1313.11812	2	2	2	1	2
1313.11814	2	2	2	1	2
1313.11816	2	2	2	1	2
1313.11817	2	2	2	1	2
1313.11818	2	2	2	1	2
1313.11820	2	2	2	1	2
1313.11821	2	2	2	1	2
1313.11822	2	2	2	1	2
1313.11823	2	2	2	1	2
1313.11828	2	2	2	1	2
1313.11829	2	2	2	1	2
1313.11830	2	2	2	1	2
1313.11831	2	2	2	1	2
1313.11833	2	2	2	1	2
1313.11834	2	2	2	1	2
1313.11835	2	2	2	1	2
1313.11836	2	2	2	1	2
1313.11838	2	2	2	1	2
1313.11839	2	2	2	1	2
1313.11841	2	2	2	1	2
1313.11842	2	2	2	1	2
1313.11844	2	2	2	1	2
1313.11845	2	2	2	1	2
1313.11846	2	2	2	1	2
1313.11848	2	2	2	1	2
1313.11849	2	2	2	1	2
1313.11850	2	2	2	1	2
1313.11851	2	2	2	1	2
1313.11853	2	2	2	1	2
1313.11856	2	2	2	1	2
1313.11858	2	2	2	1	2
1313.11859	2	2	2	1	2
1313.11865	2	2	2	1	2
1313.11866	2	2	2	1	2
1313.11867	2	2	2	1	2
1313.11868	2	2	2	1	2
1313.11869	2	2	2	1	2
1313.11870	2	2	2	1	2
1313.11871	2	2	2	1	2
1313.11872	2	2	2	1	2
1313.11875	2	2	2	1	2
1313.11876	2	2	2	1	2
1313.11877	2	2	2	1	2
1313.11878	2	2	2	1	2
1313.11879	2	2	2	1	2
1313.11882	2	2	2	1	2
1313.11884	2	2	2	1	2
1313.11886	2	2	2	1	2
1313.11887	2	2	2	1	2
1313.11888	2	2	2	1	2
1313.11889	2	2	2	1	2
1313.11890	2	2	2	1	2
1313.11891	2	2	2	1	2
1313.11892	2	2	2	1	2
1313.11894	2	2	2	1	2
1313.11895	2	2	2	1	2
1313.11896	2	2	2	1	2
1313.11897	2	2	2	1	2
1313.11898	2	2	2	1	2
1313.11899	2	2	2	1	2
1313.11900	2	2	2	1	2
1313.11901	2	2	2	1	2
1313.11903	2	2	2	1	2
1313.11904	2	2	2	1	2
1313.11905	2	2	2	1	2
1313.11906	2	2	2	1	2
1313.11907	2	2	2	1	2
1313.11909	2	2	2	1	2
1313.11910	2	2	2	1	2
1313.11911	2	2	2	1	2
1313.11913	2	2	2	1	2
1313.11914	2	2	2	1	2
1313.11917	2	2	2	1	2
1313.11919	2	2	2	1	2
1313.11920	2	2	2	1	2
1313.11923	2	2	2	1	2
1313.11925	2	2	2	1	2
1313.11926	2	2	2	1	2
1313.11930	2	2	2	1	2
1313.11931	2	2	2	1	2
1313.11932	2	2	2	1	2
1313.11933	2	2	2	1	2
1313.11934	2	2	2	1	2
1313.11936	2	2	2	1	2
1313.11937	2	2	2	1	2
1313.11940	2	2	2	1	2
1313.11941	2	2	2	1	2
1313.11944	2	2	2	1	2
1313.11946	2	2	2	1	2
1313.11948	2	2	2	1	2
1313.11951	2	2	2	1	2
1313.11952	2	2	2	1	2
1313.11953	2	2	2	1	2
1313.11955	2	2	2	1	2
1313.11956	2	2	2	1	2
1313.11957	2	2	2	1	2
1313.11961	2	2	2	1	2
1313.11962	2	2	2	1	2
1313.11963	2	2	2	1	2
1313.11964	2	2	2	1	2
1313.11965	2	2	2	1	2
1313.11969	2	2	2	1	2
1313.11970	2	2	2	1	2
1313.11971	2	2	2	1	2
1313.11972	2	2	2	1	2
1313.11973	2	2	2	1	2
1313.11974	2	2	2	1	2
1313.11975	2	2	2	1	2
1313.11976	2	2	2	1	2
1313.11977	2	2	2	1	2
1313.11980	2	2	2	1	2
1313.11981	2	2	2	1	2
1313.11982	2	2	2	1	2
1313.11983	2	2	2	1	2
1313.11984	2	2	2	1	2
1313.11987	2	2	2	1	2
1313.11988	2	2	2	1	2
1313.11989	2	2	2	1	2
1313.11990	2	2	2	1	2
1313.11991	2	2	2	1	2
1313.11992	2	2	2	1	2
1313.11993	2	2	2	1	2
1313.11994	2	2	2	1	2
1313.11995	2	2	2	1	2
1313.11996	2	2	2	1	2
1313.11997	2	2	2	1	2
1313.11998	2	2	2	1	2
1313.11999	2	2	2	1	2
1313.12000	2	2	2	1	2
1313.12004	2	2	2	1	2
1313.12005	2	2	2	1	2
1313.12006	2	2	2	1	2
1313.12008	2	2	2	1	2
1313.12011	2	2	2	1	2
1313.12012	2	2	2	1	2
1313.12015	2	2	2	1	2
1313.12016	2	2	2	1	2
1313.12017	2	2	2	1	2
1313.12018	2	2	2	1	2
1313.12019	2	2	2	1	2
1313.12020	2	2	2	1	2
1313.12022	2	2	2	1	2
1313.12023	2	2	2	1	2
1313.12025	2	2	2	1	2
1313.12026	2	2	2	1	2
1313.12027	2	2	2	1	2
1313.12028	2	2	2	1	2
1313.12029	2	2	2	1	2
1313.12032	2	2	2	1	2
1313.12033	2	2	2	1	2
1313.12034	2	2	2	1	2
1313.12035	2	2	2	1	2
1313.12036	2	2	2	1	2
1313.12037	2	2	2	1	2
1313.12039	2	2	2	1	2
1313.12040	2	2	2	1	2
1313.12042	2	2	2	1	2
1313.12043	2	2	2	1	2
1313.12044	2	2	2	1	2
1313.12046	2	2	2	1	2
1313.12047	2	2	2	1	2
1313.12048	2	2	2	1	2
1313.12049	2	2	2	1	2
1313.12051	2	2	2	1	2
1313.12052	2	2	2	1	2
1313.12053	2	2	2	1	2
1313.12054	2	2	2	1	2
1313.12055	2	2	2	1	2
1313.12056	2	2	2	1	2
1313.12058	2	2	2	1	2
1313.12059	2	2	2	1	2
1313.12061	2	2	2	1	2
1313.12062	2	2	2	1	2
1313.12064	2	2	2	1	2
1313.12065	2	2	2	1	2
1313.12066	2	2	2	1	2
1313.12067	2	2	2	1	2
1313.12068	2	2	2	1	2
1313.12069	2	2	2	1	2
1313.12070	2	2	2	1	2
1313.12071	2	2	2	1	2
1313.12072	2	2	2	1	2
1313.12075	2	2	2	1	2
1313.12076	2	2	2	1	2
1313.12077	2	2	2	1	2
1313.12078	2	2	2	1	2
1313.12079	2	2	2	1	2
1313.12080	2	2	2	1	2
1313.12081	2	2	2	1	2
1313.12082	2	2	2	1	2
1313.12083	2	2	2	1	2
1313.12084	2	2	2	1	2
1313.12085	2	2	2	1	2
1313.12087	2	2	2	1	2
1313.12088	2	2	2	1	2
1313.12089	2	2	2	1	2
1313.12091	2	2	2	1	2
1313.12092	2	2	2	1	2
1313.12093	2	2	2	1	2
1313.12095	2	2	2	1	2
1313.12096	2	2	2	1	2
1313.12097	2	2	2	1	2
1313.12098	2	2	2	1	2
1313.12099	2	2	2	1	2
1313.12100	2	2	2	1	2
1313.12101	2	2	2	1	2
1313.12102	2	2	2	1	2
1313.12103	2	2	2	1	2
1313.12105	2	2	2	1	2
1313.12106	2	2	2	1	2
1313.12107	2	2	2	1	2
1313.12112	2	2	2	1	2
1313.12113	2	2	2	1	2
1313.12114	2	2	2	1	2
1313.12115	2	2	2	1	2
1313.12116	2	2	2	1	2
1313.12118	2	2	2	1	2
1313.12119	2	2	2	1	2
1313.12120	2	2	2	1	2
1313.12121	2	2	2	1	2
1313.12122	2	2	2	1	2
1313.12124	2	2	2	1	2
1313.12125	2	2	2	1	2
1313.12126	2	2	2	1	2
1313.12127	2	2	2	1	2
1313.12130	2	2	2	1	2
1313.12131	2	2	2	1	2
1313.12132	2	2	2	1	2
1313.12133	2	2	2	1	2
1313.12135	2	2	2	1	2
1313.12137	2	2	2	1	2
1313.12139	2	2	2	1	2
1313.12140	2	2	2	1	2
1313.12141	2	2	2	1	2
1313.12142	2	2	2	1	2
1313.12143	2	2	2	1	2
1313.12145	2	2	2	1	2
1313.12146	2	2	2	1	2
1313.12147	2	2	2	1	2
1313.12148	2	2	2	1	2
1313.12150	2	2	2	1	2
1313.12151	2	2	2	1	2
1313.12153	2	2	2	1	2
1313.12154	2	2	2	1	2
1313.12157	2	2	2	1	2
1313.12158	2	2	2	1	2
1313.12159	2	2	2	1	2
1313.12161	2	2	2	1	2
1313.12162	2	2	2	1	2
1313.12163	2	2	2	1	2
1313.12165	2	2	2	1	2
1313.12166	2	2	2	1	2
1313.12167	2	2	2	1	2
1313.12169	2	2	2	1	2
1313.12175	2	2	2	1	2
1313.12176	2	2	2	1	2
1313.12178	2	2	2	1	2
1313.12180	2	2	2	1	2
1313.12181	2	2	2	1	2
1313.12183	2	2	2	1	2
1313.12186	2	2	2	1	2
1313.12188	2	2	2	1	2
1313.12190	2	2	2	1	2
1313.12192	2	2	2	1	2
1313.12193	2	2	2	1	2
1313.12194	2	2	2	1	2
1313.12196	2	2	2	1	2
1313.12197	2	2	2	1	2
1313.12198	2	2	2	1	2
1313.12200	2	2	2	1	2
1313.12201	2	2	2	1	2
1313.12203	2	2	2	1	2
1313.12204	2	2	2	1	2
1313.12205	2	2	2	1	2
1313.12206	2	2	2	1	2
1313.12209	2	2	2	1	2
1313.12212	2	2	2	1	2
1313.12213	2	2	2	1	2
1313.12214	2	2	2	1	2
1313.12216	2	2	2	1	2
1313.12217	2	2	2	1	2
1313.12219	2	2	2	1	2
1313.12220	2	2	2	1	2
1313.12221	2	2	2	1	2
1313.12222	2	2	2	1	2
1313.12224	2	2	2	1	2
1313.12225	2	2	2	1	2
1313.12228	2	2	2	1	2
1313.12229	2	2	2	1	2
1313.12230	2	2	2	1	2
1313.12231	2	2	2	1	2
1313.12234	2	2	2	1	2
1313.12235	2	2	2	1	2
1313.12236	2	2	2	1	2
1313.12238	2	2	2	1	2
1313.12240	2	2	2	1	2
1313.12241	2	2	2	1	2
1313.12243	2	2	2	1	2
1313.12245	2	2	2	1	2
1313.12246	2	2	2	1	2
1313.12247	2	2	2	1	2
1313.12248	2	2	2	1	2
1313.12251	2	2	2	1	2
1313.12252	2	2	2	1	2
1313.12254	2	2	2	1	2
1313.12256	2	2	2	1	2
1313.12259	2	2	2	1	2
1313.12261	2	2	2	1	2
1313.12262	2	2	2	1	2
1313.12265	2	2	2	1	2
1313.12266	2	2	2	1	2
1313.12267	2	2	2	1	2
1313.12268	2	2	2	1	2
1313.12269	2	2	2	1	2
1313.12271	2	2	2	1	2
1313.12273	2	2	2	1	2
1313.12274	2	2	2	1	2
1313.12275	2	2	2	1	2
1313.12276	2	2	2	1	2
1313.12277	2	2	2	1	2
1313.12279	2	2	2	1	2
1313.12280	2	2	2	1	2
1313.12281	2	2	2	1	2
1313.12282	2	2	2	1	2
1313.12283	2	2	2	1	2
1313.12284	2	2	2	1	2
1313.12286	2	2	2	1	2
1313.12287	2	2	2	1	2
1313.12289	2	2	2	1	2
1313.12292	2	2	2	1	2
1313.12293	2	2	2	1	2
1313.12294	2	2	2	1	2
1313.12295	2	2	2	1	2
1313.12297	2	2	2	1	2
1313.12299	2	2	2	1	2
1313.12300	2	2	2	1	2
1313.12301	2	2	2	1	2
1313.12302	2	2	2	1	2
1313.12303	2	2	2	1	2
1313.12305	2	2	2	1	2
1313.12306	2	2	2	1	2
1313.12307	2	2	2	1	2
1313.12308	2	2	2	1	2
1313.12309	2	2	2	1	2
1313.12311	2	2	2	1	2
1313.12316	2	2	2	1	2
1313.12317	2	2	2	1	2
1313.12318	2	2	2	1	2
1313.12319	2	2	2	1	2
1313.12320	2	2	2	1	2
1313.12321	2	2	2	1	2
1313.12323	2	2	2	1	2
1313.12325	2	2	2	1	2
1313.12327	2	2	2	1	2
1313.12328	2	2	2	1	2
1313.12329	2	2	2	1	2
1313.12330	2	2	2	1	2
1313.12332	2	2	2	1	2
1313.12333	2	2	2	1	2
1313.12334	2	2	2	1	2
1313.12335	2	2	2	1	2
1313.12337	2	2	2	1	2
1313.12338	2	2	2	1	2
1313.12339	2	2	2	1	2
1313.12340	2	2	2	1	2
1313.12342	2	2	2	1	2
1313.12343	2	2	2	1	2
1313.12345	2	2	2	1	2
1313.12346	2	2	2	1	2
1313.12348	2	2	2	1	2
1313.12349	2	2	2	1	2
1313.12350	2	2	2	1	2
1313.12353	2	2	2	1	2
1313.12354	2	2	2	1	2
1313.12355	2	2	2	1	2
1313.12356	2	2	2	1	2
1313.12357	2	2	2	1	2
1313.12358	2	2	2	1	2
1313.12360	2	2	2	1	2
1313.12361	2	2	2	1	2
1313.12363	2	2	2	1	2
1313.12364	2	2	2	1	2
1313.12365	2	2	2	1	2
1313.12367	2	2	2	1	2
1313.12368	2	2	2	1	2
1313.12369	2	2	2	1	2
1313.12371	2	2	2	1	2
1313.12372	2	2	2	1	2
1313.12373	2	2	2	1	2
1313.12374	2	2	2	1	2
1313.12375	2	2	2	1	2
1313.12376	2	2	2	1	2
1313.12378	2	2	2	1	2
1313.12379	2	2	2	1	2
1313.12380	2	2	2	1	2
1313.12382	2	2	2	1	2
1313.12383	2	2	2	1	2
1313.12384	2	2	2	1	2
1313.12385	2	2	2	1	2
1313.12387	2	2	2	1	2
1313.12388	2	2	2	1	2
1313.12389	2	2	2	1	2
1313.12390	2	2	2	1	2
1313.12391	2	2	2	1	2
1313.12397	2	2	2	1	2
1313.12399	2	2	2	1	2
1313.12401	2	2	2	1	2
1313.12402	2	2	2	1	2
1313.12403	2	2	2	1	2
1313.12407	2	2	2	1	2
1313.12410	2	2	2	1	2
1313.12411	2	2	2	1	2
1313.12413	2	2	2	1	2
1313.12416	2	2	2	1	2
1313.12418	2	2	2	1	2
1313.12422	2	2	2	1	2
1313.12424	2	2	2	1	2
1313.12425	2	2	2	1	2
1313.12426	2	2	2	1	2
1313.12429	2	2	2	1	2
1313.12430	2	2	2	1	2
1313.12431	2	2	2	1	2
1313.12432	2	2	2	1	2
1313.12433	2	2	2	1	2
1313.12434	2	2	2	1	2
1313.12435	2	2	2	1	2
1313.12437	2	2	2	1	2
1313.12438	2	2	2	1	2
1313.12439	2	2	2	1	2
1313.12440	2	2	2	1	2
1313.12441	2	2	2	1	2
1313.12444	2	2	2	1	2
1313.12445	2	2	2	1	2
1313.12446	2	2	2	1	2
1313.12447	2	2	2	1	2
1313.12448	2	2	2	1	2
1313.12449	2	2	2	1	2
1313.12450	2	2	2	1	2
1313.12451	2	2	2	1	2
1313.12452	2	2	2	1	2
1313.12453	2	2	2	1	2
1313.12455	2	2	2	1	2
1313.12456	2	2	2	1	2
1313.12457	2	2	2	1	2
1313.12459	2	2	2	1	2
1313.12460	2	2	2	1	2
1313.12462	2	2	2	1	2
1313.12464	2	2	2	1	2
1313.12465	2	2	2	1	2
1313.12467	2	2	2	1	2
1313.12468	2	2	2	1	2
1313.12469	2	2	2	1	2
1313.12470	2	2	2	1	2
1313.12472	2	2	2	1	2
1313.12473	2	2	2	1	2
1313.12474	2	2	2	1	2
1313.12475	2	2	2	1	2
1313.12476	2	2	2	1	2
1313.12478	2	2	2	1	2
1313.12482	2	2	2	1	2
1313.12483	2	2	2	1	2
1313.12484	2	2	2	1	2
1313.12486	2	2	2	1	2
1313.12487	2	2	2	1	2
1313.12488	2	2	2	1	2
1313.12490	2	2	2	1	2
1313.12492	2	2	2	1	2
1313.12493	2	2	2	1	2
1313.12494	2	2	2	1	2
1313.12495	2	2	2	1	2
1313.12498	2	2	2	1	2
1313.12500	2	2	2	1	2
1313.12501	2	2	2	1	2
1313.12503	2	2	2	1	2
1313.12504	2	2	2	1	2
1313.12505	2	2	2	1	2
1313.12507	2	2	2	1	2
1313.12508	2	2	2	1	2
1313.12510	2	2	2	1	2
1313.12512	2	2	2	1	2
1313.12513	2	2	2	1	2
1313.12514	2	2	2	1	2
1313.12515	2	2	2	1	2
1313.12516	2	2	2	1	2
1313.12518	2	2	2	1	2
1313.12519	2	2	2	1	2
1313.12521	2	2	2	1	2
1313.12522	2	2	2	1	2
1313.12523	2	2	2	1	2
1313.12525	2	2	2	1	2
1313.12526	2	2	2	1	2
1313.12528	2	2	2	1	2
1313.12530	2	2	2	1	2
1313.12531	2	2	2	1	2
1313.12532	2	2	2	1	2
1313.12533	2	2	2	1	2
1313.12535	2	2	2	1	2
1313.12536	2	2	2	1	2
1313.12537	2	2	2	1	2
1313.12538	2	2	2	1	2
1313.12539	2	2	2	1	2
1313.12540	2	2	2	1	2
1313.12541	2	2	2	1	2
1313.12542	2	2	2	1	2
1313.12543	2	2	2	1	2
1313.12544	2	2	2	1	2
1313.12545	2	2	2	1	2
1313.12546	2	2	2	1	2
1313.12547	2	2	2	1	2
1313.12548	2	2	2	1	2
1313.12549	2	2	2	1	2
1313.12550	2	2	2	1	2
1313.12551	2	2	2	1	2
1313.12552	2	2	2	1	2
1313.12553	2	2	2	1	2
1313.12556	2	2	2	1	2
1313.12557	2	2	2	1	2
1313.12558	2	2	2	1	2
1313.12560	2	2	2	1	2
1313.12561	2	2	2	1	2
1313.12563	2	2	2	1	2
1313.12564	2	2	2	1	2
1313.12565	2	2	2	1	2
1313.12566	2	2	2	1	2
1313.12568	2	2	2	1	2
1313.12569	2	2	2	1	2
1313.12570	2	2	2	1	2
1313.12571	2	2	2	1	2
1313.12572	2	2	2	1	2
1313.12573	2	2	2	1	2
1313.12575	2	2	2	1	2
1313.12577	2	2	2	1	2
1313.12578	2	2	2	1	2
1313.12580	2	2	2	1	2
1313.12581	2	2	2	1	2
1313.12582	2	2	2	1	2
1313.12583	2	2	2	1	2
1313.12584	2	2	2	1	2
1313.12585	2	2	2	1	2
1313.12586	2	2	2	1	2
1313.12587	2	2	2	1	2
1313.12590	2	2	2	1	2
1313.12591	2	2	2	1	2
1313.12592	2	2	2	1	2
1313.12593	2	2	2	1	2
1313.12594	2	2	2	1	2
1313.12595	2	2	2	1	2
1313.12596	2	2	2	1	2
1313.12597	2	2	2	1	2
1313.12598	2	2	2	1	2
1313.12599	2	2	2	1	2
1313.12600	2	2	2	1	2
1313.12601	2	2	2	1	2
1313.12603	2	2	2	1	2
1313.12604	2	2	2	1	2
1313.12605	2	2	2	1	2
1313.12606	2	2	2	1	2
1313.12607	2	2	2	1	2
1313.12608	2	2	2	1	2
1313.12609	2	2	2	1	2
1313.12610	2	2	2	1	2
1313.12614	2	2	2	1	2
1313.12615	2	2	2	1	2
1313.12616	2	2	2	1	2
1313.12618	2	2	2	1	2
1313.12619	2	2	2	1	2
1313.12626	2	2	2	1	2
1313.12627	2	2	2	1	2
1313.12628	2	2	2	1	2
1313.12629	2	2	2	1	2
1313.12630	2	2	2	1	2
1313.12631	2	2	2	1	2
1313.12632	2	2	2	1	2
1313.12633	2	2	2	1	2
1313.12634	2	2	2	1	2
1313.12635	2	2	2	1	2
1313.12636	2	2	2	1	2
1313.12637	2	2	2	1	2
1313.12639	2	2	2	1	2
1313.12640	2	2	2	1	2
1313.12641	2	2	2	1	2
1313.12642	2	2	2	1	2
1313.12643	2	2	2	1	2
1313.12644	2	2	2	1	2
1313.12646	2	2	2	1	2
1313.12647	2	2	2	1	2
1313.12648	2	2	2	1	2
1313.12649	2	2	2	1	2
1313.12650	2	2	2	1	2
1313.12653	2	2	2	1	2
1313.12655	2	2	2	1	2
1313.12656	2	2	2	1	2
1313.12657	2	2	2	1	2
1313.12658	2	2	2	1	2
1313.12659	2	2	2	1	2
1313.12660	2	2	2	1	2
1313.12661	2	2	2	1	2
1313.12662	2	2	2	1	2
1313.12663	2	2	2	1	2
1313.12664	2	2	2	1	2
1313.12665	2	2	2	1	2
1313.12666	2	2	2	1	2
1313.12668	2	2	2	1	2
1313.12669	2	2	2	1	2
1313.12670	2	2	2	1	2
1313.12671	2	2	2	1	2
1313.12672	2	2	2	1	2
1313.12674	2	2	2	1	2
1313.12675	2	2	2	1	2
1313.12677	2	2	2	1	2
1313.12678	2	2	2	1	2
1313.12679	2	2	2	1	2
1313.12683	2	2	2	1	2
1313.12684	2	2	2	1	2
1313.12685	2	2	2	1	2
1313.12687	2	2	2	1	2
1313.12689	2	2	2	1	2
1313.12690	2	2	2	1	2
1313.12691	2	2	2	1	2
1313.12692	2	2	2	1	2
1313.12693	2	2	2	1	2
1313.12694	2	2	2	1	2
1313.12695	2	2	2	1	2
1313.12696	2	2	2	1	2
1313.12697	2	2	2	1	2
1313.12698	2	2	2	1	2
1313.12699	2	2	2	1	2
1313.12702	2	2	2	1	2
1313.12703	2	2	2	1	2
1313.12706	2	2	2	1	2
1313.12707	2	2	2	1	2
1313.12708	2	2	2	1	2
1313.12709	2	2	2	1	2
1313.12711	2	2	2	1	2
1313.12712	2	2	2	1	2
1313.12713	2	2	2	1	2
1313.12714	2	2	2	1	2
1313.12715	2	2	2	1	2
