	tetracycline	trimethoprim_sulfamethoxazole	clindamycin	ciprofloxacin	methicillin	oxacillin	gentamicin	erythromycin	penicillin
1280.9840	0	2	2	0	0	2	1	0	1
1280.9841	0	2	2	0	0	2	0	0	1
1280.9842	0	2	2	0	0	2	0	0	1
1280.9843	0	2	2	0	0	2	0	1	0
1280.9844	0	2	2	0	0	2	0	0	1
1280.9845	0	2	2	0	0	2	0	0	1
1280.9846	0	2	2	0	0	2	0	0	0
1280.9847	0	2	2	0	0	2	0	0	1
1280.9849	0	2	2	1	1	2	0	0	1
1280.9850	0	2	2	0	0	2	0	0	0
1280.9851	0	2	2	0	0	2	0	0	1
1280.9852	0	2	2	0	0	2	0	0	1
1280.9853	0	2	2	0	0	2	0	1	1
1280.9854	0	2	2	0	0	2	0	0	1
1280.9855	0	2	2	1	1	2	0	1	1
1280.9856	0	2	2	0	0	2	0	0	1
1280.9859	0	2	2	1	1	2	0	1	1
1280.9860	0	2	2	0	0	2	0	0	1
1280.9862	0	2	2	0	0	2	0	0	1
1280.9863	0	2	2	0	0	2	0	0	1
1280.9864	0	2	2	0	0	2	0	0	0
1280.9865	0	2	2	0	0	2	0	0	1
1280.9866	0	2	2	1	1	2	0	0	1
1280.9867	0	2	2	0	0	2	0	0	1
1280.9868	0	2	2	0	0	2	0	0	1
1280.9869	0	2	2	1	1	2	0	0	1
1280.9870	0	2	2	0	0	2	0	0	1
1280.9871	0	2	2	0	0	2	0	0	1
1280.9872	0	2	2	0	0	2	0	0	1
1280.9873	0	2	2	0	0	2	0	0	1
1280.9874	0	2	2	1	1	2	0	0	1
1280.9875	0	2	2	0	1	2	0	1	1
1280.9876	0	2	2	0	0	2	0	0	1
1280.9877	0	2	2	0	0	2	0	0	1
1280.9878	0	2	2	0	0	2	0	0	1
1280.9879	0	2	2	0	0	2	0	0	1
1280.9880	0	2	2	0	0	2	0	0	0
1280.9881	0	2	2	1	1	2	0	0	1
1280.9882	0	2	2	0	0	2	0	0	1
1280.9883	0	2	2	0	0	2	0	0	1
1280.9884	0	2	2	1	0	2	0	0	1
1280.9885	0	2	2	0	0	2	0	0	1
1280.9886	0	2	2	0	0	2	0	0	1
1280.9887	0	2	2	1	1	2	0	0	1
1280.9888	0	2	2	0	0	2	0	0	1
1280.9889	0	2	2	0	0	2	0	0	1
1280.9890	0	2	0	0	0	2	0	0	1
1280.9892	0	2	0	0	0	2	0	0	1
1280.9893	0	2	0	1	1	2	0	0	1
1280.9894	0	2	0	0	0	2	0	0	1
1280.9895	0	2	0	0	0	2	0	0	0
1280.9896	0	2	0	1	1	2	0	0	1
1280.9898	0	2	0	0	0	2	0	0	1
1280.9899	0	2	1	1	0	2	0	1	1
1280.9900	0	2	1	0	0	2	0	1	1
1280.9901	0	2	0	0	0	2	0	0	1
1280.9902	0	2	0	0	0	2	0	0	1
1280.9903	0	2	1	1	1	2	0	1	1
1280.9904	0	2	1	1	1	2	0	1	1
1280.9905	0	2	0	0	0	2	0	0	1
1280.9906	0	2	1	1	1	2	0	1	1
1280.9907	0	2	0	0	0	2	0	0	1
1280.9908	0	2	0	0	0	2	0	0	1
1280.9909	0	2	1	1	1	2	0	1	1
1280.9910	0	2	0	1	1	2	0	0	1
1280.9911	0	2	0	0	0	2	0	0	1
1280.9912	0	2	0	0	0	2	0	0	1
1280.9913	0	2	1	1	0	2	0	1	1
1280.9914	0	2	1	1	1	2	0	1	1
1280.9915	0	2	0	0	0	2	0	0	1
1280.9916	0	2	0	0	0	2	0	0	1
1280.9918	0	2	1	1	1	2	0	1	1
1280.9919	0	2	1	1	1	2	0	1	1
1280.9920	0	2	1	1	0	2	0	1	1
1280.9921	0	2	0	0	0	2	0	0	1
1280.9922	0	2	0	0	0	2	0	0	1
1280.9923	0	2	0	0	0	2	0	0	1
1280.9924	0	2	0	1	1	2	0	0	1
1280.9925	0	2	2	1	1	2	0	1	1
1280.9926	0	2	2	1	1	2	1	1	1
1280.9927	0	2	0	0	0	2	0	0	0
1280.9928	0	2	0	0	0	2	0	0	1
1280.9929	0	2	1	1	1	2	0	1	1
1280.9930	0	2	2	0	0	2	0	0	1
1280.9931	0	2	0	0	0	2	0	0	1
1280.9932	0	2	1	0	0	2	0	1	1
1280.9933	0	2	0	0	0	2	0	0	0
1280.9934	0	2	2	0	0	2	0	0	0
1280.9935	0	2	0	0	0	2	0	0	1
1280.9936	0	2	0	1	1	2	0	1	1
1280.9937	0	2	2	0	0	2	0	0	0
1280.9938	0	2	2	0	0	2	0	0	1
1280.9939	0	2	0	0	0	2	0	0	1
1280.9940	0	2	0	0	0	2	0	0	1
1280.9941	0	2	1	0	0	2	0	1	1
1280.9942	0	2	0	0	0	2	0	0	1
1280.9943	0	2	0	0	0	2	0	0	1
1280.9944	0	2	2	0	0	2	0	0	1
1280.9945	0	2	0	0	0	2	0	0	0
1280.9946	0	2	2	0	0	2	0	0	1
1280.9947	0	2	0	0	0	2	0	0	1
1280.9948	0	2	1	0	0	2	0	1	1
1280.9949	0	2	2	0	0	2	0	0	0
1280.9950	0	2	0	0	0	2	0	0	0
1280.9951	0	2	0	0	0	2	0	0	0
1280.9952	0	2	0	0	0	2	0	0	1
1280.9953	0	2	0	0	0	2	0	0	1
1280.9954	0	2	1	0	0	2	0	1	1
1280.9955	0	2	0	0	0	2	0	0	1
1280.9956	0	2	0	0	0	2	0	0	1
1280.9957	0	2	0	0	0	2	0	0	0
1280.9958	0	2	0	0	0	2	0	0	0
1280.9959	0	2	1	0	0	2	0	1	1
1280.9960	0	2	0	0	0	2	0	0	0
1280.9961	0	2	0	0	0	2	0	0	1
1280.9962	0	2	0	0	0	2	0	0	1
1280.9963	0	2	0	0	0	2	0	0	1
1280.9964	0	2	1	1	1	2	0	1	1
1280.9965	0	2	2	0	0	2	0	1	1
1280.9966	0	2	2	0	0	2	0	1	0
1280.9967	0	2	0	0	0	2	0	0	1
1280.9968	0	2	0	0	0	2	0	1	1
1280.9969	0	2	0	0	0	2	0	0	1
1280.9970	0	2	0	0	0	2	0	0	1
1280.9971	0	2	1	1	1	2	0	1	1
1280.9972	0	2	1	1	1	2	0	1	1
1280.9973	0	2	0	0	0	2	0	0	1
1280.9974	0	2	0	0	0	2	0	0	1
1280.9975	0	2	1	0	0	2	0	1	1
1280.9976	0	2	0	0	0	2	0	0	0
1280.9977	0	2	0	0	0	2	0	0	1
1280.9978	0	2	0	0	0	2	0	0	1
1280.9979	0	2	0	1	0	2	0	0	0
1280.9980	0	2	0	0	0	2	0	0	1
1280.9981	0	2	0	0	0	2	0	0	1
1280.9982	0	2	0	0	0	2	0	0	0
1280.9983	0	2	2	0	0	2	0	0	1
1280.9984	0	2	1	1	1	2	0	1	1
1280.9985	0	2	0	0	0	2	0	0	1
1280.9986	0	2	0	0	0	2	0	0	1
1280.9987	0	2	0	0	0	2	0	0	0
1280.9988	0	2	0	0	0	2	0	0	1
1280.9989	0	2	0	0	0	2	0	0	1
1280.9990	0	2	0	0	0	2	0	0	1
1280.9991	0	2	0	0	0	2	0	0	1
1280.9992	0	2	0	0	0	2	0	1	1
1280.9993	0	2	0	0	0	2	0	0	1
1280.9994	0	2	1	0	1	2	0	1	1
1280.9995	0	2	0	0	0	2	0	0	1
1280.9996	0	2	0	0	0	2	0	0	1
1280.9997	0	2	0	0	0	2	0	0	0
1280.9998	0	2	2	0	0	2	0	0	1
1280.9999	0	2	2	0	0	2	0	0	1
1282.3129	0	1	1	1	2	2	1	1	1
1283.353	0	2	2	0	2	1	1	1	2
1283.354	0	2	2	0	2	1	1	1	2
1283.355	0	2	2	0	2	1	1	1	2
1283.356	0	2	2	0	2	1	1	1	2
1283.357	0	2	2	0	2	1	1	1	2
1283.358	0	2	2	1	2	1	1	1	2
1283.359	0	2	2	1	2	1	1	1	2
1283.360	0	2	2	0	2	1	1	1	2
1283.361	0	2	2	0	2	1	1	1	2
1283.362	0	2	2	0	2	1	1	1	2
1283.363	0	2	2	0	2	1	1	0	2
1283.364	0	2	2	1	2	1	1	1	2
1283.365	0	2	2	1	2	1	1	1	2
1283.366	0	2	2	1	2	1	1	1	2
1283.367	0	2	2	1	2	1	1	1	2
1283.368	0	2	2	1	2	1	1	1	2
1283.370	0	2	2	1	2	1	1	1	2
1283.372	0	2	2	0	2	1	1	1	2
1283.373	0	2	2	1	2	1	1	1	2
1283.374	0	2	2	1	2	1	1	1	2
1283.376	0	2	2	1	2	1	1	1	2
1283.378	0	2	2	1	2	1	1	1	2
1283.379	0	2	2	0	2	1	1	0	2
1283.380	0	2	2	1	2	1	1	1	2
1283.381	0	2	2	0	2	1	1	1	2
1283.384	0	2	2	1	2	1	1	1	2
1283.388	0	2	2	0	2	1	1	1	2
1283.390	0	2	2	0	2	1	1	1	2
1283.391	0	2	2	1	2	1	1	1	2
1283.393	0	2	2	0	2	0	0	0	2
1283.394	0	2	2	0	2	0	0	0	2
1283.395	0	2	2	0	2	0	0	1	2
1283.397	0	2	2	1	2	0	0	0	2
1283.399	0	2	2	0	2	1	1	1	2
1283.400	0	2	2	0	2	1	1	1	2
1283.401	0	2	2	0	2	1	1	1	2
1283.409	0	2	2	0	2	1	1	1	2
1283.410	0	2	2	1	2	1	1	1	2
1283.411	0	2	2	0	2	1	1	1	2
1283.414	0	2	2	1	2	1	1	1	2
1283.416	0	2	2	1	2	1	1	1	2
1283.417	0	2	2	2	2	1	1	0	2
1283.418	0	2	2	2	2	1	1	0	2
1283.420	0	2	2	1	2	1	1	1	2
1283.422	0	2	2	1	2	1	1	1	2
1283.423	0	2	2	0	2	1	1	0	2
1283.427	0	2	2	0	2	1	0	1	2
1283.428	0	2	2	0	2	1	0	1	2
1283.432	0	2	2	0	2	1	0	0	2
1283.439	0	2	2	0	2	0	1	1	2
1283.446	0	2	2	1	2	1	1	1	2
1283.451	0	2	2	1	2	1	1	1	2
1283.452	0	2	2	1	2	1	1	1	2
1283.455	0	2	2	1	2	1	1	1	2
1283.456	0	2	2	1	2	1	1	1	2
1283.461	0	2	2	1	2	1	1	1	2
1283.462	0	2	2	1	2	1	1	1	2
1283.465	0	2	2	1	2	1	1	1	2
1283.466	0	2	2	1	2	1	1	1	2
1283.469	0	2	2	0	2	1	0	1	2
1283.472	0	2	2	1	2	1	1	1	2
1283.473	0	2	2	1	2	1	1	1	2
1283.475	0	2	2	1	2	1	1	1	2
1283.632	0	2	0	1	2	1	1	1	2
1283.633	0	2	0	1	2	1	1	1	2
1283.634	0	2	0	1	2	1	1	1	2
1283.635	0	2	0	1	2	1	1	1	2
170573.15	0	0	0	1	2	2	0	1	1
29385.245	0	0	0	2	2	1	0	0	1
904779.3	0	0	0	1	2	1	0	1	2
904782.3	0	0	0	2	2	1	0	2	2
904785.3	0	0	0	0	2	1	0	1	2
904786.3	0	0	0	0	2	1	0	1	2
904792.3	0	0	1	1	2	1	0	1	2
904799.3	0	0	0	0	2	1	0	1	2
904800.3	0	0	0	0	2	0	0	1	1
904801.3	0	0	1	0	2	0	0	1	1
1280.11011	2	1	0	2	2	0	0	0	1
1280.11036	2	1	1	2	2	1	1	1	1
1280.11042	2	1	0	2	2	0	0	0	1
1280.11156	2	1	0	2	2	0	0	0	1
1280.11158	2	1	0	2	2	0	0	0	1
1280.11170	2	1	0	2	2	0	0	0	1
1280.11172	2	1	0	2	2	0	0	0	1
1280.11174	2	1	0	2	2	0	0	0	1
1280.11176	2	1	0	2	2	0	0	0	1
1280.11178	2	1	0	2	2	0	0	0	1
1280.11182	2	1	1	2	2	1	0	1	1
1280.11215	2	1	1	2	2	1	1	1	1
1280.11219	2	1	1	2	2	1	1	1	1
1280.11223	2	1	1	2	2	1	1	1	1
1280.11235	2	1	0	2	2	0	0	0	1
1280.11255	2	1	0	2	2	0	0	0	1
1280.11268	2	1	0	2	2	0	0	0	1
1280.11274	2	1	0	2	2	0	0	0	1
1280.11283	2	1	0	2	2	0	0	0	1
1280.11285	2	1	0	2	2	0	0	0	1
1280.11288	2	1	0	2	2	0	0	0	1
1280.11289	2	1	0	2	2	0	0	0	1
1280.11291	2	1	0	2	2	0	0	0	1
1280.11292	2	1	1	2	2	1	1	1	1
1280.11345	2	1	0	2	2	0	0	0	1
1280.4934	2	1	0	2	2	0	0	0	1
1280.10948	2	0	0	2	2	0	0	0	1
1280.10976	2	0	0	2	2	0	0	0	1
1280.10994	2	0	0	2	2	0	0	0	1
1280.11024	2	0	0	2	2	0	0	0	1
1280.11026	2	0	0	2	2	0	0	0	1
1280.11029	2	0	0	2	2	0	0	0	1
1280.11030	2	0	0	2	2	0	0	0	1
1280.11031	2	0	0	2	2	0	0	0	1
1280.11032	2	0	0	2	2	0	0	0	1
1280.11033	2	0	0	2	2	0	0	0	1
1280.11037	2	0	0	2	2	0	0	0	1
1280.11039	2	0	0	2	2	0	0	0	1
1280.11040	2	0	0	2	2	0	0	0	1
1280.11043	2	0	0	2	2	0	0	0	1
1280.11049	2	0	0	2	2	0	0	0	1
1280.11050	2	0	1	2	2	0	0	1	1
1280.11054	2	0	0	2	2	0	0	0	1
1280.11118	2	0	0	2	2	0	0	0	1
1280.11150	2	0	0	2	2	0	0	0	0
1280.11151	2	0	0	2	2	0	0	0	0
1280.11152	2	0	1	2	2	0	0	1	0
1280.11153	2	0	0	2	2	0	0	0	0
1280.11154	2	0	0	2	2	0	0	0	1
1280.11155	2	0	0	2	2	0	0	0	1
1280.11157	2	0	0	2	2	0	0	0	1
1280.11159	2	0	0	2	2	0	0	0	1
1280.11160	2	0	0	2	2	0	0	0	0
1280.11161	2	0	0	2	2	0	0	0	1
1280.11162	2	0	0	2	2	0	0	0	0
1280.11164	2	0	0	2	2	0	0	0	1
1280.11165	2	0	0	2	2	0	0	0	1
1280.11166	2	0	0	2	2	0	0	0	1
1280.11167	2	0	0	2	2	0	0	0	1
1280.11168	2	0	0	2	2	0	0	0	1
1280.11169	2	0	0	2	2	0	0	0	1
1280.11171	2	0	0	2	2	0	0	0	1
1280.11173	2	0	0	2	2	0	0	0	1
1280.11175	2	0	0	2	2	0	0	0	1
1280.11177	2	0	0	2	2	0	0	0	1
1280.11179	2	0	0	2	2	0	0	0	1
1280.11180	2	0	0	2	2	0	0	0	1
1280.11181	2	0	0	2	2	0	0	0	1
1280.11183	2	0	0	2	2	0	0	0	1
1280.11184	2	0	0	2	2	0	0	0	1
1280.11185	2	0	1	2	2	0	0	1	1
1280.11186	2	0	0	2	2	0	0	0	1
1280.11187	2	0	0	2	2	0	0	0	1
1280.11188	2	0	0	2	2	0	0	0	1
1280.11189	2	0	0	2	2	0	0	0	1
1280.11190	2	0	0	2	2	0	0	0	1
1280.11191	2	0	0	2	2	0	0	0	1
1280.11192	2	0	0	2	2	0	0	0	1
1280.11193	2	0	0	2	2	0	0	0	1
1280.11194	2	0	0	2	2	0	0	0	1
1280.11196	2	0	0	2	2	0	0	0	1
1280.11197	2	0	0	2	2	0	0	0	0
1280.11198	2	0	0	2	2	0	0	0	1
1280.11199	2	0	0	2	2	0	0	0	0
1280.11200	2	0	0	2	2	0	0	0	1
1280.11201	2	0	0	2	2	0	0	0	1
1280.11202	2	0	0	2	2	0	0	0	1
1280.11203	2	0	1	2	2	0	0	1	1
1280.11204	2	0	1	2	2	0	0	1	1
1280.11205	2	0	0	2	2	0	0	0	1
1280.11206	2	0	0	2	2	0	0	0	1
1280.11207	2	0	0	2	2	0	0	0	1
1280.11208	2	0	0	2	2	0	0	0	1
1280.11209	2	0	0	2	2	0	0	0	1
1280.11210	2	0	0	2	2	0	0	0	1
1280.11211	2	0	0	2	2	0	0	0	1
1280.11212	2	0	0	2	2	0	0	0	1
1280.11213	2	0	0	2	2	0	0	0	1
1280.11214	2	0	0	2	2	0	0	0	1
1280.11216	2	0	0	2	2	0	0	0	1
1280.11217	2	0	0	2	2	0	0	0	1
1280.11218	2	0	0	2	2	0	0	0	1
1280.11220	2	0	0	2	2	0	0	0	1
1280.11221	2	0	0	2	2	0	0	0	1
1280.11222	2	0	0	2	2	0	0	0	1
1280.11224	2	0	0	2	2	0	0	0	0
1280.11225	2	0	0	2	2	0	0	0	1
1280.11226	2	0	0	2	2	0	0	0	1
1280.11229	2	0	0	2	2	0	0	0	0
1280.11230	2	0	0	2	2	0	0	0	1
1280.11231	2	0	0	2	2	0	0	0	1
1280.11232	2	0	0	2	2	0	0	0	1
1280.11233	2	0	0	2	2	0	0	0	1
1280.11234	2	0	0	2	2	0	0	0	1
1280.11236	2	0	0	2	2	0	0	0	0
1280.11237	2	0	0	2	2	0	0	0	1
1280.11238	2	0	0	2	2	0	0	0	0
1280.11239	2	0	0	2	2	0	0	0	1
1280.11241	2	0	0	2	2	0	0	0	1
1280.11242	2	0	0	2	2	0	0	0	1
1280.11243	2	0	0	2	2	0	0	0	1
1280.11244	2	0	0	2	2	0	0	0	1
1280.11245	2	0	0	2	2	0	0	0	1
1280.11246	2	0	1	2	2	0	0	1	1
1280.11248	2	0	0	2	2	0	0	0	1
1280.11249	2	0	0	2	2	0	0	0	1
1280.11250	2	0	0	2	2	0	0	0	1
1280.11251	2	0	0	2	2	0	0	0	1
1280.11252	2	0	0	2	2	0	0	0	1
1280.11254	2	0	0	2	2	0	0	0	1
1280.11256	2	0	0	2	2	0	0	0	0
1280.11257	2	0	0	2	2	0	0	0	0
1280.11258	2	0	0	2	2	0	0	0	1
1280.11259	2	0	0	2	2	0	0	0	1
1280.11261	2	0	0	2	2	0	0	0	1
1280.11262	2	0	1	2	2	0	0	1	1
1280.11263	2	0	0	2	2	0	0	0	1
1280.11264	2	0	0	2	2	0	0	0	1
1280.11265	2	0	0	2	2	0	0	0	1
1280.11266	2	0	0	2	2	0	0	0	1
1280.11267	2	0	1	2	2	0	0	1	1
1280.11269	2	0	0	2	2	0	0	0	1
1280.11270	2	0	0	2	2	0	0	0	1
1280.11271	2	0	0	2	2	0	0	0	1
1280.11272	2	0	0	2	2	0	0	0	1
1280.11273	2	0	0	2	2	0	0	0	0
1280.11275	2	0	0	2	2	0	0	0	1
1280.11276	2	0	0	2	2	0	0	0	1
1280.11277	2	0	0	2	2	0	0	0	1
1280.11278	2	0	0	2	2	0	0	0	1
1280.11279	2	0	0	2	2	0	0	0	1
1280.11280	2	0	0	2	2	0	0	0	1
1280.11281	2	0	0	2	2	0	0	0	1
1280.11282	2	0	0	2	2	0	0	0	1
1280.11284	2	0	1	2	2	0	0	1	1
1280.11286	2	0	0	2	2	0	0	0	1
1280.11287	2	0	0	2	2	0	0	0	1
1280.11290	2	0	0	2	2	0	0	0	1
1280.11293	2	0	0	2	2	0	0	0	0
1280.11294	2	0	0	2	2	0	0	0	1
1280.11295	2	0	0	2	2	0	0	0	1
1280.11296	2	0	0	2	2	0	0	1	1
1280.11297	2	0	0	2	2	0	0	0	1
1280.11298	2	0	0	2	2	0	0	0	1
1280.11299	2	0	1	2	2	0	0	1	1
1280.11300	2	0	0	2	2	0	0	0	1
1280.11301	2	0	0	2	2	0	0	0	0
1280.11302	2	0	0	2	2	0	0	0	1
1280.11303	2	0	0	2	2	0	0	0	1
1280.11304	2	0	0	2	2	0	0	0	1
1280.11305	2	0	0	2	2	0	0	0	0
1280.11306	2	0	0	2	2	0	0	0	1
1280.11307	2	0	0	2	2	0	0	0	1
1280.11308	2	0	0	2	2	0	0	0	1
1280.11309	2	0	0	2	2	0	0	0	1
1280.11310	2	0	0	2	2	0	0	0	1
1280.11311	2	0	0	2	2	0	0	0	1
1280.11312	2	0	0	2	2	0	0	0	1
1280.11313	2	0	0	2	2	0	0	0	1
1280.11314	2	0	0	2	2	0	0	0	1
1280.11315	2	0	0	2	2	0	0	0	1
1280.11316	2	0	0	2	2	0	0	0	1
1280.11317	2	0	0	2	2	0	0	0	1
1280.11318	2	0	0	2	2	0	0	0	1
1280.11319	2	0	0	2	2	0	0	0	1
1280.11320	2	0	0	2	2	0	0	0	1
1280.11321	2	0	0	2	2	0	0	0	0
1280.11322	2	0	0	2	2	0	0	0	1
1280.11323	2	0	2	2	2	0	0	2	1
1280.11324	2	0	0	2	2	0	0	0	1
1280.11325	2	0	0	2	2	0	0	0	0
1280.11326	2	0	0	2	2	0	0	0	1
1280.11327	2	0	0	2	2	0	0	0	1
1280.11328	2	0	0	2	2	0	0	0	1
1280.11329	2	0	0	2	2	0	0	0	1
1280.11330	2	0	1	2	2	0	0	1	1
1280.11331	2	0	0	2	2	0	0	0	1
1280.11332	2	0	0	2	2	0	0	0	1
1280.11333	2	0	0	2	2	0	0	0	1
1280.11334	2	0	0	2	2	0	0	0	1
1280.11335	2	0	1	2	2	0	0	1	1
1280.11336	2	0	0	2	2	0	0	0	1
1280.11337	2	0	0	2	2	0	0	0	1
1280.11338	2	0	0	2	2	0	0	0	1
1280.11341	2	0	0	2	2	0	0	0	1
1280.11342	2	0	0	2	2	0	0	0	1
1280.11343	2	0	0	2	2	0	0	0	1
1280.11344	2	0	0	2	2	0	0	0	1
1280.11346	2	0	0	2	2	0	0	0	1
1280.11347	2	0	0	2	2	0	0	0	1
1280.11348	2	0	0	2	2	0	0	0	1
1280.11349	2	0	0	2	2	0	0	0	1
1280.11350	2	0	0	2	2	0	0	0	1
1280.11351	2	0	0	2	2	0	0	0	1
1280.11352	2	0	0	2	2	0	0	0	1
1280.11353	2	0	0	2	2	0	0	0	1
1280.11354	2	0	0	2	2	0	0	0	1
1280.11355	2	0	0	2	2	0	0	0	1
1280.11356	2	0	0	2	2	0	0	0	1
1280.11357	2	0	0	2	2	0	0	0	1
1280.11358	2	0	0	2	2	0	0	0	1
1280.11359	2	0	0	2	2	0	0	0	1
1280.11699	2	0	0	2	2	0	0	0	1
1280.11700	2	0	0	2	2	0	0	0	1
1280.11701	2	0	0	2	2	0	0	0	1
1280.11702	2	0	0	2	2	0	0	0	1
1280.11703	2	0	0	2	2	0	0	0	1
1280.11704	2	0	0	2	2	0	0	0	1
1280.11705	2	0	0	2	2	0	0	0	1
1280.11706	2	0	0	2	2	0	0	0	1
1280.11707	2	0	0	2	2	0	0	0	1
1280.11708	2	0	0	2	2	0	0	0	1
1280.11709	2	0	0	2	2	0	0	0	1
1280.11710	2	0	0	2	2	0	0	0	1
1280.11711	2	0	0	2	2	0	0	0	1
1280.11712	2	0	0	2	2	0	0	0	0
1280.11713	2	0	0	2	2	0	0	0	1
1280.11714	2	0	0	2	2	0	0	0	1
1280.11715	2	0	0	2	2	0	0	0	1
1280.11716	2	0	0	2	2	0	0	0	1
1280.11717	2	0	0	2	2	0	0	0	0
1280.11718	2	0	0	2	2	0	0	0	1
1280.11719	2	0	0	2	2	0	0	0	1
1280.11720	2	0	1	2	2	0	0	1	1
1280.11721	2	0	0	2	2	0	0	0	1
1280.11722	2	0	0	2	2	0	0	0	1
1280.11723	2	0	0	2	2	0	0	0	1
1280.11724	2	0	0	2	2	0	0	0	1
1280.11725	2	0	0	2	2	0	0	0	1
1280.11726	2	0	0	2	2	0	0	0	1
1280.4915	2	0	0	2	2	0	0	1	1
1280.4916	2	0	0	2	2	1	0	1	1
1280.4917	2	0	0	2	2	1	0	1	1
1280.4918	2	0	0	2	2	1	0	0	1
1280.4919	2	0	0	2	2	0	0	1	1
1280.4920	2	0	0	2	2	0	0	1	1
1280.4921	2	0	0	2	2	0	0	0	0
1280.4922	2	0	1	2	2	1	0	1	1
1280.4923	2	0	0	2	2	0	0	0	1
1280.4924	2	0	0	2	2	0	0	0	1
1280.4925	2	0	0	2	2	1	0	1	1
1280.4926	2	0	0	2	2	0	0	0	1
1280.4927	2	0	0	2	2	0	0	0	1
1280.4928	2	0	0	2	2	0	0	1	1
1280.4929	2	0	0	2	2	0	0	1	1
1280.4930	2	0	0	2	2	0	0	1	1
1280.4931	2	0	0	2	2	0	0	1	1
1280.4932	2	0	0	2	2	0	0	0	1
1280.4933	2	0	1	2	2	1	0	1	1
1280.4935	2	0	0	2	2	0	0	0	1
1280.4936	2	0	0	2	2	0	0	0	1
1280.4937	2	0	1	2	2	0	0	1	1
1280.4938	2	0	0	2	2	0	0	0	1
1280.4939	2	0	0	2	2	0	0	0	0
1280.4940	2	0	1	2	2	1	0	1	1
1280.4941	2	0	0	2	2	1	0	1	1
1280.4942	2	0	1	2	2	0	0	1	1
1280.4943	2	0	0	2	2	0	0	0	1
1280.4944	2	0	0	2	2	0	0	1	1
1280.4945	2	0	0	2	2	0	0	0	1
1280.4946	2	0	0	2	2	1	0	1	1
1280.4947	2	0	0	2	2	1	0	1	1
1280.4948	2	0	0	2	2	1	0	1	1
1280.4949	2	0	0	2	2	0	0	0	1
1280.4950	2	0	0	2	2	0	0	0	1
1280.4951	2	0	0	2	2	1	0	1	1
1280.4953	2	0	0	2	2	0	0	0	0
1280.4954	2	0	0	2	2	1	0	1	1
1280.4955	2	0	0	2	2	1	0	1	1
1280.4956	2	0	0	2	2	0	0	0	1
1280.4958	2	0	1	2	2	0	0	1	1
1280.4959	2	0	0	2	2	0	0	0	1
1280.4960	2	0	0	2	2	1	0	1	1
1280.4961	2	0	0	2	2	0	0	0	1
1280.4962	2	0	1	2	2	1	0	1	1
1280.4963	2	0	0	2	2	0	0	0	1
1280.4964	2	0	0	2	2	1	0	1	1
1280.4965	2	0	0	2	2	1	0	1	1
1280.4966	2	0	0	2	2	1	0	1	1
1280.4967	2	0	0	2	2	0	0	0	1
1280.4968	2	0	0	2	2	0	0	0	1
1280.4969	2	0	1	2	2	1	0	1	2
1280.4970	2	0	0	2	2	1	0	1	2
1280.4971	2	0	1	2	2	1	0	1	2
1280.4972	2	0	0	2	2	0	0	0	2
1280.4973	2	0	0	2	2	0	0	0	2
1280.4974	2	0	0	2	2	0	0	0	2
1280.4975	2	0	0	2	2	0	0	0	2
1280.4976	2	0	1	2	2	1	0	1	2
1280.4977	2	0	0	2	2	1	0	1	2
1280.4978	2	0	0	2	2	0	0	0	2
1280.4979	2	0	1	2	2	1	0	1	2
1280.4980	2	0	0	2	2	1	0	0	2
1280.4981	2	0	0	2	2	0	0	0	2
1280.4982	2	0	0	2	2	0	0	0	2
1280.4984	2	0	0	2	2	0	0	0	2
1280.4985	2	0	0	2	2	1	0	1	2
1280.4986	2	0	1	2	2	1	0	1	2
1280.4987	2	0	0	2	2	0	0	0	2
1280.4988	2	0	0	2	2	0	0	0	2
1280.4989	2	0	0	2	2	1	0	1	2
1280.4990	2	0	0	2	2	1	0	1	2
1280.4992	2	0	0	2	2	1	0	1	2
985002.100	2	0	0	2	2	0	0	0	1
985002.101	2	0	0	2	2	0	0	0	1
985002.102	2	0	0	2	2	0	0	0	1
985002.103	2	0	0	2	2	0	0	0	1
985002.104	2	0	0	2	2	0	0	0	1
985002.105	2	0	0	2	2	0	0	0	1
985002.106	2	0	0	2	2	0	0	0	1
985002.107	2	0	0	2	2	0	0	0	1
985002.108	2	0	0	2	2	0	0	0	1
985002.109	2	0	0	2	2	0	0	0	1
985002.110	2	0	0	2	2	0	0	0	1
985002.111	2	0	0	2	2	0	0	0	1
985002.112	2	0	0	2	2	0	0	0	1
985002.113	2	0	0	2	2	0	0	0	1
985002.114	2	0	0	2	2	0	0	0	1
985002.115	2	0	0	2	2	0	0	0	1
985002.116	2	0	0	2	2	0	0	0	1
985002.117	2	0	0	2	2	0	0	0	0
985002.118	2	0	0	2	2	0	0	0	1
985002.119	2	0	0	2	2	0	0	0	1
985002.120	2	0	0	2	2	0	0	0	1
985002.121	2	0	0	2	2	0	0	0	1
985002.122	2	0	0	2	2	0	0	0	1
985002.123	2	0	0	2	2	0	0	0	1
985002.124	2	0	0	2	2	0	0	0	1
985002.125	2	0	0	2	2	0	0	0	1
985002.126	2	0	0	2	2	0	0	0	1
985002.127	2	0	0	2	2	0	0	0	1
985002.128	2	0	0	2	2	0	0	0	1
985002.129	2	0	0	2	2	0	0	0	1
985002.131	2	0	0	2	2	0	0	0	1
