	ceftazidime	levofloxacin	tetracycline	cefazolin	gentamicin	trimethoprim_sulfamethoxazole	ceftriaxone	amikacin	aztreonam	piperacillin_tazobactam	meropenem	cefepime	imipenem	cefoxitin	ciprofloxacin	ertapenem	tobramycin
573.14255	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14256	1	1	0	1	0	0	1	1	1	1	2	2	1	1	1	2	1
573.14257	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.14258	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.14259	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	1
573.14260	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14261	1	1	0	1	0	1	1	2	1	1	0	2	0	0	1	2	1
573.14262	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	0
573.14263	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14264	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14266	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14267	1	1	1	1	1	1	1	0	1	2	0	2	0	0	1	2	1
573.14268	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.14269	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14270	1	1	0	1	0	0	1	0	1	2	0	1	0	0	1	2	0
573.14271	1	1	1	1	0	1	1	0	1	0	0	2	0	0	1	2	2
573.14273	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14274	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.14275	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.14276	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	2	1
573.14278	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14279	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14280	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.14281	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14282	1	1	1	1	0	1	1	2	1	1	0	0	0	1	1	2	1
573.14283	1	1	1	1	0	1	1	1	1	1	0	1	0	2	1	2	1
573.14284	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14285	1	1	2	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.14286	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	2	0
573.14287	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	2	0
573.14288	1	1	1	1	0	0	1	2	1	1	0	1	0	0	1	2	1
573.14289	1	1	1	1	0	1	1	2	1	1	0	0	0	1	1	2	1
573.14290	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14291	1	1	0	1	0	0	1	0	1	1	0	1	0	2	1	2	0
573.14292	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14293	1	1	2	1	0	1	1	2	1	1	0	2	0	1	1	2	1
573.14294	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14295	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	2	2
573.14296	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14297	1	0	1	1	0	1	1	0	1	2	0	1	0	1	0	2	0
573.14298	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.14299	1	1	0	1	0	0	1	2	1	1	0	1	0	0	1	2	1
573.14300	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.14301	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	2	1
573.14303	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14304	1	2	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14306	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.14307	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14308	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	2	1
573.14310	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14311	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14313	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14314	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1
573.14315	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14316	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.14317	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14319	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	2	2
573.14320	1	1	1	1	0	1	1	0	1	1	0	2	0	2	1	2	2
573.14321	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14322	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	2
573.14323	1	1	0	1	0	1	1	2	1	2	0	2	0	2	1	2	1
573.14324	1	0	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.14325	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.14326	1	1	0	1	0	1	1	0	1	2	0	2	0	0	1	2	2
573.14327	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14329	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14330	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14331	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	2	2
573.14332	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.14333	1	1	1	1	1	1	1	0	1	1	0	1	0	2	1	2	1
573.14334	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	2	2
573.14335	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.14336	1	1	1	1	2	0	1	0	1	1	0	1	0	1	1	2	1
573.14337	1	1	0	1	0	1	1	0	1	1	0	0	0	2	1	2	0
573.14338	1	0	1	1	1	1	1	0	1	0	0	0	0	0	2	2	1
573.14339	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	0
573.14340	1	1	1	1	0	0	1	0	1	2	0	1	0	1	1	2	0
573.14341	1	1	0	1	0	1	1	0	1	0	0	0	0	2	1	2	0
573.14342	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14343	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14344	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14345	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.14346	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14347	1	1	1	1	1	1	1	0	1	1	2	2	0	1	1	2	0
573.14348	1	1	1	1	1	1	1	0	1	1	0	1	0	2	1	2	1
573.14349	1	1	1	1	0	1	1	0	1	2	0	1	0	2	1	2	2
573.14350	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.14351	1	1	0	1	0	1	1	0	1	2	0	0	0	1	1	2	0
573.14352	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	1
573.14353	1	1	0	1	0	1	1	1	1	1	1	1	1	2	1	2	1
573.14354	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14355	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14356	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.14357	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14358	1	1	1	1	1	1	1	2	1	1	0	1	0	1	1	2	1
573.14359	1	1	2	1	1	1	1	0	1	0	0	1	0	2	1	2	2
573.14360	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14361	1	1	1	1	0	1	1	0	1	1	0	2	0	1	1	2	0
573.14362	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14363	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14364	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14366	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14367	1	1	1	1	0	0	1	0	1	2	0	1	0	1	1	2	0
573.14368	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14369	1	1	1	1	0	0	1	0	1	2	0	0	0	0	1	2	2
573.14371	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14372	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14373	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.14375	1	1	0	1	1	1	1	0	1	2	2	1	2	1	1	2	2
573.14376	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	2	0
573.14377	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14378	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	2	1
573.14379	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.14380	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14381	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14382	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14383	1	1	1	1	0	0	1	0	1	0	0	1	0	2	1	2	0
573.14384	1	1	0	1	0	1	1	0	1	1	0	0	0	2	1	2	2
573.14385	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14386	1	1	1	1	0	0	1	0	1	2	0	0	0	2	1	2	2
573.14388	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14389	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.14390	1	1	2	1	0	1	1	2	1	1	2	1	1	1	1	2	1
573.14391	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	2
573.14392	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14393	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14394	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.14395	1	1	0	1	0	1	1	0	1	1	0	2	0	2	1	2	2
573.14396	1	1	1	1	0	0	1	0	1	2	0	0	0	2	1	2	2
573.14397	1	0	1	1	1	1	1	0	1	0	0	1	0	0	2	2	1
573.14398	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.14399	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	1
573.14400	1	1	0	1	0	1	1	2	1	1	0	2	0	0	1	2	1
573.14401	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	2	1
573.14402	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	2
573.14403	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	2	1
573.14404	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	2	2
573.14405	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.14406	1	1	0	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.14407	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.14408	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.14409	1	1	0	1	1	0	1	0	1	0	0	2	0	0	1	2	1
573.14410	1	0	1	1	1	1	1	0	1	0	0	2	0	0	0	2	2
573.14412	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14413	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14415	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.14416	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.14417	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.14418	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	2	1
573.14419	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14420	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	2	1
573.14421	1	1	0	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.14422	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14423	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14424	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14425	1	1	0	1	0	1	1	2	1	0	0	0	0	0	1	2	1
573.14426	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	2	2
573.14427	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14428	1	0	0	1	0	0	1	0	1	1	1	1	1	2	0	2	0
573.14430	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14431	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	2	0
573.14432	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14433	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14434	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	2	1
573.14435	1	0	1	1	1	1	1	0	1	1	0	1	1	2	2	2	0
573.14436	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	0
573.14437	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	0
573.14438	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	2	1
573.14439	1	1	0	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.14440	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0
573.14441	1	1	0	1	0	1	1	1	1	2	0	2	0	0	1	2	1
573.14442	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14443	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.14444	1	1	0	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.14445	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14446	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14447	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	2
573.14448	1	1	1	1	0	0	1	0	0	2	0	0	0	2	1	2	0
573.14449	1	1	1	1	0	1	1	2	1	1	0	2	0	1	1	2	1
573.14450	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.14451	1	1	0	1	0	1	1	1	1	2	0	2	0	0	1	2	1
573.14452	1	1	2	1	1	1	1	0	0	1	1	0	1	1	1	2	0
573.14455	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14456	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14457	1	1	2	1	2	1	1	0	1	1	1	1	1	1	1	2	0
573.14458	1	1	1	1	1	1	1	2	1	1	0	1	0	1	1	2	1
573.14459	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14460	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.14461	1	1	1	1	0	1	1	0	1	2	0	2	0	0	1	2	2
573.14462	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	2	1
573.14464	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.14465	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14466	1	1	0	1	0	1	1	1	1	2	0	2	0	0	1	2	1
573.14467	1	1	1	1	0	0	1	0	1	2	0	0	0	2	1	2	0
573.14468	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.14469	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.14470	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.14471	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.14472	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14473	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14474	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.14475	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	2	1
573.14477	1	1	0	1	0	1	1	1	1	1	1	1	2	1	1	2	1
573.14478	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14480	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.14481	1	1	0	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.14482	1	1	0	1	0	0	1	0	1	0	0	2	0	0	1	2	0
573.14483	1	1	0	1	1	0	1	2	1	1	1	2	1	1	1	2	1
573.14484	1	1	2	1	0	1	1	0	1	1	0	2	0	1	1	2	0
573.14485	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14486	1	1	1	1	1	1	1	2	1	1	0	2	0	1	1	2	1
573.14487	1	1	0	1	0	0	1	0	1	0	0	2	0	0	1	2	0
573.14488	1	1	0	1	0	0	1	0	2	0	0	0	0	0	1	2	0
573.14489	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.14490	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14491	1	1	1	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.14492	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14494	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.14495	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	0
573.14496	1	1	0	1	0	1	2	2	2	1	0	0	0	0	1	2	1
573.14497	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14498	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14499	1	0	2	1	0	1	1	0	1	1	0	2	0	0	0	2	0
573.14500	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.14501	1	1	0	1	1	1	1	0	1	1	1	0	1	2	1	2	2
573.14502	1	1	1	1	2	1	1	0	0	1	1	2	1	1	1	2	0
573.14503	1	1	1	1	0	1	1	0	1	1	0	2	1	2	1	2	2
573.14504	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	2	2
573.14505	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	1
573.14507	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14508	1	1	0	1	1	0	1	0	1	1	0	2	0	0	1	2	2
573.14509	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14510	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14512	1	1	0	1	0	1	1	2	1	1	1	2	1	1	1	2	1
573.14513	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14514	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14515	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14516	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14517	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14518	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14519	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14520	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14521	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14522	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.14524	1	1	0	1	0	0	1	2	1	1	0	2	0	0	1	2	1
573.14525	1	1	2	1	0	1	1	0	1	1	0	1	0	1	1	2	2
573.14526	1	1	2	1	1	1	1	0	1	1	1	2	1	1	1	2	1
573.14527	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14528	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14529	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.14530	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.14531	1	1	0	1	1	1	1	2	1	1	0	2	0	0	1	2	1
573.14532	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14533	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	2	1
573.14534	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14535	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.14536	1	1	0	1	1	0	1	1	1	1	0	2	0	0	1	2	1
573.14537	1	1	0	1	1	0	1	2	1	1	1	1	1	1	1	2	1
573.14538	1	1	0	1	0	1	1	0	1	1	0	0	0	2	1	2	0
573.14539	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.14540	1	1	2	1	0	0	1	0	1	1	1	0	1	1	1	2	1
573.14541	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14542	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14543	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	2	0
573.14544	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14545	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14546	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14547	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14548	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14549	1	1	0	1	1	0	1	0	1	1	1	2	1	1	1	2	0
573.14550	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.15042	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2
573.15043	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1
573.15044	1	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1	1
573.15107	1	1	0	1	0	1	1	2	1	2	1	1	1	1	1	1	1
573.15108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
573.15217	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
573.15420	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
573.15630	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	2	1
573.15631	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15632	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15633	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15634	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15635	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	0
573.15636	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15637	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15638	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15639	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15640	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15641	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15642	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15644	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15645	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15646	1	2	2	2	1	1	2	0	2	2	2	2	2	2	2	1	1
573.15647	1	2	2	2	0	0	2	2	2	2	2	2	2	2	1	1	1
573.15648	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15649	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15650	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15651	1	2	2	2	1	0	2	2	2	2	2	2	2	2	1	1	0
573.15652	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15653	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15654	1	2	2	2	0	0	2	0	2	2	2	2	2	2	0	1	1
573.15655	1	2	2	2	0	1	2	2	2	2	2	2	2	2	1	1	1
573.15656	1	2	2	2	0	1	2	2	2	2	2	2	2	2	1	1	1
573.15657	1	2	2	2	0	1	2	2	2	2	2	2	2	2	1	1	1
573.15658	1	2	2	2	0	1	2	2	2	2	2	2	2	2	1	1	1
573.15659	1	2	2	2	0	1	2	2	2	2	2	2	2	2	1	1	1
573.15661	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15662	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15663	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15664	1	2	2	2	0	0	2	0	2	2	2	2	2	2	1	1	1
573.15665	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15666	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15667	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15668	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15669	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15670	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15671	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15672	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15673	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	2
573.15674	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15675	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15676	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	2
573.15677	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15678	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15679	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15680	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15681	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15682	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15683	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	0
573.15684	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15685	1	2	2	2	0	1	2	0	2	2	2	2	2	2	1	1	1
573.15686	1	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1
573.15687	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15688	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15689	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15690	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15691	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15692	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1
573.15693	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15694	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15695	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15696	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15697	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15698	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15699	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15700	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15701	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15702	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15703	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15704	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15705	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
573.15706	1	2	2	2	1	1	2	0	2	2	2	2	2	2	1	1	1
