	ceftazidime	levofloxacin	tetracycline	cefazolin	gentamicin	trimethoprim_sulfamethoxazole	ceftriaxone	amikacin	aztreonam	piperacillin_tazobactam	meropenem	cefepime	imipenem	cefoxitin	ciprofloxacin	ertapenem	tobramycin
573.13485	1	1	2	1	2	0	1	0	1	1	0	1	0	2	1	2	0
573.13486	1	0	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13487	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	2	2
573.13488	1	1	0	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13489	1	1	0	1	0	0	1	0	1	0	0	2	0	0	1	2	0
573.13490	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13491	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13493	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13494	1	1	0	1	0	0	1	2	1	0	0	1	0	0	1	2	1
573.13495	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.13496	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13497	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13498	1	0	1	1	0	0	1	0	1	1	0	2	0	1	0	2	0
573.13499	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13500	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13501	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	2	0
573.13502	1	1	0	1	0	1	1	2	1	0	0	2	0	0	1	2	1
573.13503	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13504	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13505	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	1
573.13506	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.13507	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	1
573.13509	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13510	1	1	0	1	0	0	1	0	1	2	0	0	0	0	1	2	1
573.13512	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.13513	1	1	0	1	1	1	1	0	1	1	1	2	1	1	1	2	2
573.13514	1	0	1	1	0	1	1	0	1	2	0	1	0	0	0	2	1
573.13516	1	1	0	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.13517	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.13518	1	1	0	1	0	1	1	2	1	1	1	2	1	1	1	2	1
573.13519	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13520	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13521	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	2	1
573.13522	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13523	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	2	1
573.13524	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13525	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13526	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	2	0
573.13528	1	1	0	1	0	0	1	0	1	2	0	2	0	0	1	2	1
573.13529	1	1	0	1	0	1	1	2	1	0	0	2	0	0	1	2	1
573.13530	1	1	0	1	1	1	1	0	1	1	1	0	2	1	1	2	1
573.13531	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13532	1	0	0	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13533	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	0
573.13534	1	1	1	1	0	1	1	0	0	2	0	2	0	1	1	2	2
573.13535	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2
573.13537	1	1	1	1	1	0	1	0	1	1	0	2	0	1	1	2	2
573.13538	1	1	2	1	1	0	1	0	1	1	0	1	0	2	1	2	2
573.13539	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13540	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	1
573.13541	1	1	0	1	0	1	1	2	1	0	0	2	0	2	1	2	1
573.13542	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.13543	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13544	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	2	0
573.13545	1	0	1	1	1	1	1	0	1	2	0	2	0	0	1	2	1
573.13546	1	1	2	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.13547	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13548	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.13550	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13551	1	1	0	1	0	1	1	2	1	0	0	2	0	2	1	2	1
573.13552	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13554	1	0	1	1	1	1	1	0	1	0	0	1	0	0	2	2	2
573.13555	1	2	2	1	1	0	1	0	1	0	0	0	0	2	1	2	2
573.13557	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.13558	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13559	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13560	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13561	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13562	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13563	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13564	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13565	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13566	1	1	0	1	2	0	1	0	1	1	1	1	1	1	1	2	1
573.13568	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13569	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	2	0
573.13571	1	1	0	1	0	0	1	0	1	2	0	0	0	1	1	2	0
573.13572	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13573	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13574	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.13575	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	2	0
573.13576	1	0	1	1	0	0	2	0	0	1	0	2	0	1	0	2	0
573.13577	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13578	1	1	2	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.13579	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.13580	1	1	1	1	0	1	1	0	1	1	0	1	0	2	1	2	1
573.13581	1	1	2	1	1	1	1	0	1	2	0	0	0	0	1	2	2
573.13582	1	1	1	1	1	1	1	0	1	0	0	2	0	2	1	2	0
573.13583	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13584	1	1	2	1	1	1	1	2	1	1	0	2	0	2	1	2	1
573.13585	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13586	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13587	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13588	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13589	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13590	1	1	0	1	1	1	1	0	1	1	0	2	0	0	1	2	1
573.13591	1	0	0	1	0	1	1	0	1	1	2	1	2	1	0	2	0
573.13592	1	1	0	1	2	0	1	0	1	1	1	1	1	1	1	2	1
573.13593	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2
573.13594	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	0
573.13595	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13596	1	1	2	1	0	1	1	0	1	1	0	2	0	0	1	2	2
573.13597	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13598	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	2	0
573.13599	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13600	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13601	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.13602	1	1	1	1	0	1	1	0	1	0	0	1	0	2	1	2	2
573.13603	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13604	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	2
573.13605	1	1	1	1	2	0	1	0	1	2	0	0	0	2	1	2	2
573.13606	1	1	1	1	0	0	1	0	1	0	0	2	0	1	1	2	0
573.13607	1	1	0	1	0	1	1	0	1	0	0	2	0	0	1	2	0
573.13608	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	2	2
573.13609	1	1	0	1	1	1	1	0	1	2	0	1	0	1	1	2	2
573.13610	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.13611	1	0	1	1	1	1	1	0	1	2	0	2	0	0	1	2	2
573.13612	1	1	2	1	0	1	1	0	1	0	0	2	0	2	1	2	1
573.13613	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13615	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	2
573.13616	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13617	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	2	1
573.13618	1	0	0	1	0	1	1	0	1	0	0	2	0	0	2	2	0
573.13619	1	1	0	1	0	0	1	0	1	1	1	1	1	2	1	2	0
573.13620	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.13621	1	1	2	1	1	1	1	0	1	0	0	1	0	1	1	2	0
573.13622	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13623	1	1	1	1	0	1	1	0	1	1	1	2	1	2	1	2	2
573.13624	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13625	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.13626	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	2	0
573.13627	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0
573.13628	1	1	1	1	0	1	1	0	1	1	0	1	0	2	1	2	2
573.13629	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13630	1	0	1	1	0	1	1	0	1	2	0	1	0	2	1	2	2
573.13631	1	1	1	1	0	1	1	0	1	2	0	1	0	2	1	2	1
573.13632	1	1	0	1	0	0	1	2	0	1	0	2	0	0	1	2	1
573.13633	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13634	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13635	1	1	1	1	2	1	1	2	1	1	0	2	0	1	1	2	1
573.13636	1	1	1	1	0	1	1	0	1	1	0	1	0	2	1	2	0
573.13637	1	0	1	1	0	0	1	0	1	1	0	2	0	0	0	2	0
573.13638	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13639	1	0	0	1	0	0	1	0	1	1	0	2	1	0	0	2	0
573.13640	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13641	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13642	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	2	0
573.13643	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13644	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	2	0
573.13645	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	2	2
573.13646	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13647	1	1	0	1	0	1	1	0	1	0	0	2	0	0	1	2	0
573.13648	1	1	1	1	0	1	1	2	1	1	0	2	0	1	1	2	1
573.13649	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13650	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13652	1	1	1	1	2	1	1	0	1	1	0	1	0	1	1	2	0
573.13653	1	1	0	1	0	1	1	1	1	2	0	0	0	0	1	2	1
573.13654	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	0
573.13655	1	1	0	1	0	1	1	2	1	1	1	1	2	1	1	2	1
573.13656	1	0	2	1	0	0	1	0	1	1	0	0	0	1	1	2	0
573.13657	1	1	0	1	0	1	1	2	2	1	1	0	1	1	1	2	1
573.13658	1	1	1	1	2	1	1	0	0	1	1	0	1	1	1	2	0
573.13659	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13660	1	0	0	1	0	1	1	0	1	2	0	1	0	0	0	2	1
573.13661	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	2	2
573.13663	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0
573.13665	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13666	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13667	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13668	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13669	1	0	1	1	1	1	1	0	2	2	0	1	0	0	1	2	1
573.13670	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13671	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	2	0
573.13672	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	2	1
573.13673	1	1	1	1	1	1	1	0	1	2	0	2	0	0	1	2	1
573.13674	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13675	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13676	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13677	1	1	0	1	0	1	1	0	1	0	0	2	0	0	1	2	0
573.13678	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13679	1	0	0	1	0	1	1	0	1	0	0	2	0	0	1	2	0
573.13680	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13681	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13682	1	1	0	1	0	1	1	1	1	0	0	2	0	0	1	2	1
573.13683	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	2	0
573.13684	1	1	2	1	0	1	1	1	1	1	0	1	0	1	1	2	1
573.13685	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	2	1
573.13686	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13687	1	1	0	1	0	0	1	0	2	0	0	1	0	0	1	2	0
573.13688	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13689	1	1	2	1	0	1	1	0	0	1	1	0	1	1	1	2	0
573.13690	1	1	0	1	0	1	1	2	1	1	0	2	0	0	1	2	1
573.13691	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13692	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	2	2
573.13693	1	1	1	1	2	1	1	0	0	1	1	0	1	1	1	2	0
573.13694	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13695	1	1	2	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.13696	1	1	2	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.13697	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.13698	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	2	1
573.13699	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13700	1	1	2	1	0	0	1	0	1	2	0	0	0	1	1	2	0
573.13701	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	2	0
573.13702	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13703	1	0	1	1	0	1	1	0	1	0	0	2	0	0	2	2	1
573.13704	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	2	1
573.13705	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	0
573.13706	1	1	0	1	1	1	1	0	1	1	0	1	0	2	1	2	1
573.13707	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1
573.13708	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13709	1	1	2	1	1	1	1	0	1	0	0	1	0	1	1	2	2
573.13710	1	1	2	1	1	1	1	0	1	0	0	1	0	2	1	2	0
573.13711	1	1	1	1	1	1	1	0	0	1	0	0	0	2	1	2	0
573.13712	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13713	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	2	0
573.13714	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13715	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13716	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	2
573.13717	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13718	1	1	2	1	1	0	1	0	0	1	0	1	0	0	1	2	1
573.13719	1	0	0	1	1	0	1	0	0	1	0	0	0	2	0	2	2
573.13720	1	0	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13721	1	1	0	1	0	0	1	2	0	1	1	1	1	1	1	2	1
573.13722	1	1	0	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.13723	1	1	2	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13724	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	2	0
573.13725	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13726	1	0	1	1	1	1	1	0	2	0	0	1	0	0	0	2	1
573.13727	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.13728	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	1
573.13729	1	1	2	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13730	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	2	1
573.13731	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.13733	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13734	1	1	2	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.13735	1	0	0	1	0	1	1	0	1	0	0	0	0	0	2	2	0
573.13737	1	1	2	1	0	0	1	0	1	1	0	2	0	1	1	2	0
573.13738	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13740	1	0	1	1	0	1	1	0	1	2	0	1	2	0	1	2	1
573.13741	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	2	1
573.13742	1	1	1	1	0	1	1	0	1	1	0	1	0	2	1	2	2
573.13743	1	1	0	1	0	0	1	2	1	1	0	1	0	0	1	2	1
573.13744	1	1	0	1	0	1	1	0	2	1	0	2	0	0	1	2	1
573.13745	1	0	0	1	1	0	1	0	0	1	0	2	0	0	0	2	2
573.13746	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	2	1
573.13749	1	1	0	1	0	1	1	2	1	2	0	2	0	0	1	2	1
573.13750	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	2	1
573.13751	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13752	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	2	0
573.13753	1	1	2	1	1	1	1	0	1	1	2	2	0	1	1	2	1
573.13755	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	2	2
573.13756	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13757	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13758	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13759	1	1	0	1	0	0	1	2	1	1	0	1	0	0	1	2	1
573.13760	1	1	2	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.13761	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13762	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	2	0
573.13764	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	2	0
573.13765	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13766	1	1	1	1	1	1	1	0	1	0	0	1	0	2	1	2	2
573.13767	1	0	0	1	0	1	1	0	1	0	0	2	0	0	2	2	0
573.13769	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13770	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	2
573.13771	1	1	0	1	0	1	1	0	1	1	1	1	1	2	1	2	0
573.13772	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.13773	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13774	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.13775	1	1	0	1	0	0	1	0	1	1	0	2	0	2	1	2	0
573.13777	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	0
573.13778	1	1	0	1	0	1	1	2	1	1	2	1	1	1	1	2	1
573.13779	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13780	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	2	2
573.13781	1	1	2	1	0	1	1	2	1	1	1	0	1	1	1	2	1
573.13782	1	1	2	1	0	1	1	0	0	1	0	0	0	0	1	2	2
573.13783	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13784	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13785	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.13786	1	1	0	1	0	0	1	0	1	1	0	1	0	2	1	2	1
573.13787	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	2	0
573.13788	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	2
573.13789	1	2	2	1	1	0	1	0	1	1	2	2	2	1	1	2	1
573.13790	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13791	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13792	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13793	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13794	1	0	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13795	1	1	0	1	2	1	1	0	1	1	0	1	0	0	1	2	2
573.13796	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13797	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13798	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13799	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13800	1	1	2	1	0	0	1	0	1	1	0	1	0	2	1	2	0
573.13801	1	0	1	1	1	1	1	0	2	0	0	1	0	2	0	2	2
573.13802	1	1	2	1	0	1	1	2	1	2	0	2	0	0	1	2	1
573.13803	1	1	2	1	0	1	1	2	1	0	0	2	0	2	1	2	1
573.13804	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	2	2
573.13805	1	0	1	1	0	1	1	0	1	2	0	1	0	2	1	2	2
573.13806	1	1	0	1	0	0	1	2	1	0	0	2	0	2	1	2	1
573.13807	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	2	1
573.13808	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13809	1	1	1	1	1	1	1	0	1	0	0	2	0	2	1	2	1
573.13810	1	1	2	1	1	1	1	0	1	1	0	1	0	2	1	2	0
573.13811	1	1	2	1	1	1	1	0	0	1	1	0	1	1	1	2	2
573.13812	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13813	1	1	2	1	1	0	1	0	1	1	0	1	0	2	1	2	2
573.13814	1	1	0	1	1	1	1	0	1	2	0	2	0	0	1	2	1
573.13815	1	0	1	1	0	1	1	0	1	2	0	2	0	0	1	2	2
573.13816	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13817	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13818	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13819	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13820	1	2	2	1	0	1	1	0	1	1	0	1	0	2	1	2	0
573.13821	1	1	0	1	0	0	1	0	1	1	0	1	0	2	1	2	1
573.13822	1	0	2	1	0	1	1	0	1	1	0	1	0	2	1	2	0
573.13823	1	1	0	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13824	1	1	0	1	0	1	1	2	1	0	0	2	0	2	1	2	1
573.13825	1	0	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13826	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	2	1
573.13827	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13828	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13829	1	1	1	1	0	1	1	2	1	1	0	0	0	0	1	2	1
573.13830	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	2	2
573.13831	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13832	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13833	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13836	1	1	0	1	1	1	1	0	0	1	1	2	1	1	1	2	0
573.13838	1	1	0	1	0	1	1	2	1	2	0	0	0	0	1	2	1
573.13839	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.13840	1	1	0	1	0	1	1	2	1	1	0	1	1	2	1	2	1
573.13841	1	0	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13842	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13843	1	0	1	1	0	1	1	0	1	0	0	1	0	0	2	2	0
573.13844	1	0	1	1	0	1	2	0	0	1	0	0	0	1	0	2	0
573.13845	1	0	1	1	0	1	2	0	0	1	0	0	0	1	0	2	0
573.13846	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13847	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13848	1	0	0	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13849	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13850	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13851	1	1	0	1	0	0	1	0	1	1	0	2	0	2	1	2	1
573.13852	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13854	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.13855	1	1	2	1	1	1	1	0	2	1	1	0	1	1	1	2	2
573.13856	1	1	0	1	1	1	1	0	1	2	0	2	0	0	1	2	1
573.13857	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13858	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13859	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13861	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13862	1	1	0	1	0	1	1	2	1	1	0	2	0	0	1	2	1
573.13863	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13864	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	1
573.13865	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13866	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	0
573.13867	1	1	2	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.13869	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
