	chloramphenicol	gentamicin	ceftiofur	sulfisoxazole	streptomycin	ampicillin	cefoxitin	ceftriaxone	tetracycline
28901.8639	0	1	0	1	1	0	0	0	0
28901.863	0	0	0	0	0	0	0	0	0
28901.8640	0	0	0	0	0	0	0	0	0
28901.8641	0	0	0	1	0	0	0	0	1
28901.8642	0	0	1	0	0	1	1	1	0
28901.8643	0	0	0	0	1	0	0	0	1
28901.8644	0	0	0	1	0	0	0	0	1
28901.8645	0	0	0	1	0	0	0	0	1
28901.8646	0	0	0	0	1	0	0	0	1
28901.8647	0	0	0	0	0	0	0	0	0
28901.8648	0	0	1	0	0	1	1	1	0
28901.8649	0	0	0	0	0	0	0	0	0
28901.864	0	0	0	1	1	0	0	0	1
28901.8650	0	0	0	0	0	0	0	0	0
28901.8651	0	0	0	0	0	0	0	0	0
28901.8652	0	0	0	0	0	0	0	0	0
28901.8653	0	0	0	0	1	0	0	0	1
28901.8654	0	0	0	0	0	1	0	0	1
28901.8655	0	0	0	0	0	0	0	0	0
28901.8656	0	0	0	0	0	0	0	0	0
28901.8657	0	0	0	1	0	0	0	0	1
28901.8658	0	0	1	1	0	1	1	1	1
28901.8659	0	0	0	0	0	0	0	0	0
28901.8660	0	0	0	0	0	0	0	0	0
28901.8661	0	0	0	0	0	0	0	0	0
28901.8662	0	0	0	0	0	0	0	0	0
28901.8663	0	0	0	0	0	0	0	0	0
28901.8664	0	0	0	0	1	0	0	0	1
28901.8665	0	0	0	0	1	0	0	0	1
28901.8666	0	0	0	0	1	0	0	0	1
28901.8667	0	0	0	0	0	0	0	0	0
28901.8668	0	0	0	0	0	0	0	0	1
28901.8669	0	0	0	0	1	0	0	0	1
28901.8670	0	0	0	0	1	0	0	0	1
28901.8671	0	0	0	0	1	0	0	0	1
28901.8672	0	0	0	0	0	0	0	0	0
28901.8673	0	0	0	1	0	0	0	0	1
28901.8674	0	0	1	1	0	1	1	1	1
28901.8675	0	0	0	1	0	0	0	0	1
28901.8676	0	2	0	1	0	1	0	0	1
28901.8677	0	0	0	1	1	1	0	0	1
28901.8678	0	0	0	0	0	0	0	0	1
28901.8679	0	0	0	1	0	0	0	0	1
28901.8680	0	0	1	1	0	1	1	1	1
28901.8681	0	0	0	0	0	0	0	0	0
28901.8682	0	0	1	1	0	1	2	1	1
28901.8683	0	0	1	1	0	1	1	1	1
28901.8684	0	0	1	1	1	1	2	1	1
28901.8685	0	0	0	1	1	0	0	0	0
28901.8686	0	0	0	0	0	0	0	0	0
28901.8687	0	0	0	0	1	0	0	0	1
28901.8688	0	0	0	1	1	0	0	0	1
28901.8689	0	0	0	0	0	0	0	0	0
28901.8690	0	0	0	0	0	0	0	0	0
28901.8691	0	1	0	0	1	1	0	0	1
28901.8692	0	0	0	0	1	0	0	0	1
28901.8693	0	0	0	0	0	0	0	0	0
28901.8694	0	0	0	0	1	0	0	0	1
28901.8695	0	0	0	0	1	0	0	0	1
28901.8696	0	0	1	1	0	1	1	1	1
28901.8697	0	0	0	0	1	1	0	0	1
28901.8698	0	0	0	0	1	1	0	0	1
28901.8699	0	0	1	1	0	1	1	1	1
28901.8700	0	1	0	1	1	1	0	0	0
28901.8701	0	0	0	0	0	0	0	0	0
28901.8702	0	0	0	0	0	0	0	0	0
28901.8703	0	0	0	0	1	0	0	0	1
28901.8704	0	0	0	0	0	0	0	0	0
28901.8705	0	0	0	0	0	0	0	0	0
28901.8706	0	0	0	0	0	0	0	0	0
28901.8707	0	0	1	0	1	1	1	1	1
28901.8708	0	0	0	0	0	0	0	0	0
28901.8709	0	0	1	1	0	1	1	1	1
28901.8710	0	0	0	0	1	0	0	0	1
28901.8711	0	0	0	1	0	0	0	0	1
28901.8712	0	0	0	0	1	0	0	0	1
28901.8713	0	0	0	0	0	0	0	0	0
28901.8714	0	0	0	0	0	0	0	0	0
28901.8715	0	1	0	0	1	1	0	0	1
28901.8716	0	0	0	0	1	0	0	0	0
28901.8717	0	0	1	1	0	1	2	1	1
28901.8718	0	0	0	0	0	0	0	0	0
28901.8719	0	0	1	0	1	1	1	1	0
28901.8720	0	0	1	1	0	1	1	1	1
28901.8721	0	0	0	0	1	0	0	0	1
28901.8722	0	0	0	0	1	0	0	0	1
28901.8723	0	0	0	0	0	0	0	0	0
28901.8724	0	0	0	0	1	0	0	0	1
28901.8725	0	0	0	0	0	0	0	0	0
28901.8726	0	0	0	0	0	0	0	0	0
28901.8727	0	0	0	0	0	0	0	0	0
28901.8728	0	0	0	0	0	0	0	0	0
28901.8729	0	0	0	0	1	0	0	0	1
28901.8730	0	0	0	0	0	0	0	0	0
28901.8731	0	0	0	0	0	0	0	0	0
28901.8732	0	0	0	0	0	0	0	0	0
28901.8733	0	0	0	0	0	0	0	0	0
28901.8734	0	0	0	0	0	0	0	0	0
28901.8735	0	0	0	0	0	0	0	0	0
28901.8736	0	0	1	1	0	1	1	1	1
28901.8737	0	0	0	0	0	0	0	0	0
28901.8738	0	0	0	0	0	0	0	0	0
28901.8739	0	0	0	0	0	0	0	0	0
28901.8740	0	0	0	0	0	0	0	0	0
28901.8741	0	0	0	0	0	0	0	0	0
28901.8742	0	0	0	0	0	0	0	0	0
28901.8743	0	0	0	0	0	0	0	0	0
28901.8744	0	0	0	0	0	0	0	0	0
28901.8745	0	0	0	0	0	0	0	0	0
28901.8746	0	0	0	0	0	0	0	0	0
28901.8747	0	0	0	0	0	0	0	0	0
28901.8748	0	0	0	1	0	0	0	0	1
28901.8749	0	0	1	0	1	1	1	1	0
28901.8750	0	0	0	0	1	0	0	0	0
28901.8751	0	0	0	0	0	0	0	0	0
28901.8752	0	0	0	0	1	0	0	0	1
28901.8753	0	0	0	0	0	0	0	0	0
28901.8754	0	0	0	0	0	0	0	0	0
28901.8755	0	0	0	0	0	0	0	0	0
28901.8756	0	0	1	1	0	1	1	1	1
28901.8757	0	0	0	1	0	0	0	0	1
28901.8758	0	0	1	1	0	1	1	1	1
28901.8759	0	0	1	1	0	1	1	1	1
28901.8760	0	0	1	1	1	1	1	1	1
28901.8761	0	0	0	0	0	1	0	0	1
28901.8762	0	1	0	0	1	1	0	0	1
28901.8763	0	0	1	1	0	1	1	1	1
28901.8764	0	0	0	0	1	0	0	0	0
28901.8765	0	0	0	0	1	0	0	0	0
28901.8766	0	0	1	1	0	1	2	1	1
28901.8767	0	0	1	1	0	1	2	1	1
28901.8768	0	0	0	0	0	0	0	0	0
28901.8769	0	0	0	0	0	0	0	0	0
28901.8770	0	0	1	1	0	1	1	1	1
28901.8771	0	0	0	0	0	0	0	0	0
28901.8772	0	0	0	0	0	0	0	0	0
28901.8773	0	0	0	0	0	0	0	0	0
28901.8774	0	0	0	0	0	0	0	0	0
28901.8775	0	0	0	0	0	0	0	0	0
28901.8776	0	1	0	0	1	1	0	0	1
28901.8777	0	0	0	0	0	0	0	0	0
28901.8778	0	0	0	0	1	0	0	0	0
28901.8779	0	0	0	0	0	0	0	0	0
28901.8780	0	0	0	0	0	0	0	0	0
28901.8781	0	0	0	0	1	0	0	0	0
28901.8782	0	0	1	0	1	1	1	1	0
28901.8783	0	1	0	1	1	0	0	0	1
28901.8784	0	0	1	1	0	1	1	1	1
28901.8785	0	0	1	1	0	1	1	1	1
28901.8786	0	0	1	1	0	1	1	1	1
28901.8787	0	0	0	0	0	0	0	0	0
28901.8788	0	0	0	0	1	0	0	0	1
28901.8789	0	0	1	1	0	1	2	1	1
28901.8790	0	0	1	1	0	1	2	1	1
28901.8791	0	0	0	1	0	0	0	0	1
28901.8792	0	0	0	0	0	0	0	0	0
28901.8793	0	0	1	1	0	1	1	1	1
28901.8794	0	0	0	0	1	0	0	0	0
28901.8795	0	0	0	0	0	0	0	0	0
28901.8796	0	0	0	0	1	0	0	0	0
28901.8797	0	0	1	1	0	1	1	1	1
28901.8798	0	0	1	1	0	1	1	1	1
28901.8799	0	0	0	0	0	1	0	0	1
28901.8800	0	0	0	0	1	0	0	0	1
28901.8801	0	0	0	0	0	0	0	0	0
28901.8802	0	0	0	0	0	0	0	0	0
28901.8803	0	1	0	0	1	1	0	0	1
28901.8804	0	0	0	0	0	0	0	0	0
28901.8805	0	0	0	0	0	0	0	0	0
28901.8806	0	0	0	0	1	0	0	0	1
28901.8807	0	0	0	0	0	0	0	0	0
28901.8808	0	0	0	0	0	0	0	0	0
28901.8809	0	0	0	0	1	0	0	0	1
28901.8810	0	0	0	0	0	0	0	0	0
28901.8811	0	0	0	0	0	0	0	0	0
28901.8812	0	0	1	1	0	1	2	1	1
28901.8813	0	0	0	0	0	0	0	0	0
28901.8814	0	0	1	1	0	1	1	1	1
28901.8815	0	0	0	0	1	0	0	0	0
28901.8816	0	0	0	1	0	0	0	0	1
28901.8817	0	0	0	0	1	0	0	0	0
28901.8818	0	0	0	0	1	0	0	0	0
28901.8819	0	0	0	1	0	0	0	0	1
28901.8820	0	1	0	1	1	0	0	0	0
28901.8821	0	0	1	1	0	1	1	1	1
28901.8822	0	0	1	1	0	1	2	1	1
28901.8823	0	0	1	1	0	1	2	1	1
28901.8824	0	0	1	1	0	1	2	1	1
28901.8825	0	0	1	1	0	1	1	1	1
28901.8826	0	0	1	1	0	1	2	1	1
28901.8827	0	0	0	1	0	0	0	0	1
28901.8828	0	0	0	0	1	1	0	0	0
28901.8829	0	0	0	1	0	0	0	0	1
28901.8830	0	0	0	0	0	0	0	0	0
28901.8831	0	0	0	0	0	0	0	0	0
28901.8832	0	0	1	1	0	1	1	1	1
28901.8833	0	0	0	1	0	0	0	0	1
28901.8834	0	0	0	0	0	0	0	0	0
28901.8835	0	0	0	0	0	0	0	0	0
28901.8836	0	0	0	0	0	0	0	0	0
28901.8837	0	0	1	1	0	1	2	1	1
28901.8838	0	0	0	1	0	0	0	0	1
28901.8839	0	0	0	0	0	0	0	0	0
28901.8840	0	1	0	1	1	0	0	0	1
28901.8841	0	0	0	0	1	0	0	0	0
28901.8842	0	0	0	0	1	0	0	0	0
28901.8843	0	0	0	0	0	0	0	0	0
28901.8844	0	0	0	0	0	0	0	0	0
28901.8845	0	0	0	0	0	0	0	0	0
28901.8846	0	0	0	0	1	0	0	0	1
28901.8847	0	0	0	0	0	0	0	0	0
28901.8848	0	0	0	0	0	0	0	0	0
28901.8849	0	0	0	0	0	0	0	0	0
28901.8850	0	0	0	0	1	0	0	0	0
28901.8851	0	0	0	0	0	0	0	0	0
28901.8852	0	0	1	1	0	1	1	1	1
28901.8853	0	0	1	1	1	1	2	1	1
28901.8854	0	0	1	1	0	1	2	1	1
28901.8855	0	0	0	0	0	0	0	0	0
28901.8856	0	0	1	1	0	1	1	1	1
28901.8857	0	0	0	0	0	0	0	0	0
28901.8858	0	1	0	0	1	1	0	0	1
28901.8859	0	1	0	0	0	1	0	0	1
28901.8860	0	0	0	0	0	0	0	0	0
28901.8861	0	0	1	1	0	1	1	1	1
28901.8862	0	0	0	1	0	0	0	0	1
28901.8863	0	0	0	0	1	0	0	0	1
28901.8864	0	0	0	1	0	0	0	0	1
28901.8865	0	0	0	0	1	0	0	0	1
28901.8866	0	0	1	0	0	1	1	1	0
28901.8867	0	0	0	0	0	0	0	0	0
28901.8868	0	0	0	1	0	0	0	0	1
28901.8869	0	0	0	0	1	0	0	0	1
28901.8870	0	0	1	1	0	1	1	1	1
28901.8871	0	0	1	1	0	1	1	1	1
28901.8872	0	0	0	0	0	0	0	0	0
28901.8873	0	0	0	0	1	0	0	0	1
28901.8874	0	0	0	0	0	0	0	0	0
28901.8875	0	0	0	1	1	0	0	0	1
28901.8876	0	0	1	1	1	1	2	1	1
28901.8877	0	0	0	0	0	0	0	0	0
28901.8878	0	0	0	0	1	0	0	0	0
28901.8879	0	0	1	0	1	1	1	1	1
28901.8880	0	0	0	0	0	0	0	0	0
28901.8881	0	0	0	0	0	0	0	0	0
28901.8882	0	0	0	0	1	0	0	0	0
28901.8883	0	0	1	0	1	1	1	1	0
28901.8884	0	0	0	0	1	0	0	0	0
28901.8885	0	0	0	1	0	0	0	0	1
28901.8886	0	0	0	0	1	0	0	0	1
28901.8887	0	0	0	0	1	0	0	0	1
28901.8888	0	0	1	1	0	1	1	1	1
28901.8889	0	0	0	1	0	0	0	0	1
28901.8890	0	0	1	0	0	1	1	1	0
28901.8891	0	0	0	1	0	0	0	0	1
28901.8892	0	0	0	0	1	0	0	0	0
28901.8893	0	0	0	0	0	0	0	0	0
28901.8894	0	0	0	0	0	0	0	0	0
28901.8895	0	0	0	0	0	0	0	0	0
28901.8897	0	0	0	0	0	0	0	0	0
28901.8898	0	0	0	0	1	0	0	0	1
28901.8899	0	0	0	0	0	0	0	0	0
28901.8900	0	0	0	0	0	0	0	0	0
28901.8901	0	0	0	0	0	0	0	0	0
28901.8902	0	0	1	0	0	1	1	1	0
28901.8903	0	0	0	0	1	0	0	0	1
28901.8904	0	0	0	0	0	0	0	0	1
28901.8905	0	0	0	1	0	0	0	0	1
28901.8906	0	0	0	0	0	0	0	0	0
28901.8907	0	0	0	0	0	0	0	0	0
28901.8908	0	1	0	1	1	0	0	0	0
28901.8909	0	0	0	0	0	0	0	0	0
28901.8910	0	0	0	0	0	0	0	0	1
28901.8911	0	0	0	0	0	0	0	0	0
28901.8912	0	0	0	0	0	0	0	0	0
28901.8913	0	0	0	0	0	0	0	0	0
28901.8914	0	0	1	0	0	1	1	1	0
28901.8916	0	0	0	1	0	0	0	0	1
28901.8917	0	0	0	0	0	0	0	0	0
28901.8918	0	1	0	0	1	1	0	0	1
28901.8919	0	0	1	1	0	1	2	1	1
28901.8920	0	0	1	1	0	1	2	1	1
28901.8921	0	0	0	1	0	0	0	0	1
28901.8922	0	1	0	1	1	1	0	0	1
28901.8923	0	0	0	0	0	0	0	0	0
28901.8924	0	0	0	0	0	0	0	0	0
28901.8925	0	0	0	0	0	0	0	0	0
28901.8926	0	0	0	0	0	1	0	0	1
28901.8927	0	0	0	0	0	0	0	0	0
28901.8928	0	0	0	1	1	0	0	0	1
28901.8929	0	0	0	0	0	1	0	0	1
28901.8930	0	0	0	0	0	0	0	0	0
28901.8931	0	0	0	0	0	0	0	0	0
28901.8932	0	0	0	0	0	0	0	0	0
28901.8933	0	0	0	0	0	0	0	0	0
28901.8934	0	0	0	0	0	0	0	0	0
28901.8935	0	0	0	0	0	0	0	0	0
28901.8936	0	0	0	0	0	0	0	0	0
28901.8937	0	0	0	1	1	0	0	0	0
28901.8938	0	0	0	0	0	0	0	0	0
28901.8939	0	0	0	0	1	0	0	0	1
28901.8940	0	0	0	0	0	0	0	0	0
28901.8941	0	0	0	0	0	0	0	0	0
28901.8942	0	0	1	0	1	1	0	1	0
28901.8943	0	0	0	0	0	0	0	0	0
28901.8944	0	0	1	0	1	1	0	1	0
28901.8945	0	0	1	1	0	1	1	1	1
28901.8946	0	0	0	0	0	0	0	0	0
28901.8947	0	0	0	0	0	0	0	0	0
28901.8948	0	0	0	0	0	0	0	0	1
28901.8949	0	0	0	0	0	0	0	0	0
28901.8950	0	0	0	0	1	0	0	0	0
28901.8954	0	0	0	0	0	0	0	0	0
28901.8955	0	0	0	0	0	0	0	0	0
28901.8956	0	0	0	0	0	0	0	0	0
28901.8957	0	0	0	0	0	1	0	0	1
28901.8958	0	1	0	1	1	0	0	0	0
28901.8959	0	0	0	0	1	0	0	0	0
28901.8960	0	0	1	1	0	1	1	1	1
28901.8961	0	0	0	0	1	0	0	0	0
28901.8962	0	0	0	1	0	1	0	0	1
28901.8963	0	0	0	1	1	0	0	0	1
28901.8964	0	0	0	1	0	0	0	0	1
28901.8965	0	0	0	0	0	0	0	0	0
28901.8967	0	1	0	1	1	0	0	0	0
28901.8968	0	0	0	0	0	0	0	0	0
28901.8969	0	0	0	0	1	0	0	0	1
28901.8970	0	0	0	0	0	0	0	0	0
28901.8971	0	0	0	0	0	0	0	0	0
28901.8972	0	0	0	0	0	0	0	0	0
28901.8974	0	0	0	0	0	0	0	0	0
28901.8975	0	0	0	0	1	0	0	0	0
28901.8976	0	0	0	0	0	0	0	0	0
28901.8977	0	2	0	0	1	0	0	0	1
28901.8978	0	2	0	0	1	0	0	0	1
28901.8979	0	0	0	0	0	0	0	0	0
28901.8980	0	0	0	1	0	0	0	0	1
28901.8981	0	0	0	0	0	0	0	0	1
28901.8983	0	1	0	0	1	1	0	0	1
28901.8984	0	0	0	0	0	1	0	0	1
28901.8985	0	0	0	0	0	0	0	0	0
28901.8986	0	0	0	0	0	0	0	0	0
28901.8987	0	0	0	0	0	0	0	0	1
28901.8988	0	0	0	0	0	0	0	0	0
28901.8989	0	0	1	1	0	1	2	1	1
28901.8990	0	0	0	0	0	0	0	0	1
28901.8991	0	0	0	1	0	0	0	0	1
28901.8992	0	0	1	1	0	1	1	1	1
28901.8993	0	0	1	1	0	1	1	1	1
28901.8994	0	0	0	0	0	0	0	0	1
28901.8995	0	0	1	1	0	1	1	1	1
28901.8996	0	0	0	0	0	0	0	0	1
28901.8997	0	0	0	0	1	0	0	0	1
28901.8998	0	1	0	1	1	0	0	0	2
28901.8999	0	0	0	0	0	0	0	0	0
28901.9001	0	0	0	1	0	0	0	0	1
28901.9002	0	0	0	1	0	0	0	0	1
28901.9003	0	0	0	0	1	0	0	0	1
28901.9004	0	0	0	0	0	0	0	0	0
28901.9005	0	0	0	0	0	0	0	0	0
28901.9006	0	0	0	0	1	0	0	0	1
28901.9007	0	0	0	0	0	0	0	0	1
28901.9008	0	0	0	0	1	0	0	0	1
28901.9009	0	0	1	1	0	1	1	1	1
28901.9010	0	0	0	0	0	0	0	0	0
28901.9011	0	0	0	0	0	0	0	0	0
28901.9012	0	0	0	0	0	0	0	0	0
28901.9013	0	0	0	0	1	0	0	0	1
28901.9014	0	0	0	1	0	0	0	0	1
28901.9015	0	0	0	0	0	0	0	0	0
28901.9016	0	0	0	0	0	0	0	0	0
28901.9017	0	0	0	0	0	1	0	0	0
28901.9018	0	0	0	0	0	0	0	0	0
28901.9019	0	0	0	1	0	0	0	0	1
28901.9020	0	0	0	0	1	0	0	0	1
28901.9021	0	1	0	1	1	1	0	0	1
28901.9022	0	1	0	0	1	1	0	0	1
28901.9023	0	0	0	0	0	0	0	0	0
28901.9024	0	0	0	0	1	0	0	0	1
28901.9025	0	0	0	0	0	0	0	0	0
28901.9026	0	0	0	0	0	0	0	0	0
28901.9027	0	0	0	0	0	0	0	0	0
28901.9028	0	0	0	0	0	0	0	0	0
28901.9029	0	0	0	0	0	0	0	0	1
28901.9030	0	0	0	0	1	0	0	0	0
28901.9031	0	0	0	0	1	0	0	0	0
28901.9032	0	0	0	0	0	0	0	0	0
28901.9033	0	1	0	1	1	0	0	0	0
28901.9034	0	1	0	1	1	0	0	0	0
28901.9035	0	0	0	1	0	0	0	0	1
28901.9036	0	0	0	1	0	0	0	0	1
28901.9037	0	0	1	1	0	1	1	1	1
28901.9038	0	0	0	1	0	0	0	0	1
28901.9039	0	0	0	0	0	0	0	0	1
28901.9040	0	0	0	0	0	0	0	0	0
28901.9041	0	0	0	0	1	0	0	0	0
28901.9042	0	0	1	1	0	1	1	1	1
28901.9043	0	1	0	1	1	0	0	0	0
28901.9044	0	0	0	0	1	1	0	0	1
28901.9045	0	0	1	1	0	1	1	1	1
28901.9046	0	0	0	0	0	0	0	0	0
28901.9047	0	0	0	0	0	0	0	0	0
28901.9048	0	0	0	1	1	0	0	0	1
28901.9050	0	0	0	0	0	0	0	0	0
28901.9051	0	0	0	0	0	0	0	0	0
28901.9052	0	0	0	0	0	0	0	0	0
28901.9053	0	2	0	0	1	0	0	0	1
28901.9054	0	0	0	1	1	1	0	0	1
28901.9055	0	0	0	0	0	0	0	0	0
28901.9056	0	0	0	0	0	0	0	0	0
28901.9057	0	0	0	1	1	1	0	0	1
28901.9058	0	0	0	0	0	0	0	0	0
28901.9059	0	0	0	0	0	0	0	0	0
28901.9060	0	0	0	0	0	0	0	0	0
28901.9061	0	0	0	0	0	0	0	0	0
28901.9062	0	0	0	0	0	0	0	0	0
28901.9063	0	0	0	1	0	0	0	0	1
28901.9064	0	1	0	1	1	0	0	0	0
28901.9065	0	0	0	0	1	0	0	0	1
28901.9066	0	0	0	0	1	0	0	0	1
28901.9067	0	0	0	0	0	0	0	0	0
28901.9068	0	0	1	1	0	1	1	1	1
28901.9069	0	0	0	0	0	0	0	0	0
28901.9070	0	0	0	0	1	0	0	0	1
28901.9071	0	0	1	1	0	1	1	1	1
28901.9072	0	0	0	0	0	0	0	0	1
28901.9073	0	0	0	0	0	0	0	0	1
28901.9074	0	0	0	1	1	0	0	0	1
28901.9075	0	0	0	0	0	0	0	0	0
28901.9076	0	0	0	1	0	0	0	0	1
28901.9077	0	1	0	1	1	0	0	0	1
28901.9078	0	1	0	1	0	1	0	0	1
28901.9079	0	0	0	0	0	0	0	0	1
28901.9080	0	0	0	0	0	0	0	0	0
28901.9081	0	0	0	1	0	0	0	0	1
28901.9082	0	0	0	0	0	0	0	0	0
28901.9083	0	0	0	0	0	0	0	0	1
28901.9084	0	0	0	0	0	0	0	0	0
28901.9085	0	0	0	0	0	0	0	0	0
28901.9086	0	0	0	1	0	0	0	0	1
28901.9089	0	0	0	0	0	0	0	0	0
28901.9091	0	0	0	0	1	0	0	0	1
28901.9092	0	0	0	1	1	0	0	0	1
28901.9093	0	0	0	0	1	0	0	0	0
28901.9094	0	0	1	0	1	1	2	1	0
28901.9095	0	0	0	1	0	0	0	0	1
28901.9096	0	0	0	0	1	0	0	0	1
28901.9097	0	0	0	0	0	0	0	0	0
28901.9098	0	0	0	1	0	0	0	0	1
28901.9099	0	0	0	0	0	0	0	0	0
28901.9100	0	0	0	0	0	0	0	0	1
28901.9101	0	0	1	0	0	1	1	1	0
28901.9102	0	0	0	0	0	0	0	0	0
28901.9103	0	0	1	1	0	1	1	1	1
28901.9104	0	0	1	0	1	1	1	1	1
28901.9105	0	0	0	0	0	0	0	0	0
28901.9106	0	0	0	0	0	0	0	0	0
28901.9107	0	0	0	0	0	0	0	0	0
28901.9108	0	0	0	0	0	0	0	0	1
28901.9109	0	0	0	0	0	0	0	0	1
28901.9110	0	0	0	0	0	0	0	0	0
28901.9111	0	0	0	0	0	0	0	0	0
28901.9112	0	0	0	0	1	0	0	0	1
28901.9113	0	0	0	0	0	0	0	0	0
28901.9114	0	0	0	0	1	0	0	0	1
28901.9115	0	0	0	0	0	0	0	0	0
28901.9116	0	0	1	1	0	1	1	1	1
28901.9117	0	0	0	1	0	0	0	0	1
28901.9118	0	0	0	1	0	0	0	0	1
28901.9119	0	0	0	0	1	1	0	0	1
28901.9120	0	0	0	0	0	0	0	0	1
28901.9121	0	0	0	1	0	0	0	0	1
28901.9122	0	0	0	1	0	0	0	0	1
28901.9123	0	0	0	0	0	0	0	0	0
28901.9124	0	0	0	0	1	0	0	0	1
28901.9125	0	0	1	0	1	1	1	1	1
28901.9126	0	0	0	0	0	0	0	0	0
28901.9127	0	0	0	0	0	0	0	0	0
28901.9128	0	0	1	1	0	1	1	1	1
28901.9129	0	0	0	0	0	0	0	0	0
28901.9130	0	0	0	0	0	0	2	0	0
28901.9131	0	0	0	1	0	1	0	0	1
28901.9132	0	0	0	0	0	0	0	0	0
28901.9133	0	0	0	0	1	0	0	0	1
28901.9134	0	0	0	0	0	0	0	0	0
28901.9135	0	0	0	0	0	0	0	0	0
28901.9136	0	0	0	0	0	0	0	0	0
28901.9137	0	0	0	0	1	0	0	0	1
28901.9138	0	0	0	0	0	0	0	0	0
28901.9139	0	0	0	0	0	0	0	0	0
28901.9140	0	0	1	1	0	1	1	1	1
28901.9141	0	1	1	1	1	1	1	1	1
28901.9142	0	0	0	0	0	0	0	0	0
28901.9143	0	0	0	0	0	0	0	0	1
28901.9144	0	0	0	0	0	0	0	0	0
28901.9145	0	0	0	0	0	0	0	0	0
28901.9146	0	0	0	0	0	0	0	0	0
28901.9147	0	0	0	1	0	0	0	0	1
28901.9148	0	1	0	0	1	1	0	0	1
28901.9151	0	1	0	0	1	0	0	0	1
28901.9152	0	2	0	1	0	0	0	0	1
28901.9153	0	0	0	0	1	1	0	0	1
28901.9154	0	0	0	0	0	0	0	0	0
28901.9155	0	0	0	1	0	0	0	0	1
28901.9156	0	0	0	0	1	0	0	0	0
28901.9157	0	0	0	0	0	0	0	0	0
28901.9158	0	0	0	0	0	0	0	0	0
28901.9159	0	0	0	1	1	1	0	0	1
28901.9160	0	0	0	0	0	0	0	0	0
28901.9161	0	0	0	0	0	0	0	0	0
28901.9162	0	0	0	0	0	0	0	0	0
28901.9163	0	0	0	0	0	0	0	0	0
28901.9164	0	0	0	0	0	0	0	0	0
28901.9165	0	0	0	0	1	0	0	0	1
28901.9166	0	0	0	0	0	0	0	0	0
28901.9167	0	0	0	0	0	0	0	0	0
28901.9169	0	0	0	0	0	0	0	0	1
28901.9170	0	0	0	0	0	0	0	0	0
28901.9171	0	0	0	0	1	0	0	0	1
28901.9172	0	0	0	0	1	0	0	0	1
28901.9173	0	0	0	0	1	0	0	0	0
28901.9174	0	0	0	0	1	0	0	0	0
28901.9175	0	0	1	1	0	1	1	1	1
28901.9176	0	0	0	0	0	0	0	0	1
28901.9177	0	0	0	0	0	0	0	0	1
28901.9178	0	0	0	0	0	0	0	0	1
28901.9179	0	0	0	0	1	0	0	0	0
28901.9180	0	0	0	0	1	0	0	0	0
28901.9181	0	0	0	0	1	0	0	0	0
28901.9182	0	0	0	0	1	0	0	0	1
28901.9183	0	0	0	0	0	0	0	0	0
28901.9184	0	0	0	0	0	0	0	0	0
28901.9185	0	0	0	0	1	0	0	0	0
28901.9186	0	0	0	1	1	0	0	0	1
28901.9187	0	0	0	1	1	0	0	0	1
28901.9188	0	0	0	0	0	0	0	0	0
28901.9189	0	0	0	0	0	0	0	0	0
28901.9190	0	0	0	0	0	0	0	0	0
28901.9191	0	0	0	0	1	0	0	0	1
28901.9192	0	0	0	0	1	0	0	0	1
28901.9193	0	0	0	1	0	0	0	0	1
28901.9195	0	0	0	0	0	0	0	0	0
28901.9196	0	0	0	0	0	0	0	0	0
28901.9197	0	0	0	0	0	0	0	0	1
28901.9198	0	1	0	0	1	1	0	0	1
28901.9199	0	0	0	0	1	0	0	0	1
28901.9200	0	0	1	1	0	1	1	1	1
28901.9201	0	0	0	0	1	1	0	0	1
28901.9202	0	0	0	0	1	1	0	0	1
28901.9203	0	0	1	1	0	1	1	1	1
28901.9204	0	0	0	1	0	0	0	0	1
28901.9205	0	0	0	0	0	0	0	0	1
28901.9206	0	0	0	1	0	0	0	0	1
28901.9207	0	0	1	1	0	1	2	1	1
28901.9208	0	0	0	0	1	0	0	0	1
28901.9210	0	2	0	0	0	0	0	0	0
28901.9211	0	0	0	0	0	1	0	0	0
28901.9212	0	0	0	1	0	0	0	0	1
28901.9213	0	0	0	0	0	0	0	0	0
28901.9214	0	0	0	0	0	0	0	0	0
28901.9215	0	0	0	0	1	0	0	0	1
28901.9216	0	0	0	0	1	0	0	0	0
28901.9217	0	0	0	0	0	0	0	0	0
28901.9218	0	1	0	0	0	0	0	0	0
28901.9219	0	0	1	1	0	1	1	1	1
28901.9220	0	1	0	1	1	1	0	0	0
28901.9221	0	1	0	1	0	1	0	0	0
28901.9222	0	1	1	0	1	1	1	1	1
28901.9223	0	0	0	0	0	0	0	0	0
28901.9224	0	0	0	0	0	0	0	0	0
28901.9225	0	0	0	0	0	0	0	0	0
28901.9226	0	1	0	0	0	0	0	0	0
28901.9227	0	0	0	0	0	0	0	0	1
28901.9228	0	0	0	0	0	0	0	0	0
28901.9229	0	0	0	0	0	0	0	0	0
28901.9230	0	0	0	0	0	0	0	0	1
28901.9231	0	0	0	0	0	0	0	0	0
28901.9232	0	1	0	0	1	1	0	0	1
28901.9233	0	0	0	0	0	0	0	0	0
28901.9244	0	0	0	0	0	0	0	0	0
