	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_001390615.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001326005.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325965.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387755.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387875.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325705.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325625.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389835.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325585.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387635.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001388615.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388475.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387335.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387115.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386915.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001325665.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390175.1	0	0	0	0	0	0	2	2	0	2	0	1	0	2	2	2	2
GCA_001390095.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389815.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389555.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387195.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390295.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390335.1	0	0	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001390695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388095.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387935.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387855.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325645.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325725.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389855.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001389675.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390275.1	0	1	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387715.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325285.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388715.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388555.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001388315.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325065.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001326115.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389315.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389215.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001325425.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389515.1	0	1	1	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001388335.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001390875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390395.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001391335.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001387315.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387275.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387135.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325405.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388915.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325365.1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	2	2	2
GCA_001386995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388675.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388215.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001389355.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389275.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325925.1	0	0	1	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001390515.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389995.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001325565.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387575.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390015.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386855.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387655.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388075.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001387975.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325085.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388395.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387175.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001324845.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324885.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001390415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390835.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000655175.1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000655295.1	0	0	0	2	0	2	0	0	0	0	0	2	2	2	2	2	2
GCA_000706445.1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000655635.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000655415.1	0	0	0	2	0	2	0	0	0	0	0	2	2	2	2	2	2
GCA_000655355.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000656335.1	0	0	0	2	0	2	0	0	0	0	0	2	2	2	2	2	2
GCA_000656175.1	0	0	0	2	0	2	0	0	0	0	0	2	2	2	2	2	2
GCA_000656035.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000656315.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_001049475.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001049455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001049435.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001049415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383315.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381935.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001093225.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396175.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392115.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396095.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393175.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395835.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392875.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328175.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395095.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391895.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395175.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395775.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391835.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394415.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393095.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393315.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392895.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393775.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393995.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392235.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393195.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327875.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392555.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327795.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391695.1	0	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2
GCA_001391815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001394255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394495.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328215.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396215.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395315.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395695.1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395575.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395195.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391615.1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395115.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393075.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001392955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392815.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001392935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327775.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394095.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393555.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327835.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394695.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328315.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391595.1	0	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391875.1	0	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394875.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394675.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001394775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001395655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393415.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393875.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392835.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393235.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393115.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394835.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392095.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001327695.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391715.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001391555.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001393935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393675.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001393595.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001393635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328095.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395215.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396115.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392315.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392775.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001393735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391495.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001566015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392215.1	0	0	0	0	0	0	2	2	0	2	1	2	2	2	2	2	2
GCA_001392715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391995.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392175.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392495.1	0	0	0	0	2	2	1	1	2	0	2	2	2	2	2	2	2
GCA_001391535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395035.1	0	1	0	0	0	0	2	2	2	2	0	2	2	2	2	2	2
GCA_001396015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001394455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394975.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001395155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327895.1	0	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393575.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001392915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393215.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392075.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001392155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391735.1	0	0	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
