	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_001147145.1	1	1	1	0	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_001120965.1	1	1	1	1	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_001141505.1	1	1	1	1	2	0	0	0	0	0	0	2	2	2	2	2	2
GCA_001160825.1	1	1	1	1	2	0	0	0	0	0	1	2	2	2	2	2	2
GCA_001345355.1	1	1	1	1	2	0	0	0	0	0	1	2	2	2	2	2	2
GCA_001127945.1	1	1	1	1	2	0	0	0	0	0	0	2	2	2	2	2	2
GCA_001345075.1	1	1	1	0	2	0	0	0	0	0	0	2	2	2	2	2	2
GCA_001345095.1	1	1	1	1	2	0	0	0	0	0	1	2	2	2	2	2	2
GCA_001345115.1	1	1	1	1	2	0	0	0	1	0	0	2	2	2	2	2	2
GCA_001155525.1	1	1	1	1	2	2	2	2	0	2	0	2	2	2	2	2	2
GCA_001123785.1	1	1	1	1	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_001375995.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001376015.1	1	1	1	2	0	0	2	2	2	2	1	1	0	2	2	2	2
GCA_001375915.1	1	1	1	1	0	0	2	2	1	2	1	1	0	2	2	2	2
GCA_001322085.1	1	1	0	0	0	0	2	2	2	2	1	0	0	2	2	2	2
GCA_001376475.1	1	1	0	0	0	0	2	2	2	2	1	0	0	2	2	2	2
GCA_001377115.1	1	1	0	0	0	0	2	2	2	2	1	0	0	2	2	2	2
GCA_001377335.1	1	1	1	1	1	1	2	2	0	2	1	0	1	2	2	2	2
GCA_001376895.1	1	1	1	1	0	0	2	2	2	2	1	0	1	2	2	2	2
GCA_001322465.1	1	1	0	0	0	1	2	2	2	2	0	2	1	2	2	2	2
GCA_001322285.1	1	1	1	1	0	0	2	2	2	2	1	0	1	2	2	2	2
GCA_001377695.1	1	1	1	1	0	0	2	2	2	2	1	2	0	2	2	2	2
GCA_001322625.1	1	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001376515.1	1	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001376175.1	1	1	1	1	0	0	2	2	0	2	1	1	0	2	2	2	2
GCA_001375855.1	1	1	0	0	1	0	2	2	2	2	1	1	0	2	2	2	2
GCA_001377435.1	1	1	1	0	1	1	2	2	2	2	1	1	0	2	2	2	2
GCA_001377095.1	1	0	0	0	0	0	2	2	2	2	0	1	0	2	2	2	2
GCA_001377135.1	1	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001378055.1	1	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001322665.1	1	1	0	1	0	0	2	2	2	2	1	0	1	2	2	2	2
GCA_001379695.1	1	1	1	0	0	0	2	2	0	2	1	1	0	2	2	2	2
GCA_001382935.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001324205.1	1	1	1	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001385515.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001382295.1	1	1	1	0	0	0	2	2	0	2	1	1	0	2	2	2	2
GCA_001384575.1	1	1	1	1	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001324385.1	1	1	1	0	0	0	2	2	0	2	1	0	1	2	2	2	2
GCA_001386655.1	1	1	1	1	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001386495.1	1	0	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001324785.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001387675.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001387835.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001386795.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001388835.1	1	1	1	1	0	0	2	2	0	2	0	0	1	2	2	2	2
GCA_001325245.1	1	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001386955.1	1	0	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389875.1	1	1	1	1	0	0	2	2	0	2	1	0	1	2	2	2	2
GCA_001324905.1	1	0	1	0	0	0	2	2	0	2	1	0	1	2	2	2	2
GCA_001096785.1	1	1	1	0	2	0	0	0	0	0	0	2	2	2	2	2	2
GCA_001103285.1	1	1	1	0	2	0	0	0	2	0	1	2	2	2	2	2	2
GCA_001119945.1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001118545.1	1	1	0	0	2	0	1	0	2	0	0	2	2	2	2	2	2
GCA_001084845.1	1	1	0	1	2	0	0	0	2	0	0	2	2	2	2	2	2
GCA_001096245.1	1	1	1	0	2	0	0	0	2	0	1	2	2	2	2	2	2
GCA_001088285.1	1	1	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000667765.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000669615.1	1	1	1	2	0	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000677015.1	1	1	0	2	2	2	1	2	0	2	2	2	2	2	2	2	2
GCA_000656395.1	1	1	1	2	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000649615.1	1	1	1	2	0	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000657075.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000665825.1	1	0	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657675.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000666165.1	1	1	1	1	1	0	1	1	2	0	0	2	2	0	2	2	2
GCA_000654075.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000671795.1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000654135.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000660465.1	1	1	1	1	2	0	0	1	1	2	1	2	2	2	2	1	1
GCA_000661575.1	1	1	1	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000653895.1	1	0	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000671775.1	1	1	1	1	2	1	1	1	1	2	0	1	2	2	2	2	1
GCA_000661165.1	1	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000659985.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000661285.1	1	1	1	1	2	1	1	1	0	2	1	2	2	2	2	1	1
GCA_000673035.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652815.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000660985.1	1	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000652415.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000656715.1	1	1	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000653775.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000656815.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652835.1	1	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653975.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672815.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000672975.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000660645.1	1	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660925.1	1	1	1	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661005.1	1	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000656835.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000656775.1	1	1	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000659065.1	1	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660605.1	1	1	1	0	2	0	1	1	0	2	0	2	2	2	2	0	0
GCA_000672955.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000659745.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000657055.1	1	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672875.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000672935.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000661345.1	1	0	0	1	2	0	0	0	0	2	0	2	2	2	2	1	0
GCA_000660845.1	1	1	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661185.1	1	1	0	0	2	1	0	0	0	2	0	2	2	2	2	0	0
GCA_000665125.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665145.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665405.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000706105.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664385.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664265.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000655455.1	1	1	1	2	1	1	0	1	1	1	1	2	2	1	2	2	2
GCA_000680355.1	1	1	1	1	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000680015.1	1	1	1	2	1	1	0	1	1	0	1	2	2	1	2	2	2
GCA_000680155.1	1	1	1	2	1	1	0	1	1	1	1	2	2	1	2	2	2
GCA_000656195.1	1	1	1	1	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000680975.1	1	1	1	1	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000680095.1	1	1	1	1	0	1	1	1	0	0	1	2	2	1	2	2	2
GCA_000680195.1	1	1	1	1	0	1	1	1	0	0	1	2	2	1	2	2	2
GCA_000680515.1	1	1	1	2	1	1	1	1	1	0	1	2	2	0	2	2	2
GCA_000655835.1	1	1	1	2	0	0	0	1	0	0	1	2	2	0	2	2	2
GCA_000679895.1	1	1	1	2	1	1	0	1	0	0	1	2	2	0	2	2	2
GCA_000680475.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000680795.1	1	1	1	2	1	1	1	1	1	0	1	2	2	0	2	2	2
GCA_000680935.1	1	1	1	2	1	1	1	1	1	0	1	2	2	0	2	2	2
GCA_000680915.1	1	1	1	2	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000680755.1	1	1	1	2	1	1	0	1	1	0	1	2	2	1	2	2	2
GCA_000680055.1	1	1	1	2	0	0	0	0	0	1	1	2	2	1	2	2	2
GCA_000680815.1	1	1	1	2	0	0	0	0	0	1	1	2	2	1	2	2	2
GCA_000680735.1	1	1	1	1	0	0	1	1	0	0	1	2	2	1	2	2	2
GCA_000681115.1	1	1	1	2	1	1	0	1	1	0	1	2	2	1	2	2	2
GCA_000680835.1	1	1	1	2	1	1	1	1	0	0	1	2	2	1	2	2	2
GCA_000655515.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000680035.1	1	1	0	0	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000655875.1	1	1	1	1	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000680675.1	1	1	1	2	1	1	0	1	0	0	1	2	2	0	2	2	2
GCA_000679915.1	1	2	1	1	0	0	0	0	1	1	1	2	2	0	2	2	2
GCA_000680295.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000679875.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000655335.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000680535.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000655715.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000680135.1	1	1	1	1	1	1	1	1	0	0	1	2	2	1	2	2	2
GCA_000680435.1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	2	2	2
GCA_000658135.1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	2	2	2
GCA_000681015.1	1	1	1	2	1	1	1	1	0	1	1	2	2	1	2	2	2
GCA_000679975.1	1	1	1	1	0	0	0	1	1	0	1	2	2	0	2	2	2
GCA_000680595.1	1	1	1	2	1	1	1	1	1	0	1	2	2	1	2	2	2
GCA_000680255.1	1	1	0	2	0	0	0	0	0	0	1	2	2	1	2	2	2
GCA_000680575.1	1	1	1	2	0	0	0	0	1	0	1	2	2	1	2	2	2
GCA_000655815.1	1	1	1	1	1	1	0	1	1	0	1	2	2	1	2	2	2
GCA_000679935.1	1	1	1	1	1	1	0	1	0	0	1	2	2	0	2	2	2
GCA_000680335.1	1	1	1	1	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000655095.1	1	1	0	2	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000655495.1	1	1	1	2	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000680415.1	1	1	1	1	1	1	1	1	0	0	1	2	2	0	2	2	2
GCA_000680375.1	1	1	1	2	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000680995.1	1	1	1	2	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000659205.1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1
GCA_000659225.1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1
GCA_000659245.1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1
GCA_000659265.1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1
GCA_000659345.1	1	1	1	1	2	0	1	0	0	2	1	2	2	2	2	1	1
GCA_000659405.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659445.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659465.1	1	1	1	1	2	0	0	1	1	2	1	2	2	2	2	1	1
GCA_000659485.1	1	1	1	1	2	0	1	1	1	2	1	1	2	2	2	1	0
GCA_000659505.1	1	1	1	1	2	1	1	0	1	2	1	2	2	2	2	1	1
GCA_000659525.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659545.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659565.1	1	1	1	0	2	0	1	0	1	2	1	2	2	2	2	0	1
GCA_000659585.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659605.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659625.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000659645.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659665.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659685.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659705.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659765.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659805.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659845.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000659865.1	1	1	1	1	2	0	1	0	0	2	0	2	2	2	2	1	1
GCA_000659885.1	1	1	1	0	2	0	0	0	0	2	0	2	2	2	2	0	1
GCA_000659945.1	1	1	1	2	2	0	1	0	0	2	1	2	2	2	2	1	1
GCA_000659965.1	1	1	1	0	2	0	1	0	1	2	1	2	2	2	2	0	1
GCA_000659905.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000660305.1	1	1	1	2	2	1	0	1	1	2	1	2	2	2	2	1	1
GCA_000660745.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000661525.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000660525.1	1	1	1	0	2	0	1	0	0	2	1	2	2	2	2	0	0
GCA_000659145.1	1	1	1	2	2	1	1	0	0	2	0	2	2	2	2	0	0
GCA_000660685.1	1	1	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661205.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000660865.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000706545.1	1	1	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661485.1	1	1	1	1	2	0	1	0	0	2	0	2	2	2	2	1	0
GCA_000659045.1	1	1	1	1	2	1	1	1	0	2	1	2	2	2	2	1	0
GCA_000659105.1	1	1	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661405.1	1	0	1	1	2	1	1	1	0	2	0	2	2	2	2	1	0
GCA_000659125.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660625.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000660825.1	1	1	1	0	2	0	1	0	0	2	1	2	2	2	2	0	0
GCA_000660885.1	1	1	1	0	2	1	1	0	0	2	1	2	2	2	2	0	0
GCA_000661425.1	1	1	1	2	2	0	1	0	0	2	1	2	2	2	2	0	0
GCA_000660545.1	1	0	0	1	2	0	0	0	0	2	1	2	2	2	2	1	0
GCA_000660805.1	1	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660405.1	1	0	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660505.1	1	1	0	2	2	1	0	1	0	2	1	2	2	2	2	0	0
GCA_000660765.1	1	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660485.1	1	1	1	2	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000660665.1	1	1	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660345.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661225.1	1	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661265.1	1	1	1	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661125.1	1	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	1
GCA_000661505.1	1	1	1	1	2	0	1	0	0	2	1	2	2	2	2	1	0
GCA_000661365.1	1	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660725.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660965.1	1	1	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660705.1	1	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660445.1	1	1	1	2	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000661065.1	1	1	1	1	2	0	1	1	0	2	1	2	2	2	2	1	1
GCA_000661445.1	1	1	1	1	2	0	0	0	0	2	0	2	2	2	2	1	0
GCA_000660945.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661305.1	1	1	0	2	2	0	0	1	0	2	0	2	2	2	2	0	0
GCA_000661025.1	1	1	1	1	2	0	1	0	1	2	1	2	2	2	2	1	0
GCA_000661465.1	1	0	1	1	2	0	1	0	0	2	1	2	2	2	2	1	0
GCA_000660905.1	1	1	1	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660425.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661325.1	1	1	1	2	2	0	0	0	0	2	1	2	2	2	2	1	1
GCA_000660785.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	1	0
GCA_000661045.1	1	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661245.1	1	0	0	2	2	1	0	0	0	2	0	2	2	2	2	0	0
GCA_000659365.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1
GCA_000659725.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1
GCA_000666045.1	1	1	0	0	0	0	0	0	2	0	0	2	2	0	2	2	2
GCA_000666105.1	1	1	0	0	0	0	0	0	2	0	0	2	2	0	2	2	2
GCA_001380215.1	1	1	0	0	1	1	2	2	0	2	1	0	0	2	2	2	2
GCA_001377275.1	1	1	1	0	0	0	2	2	2	2	1	2	2	2	2	2	2
GCA_001386755.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_000649595.1	1	1	0	2	0	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000649575.1	1	1	0	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649555.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649535.1	1	1	0	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649235.1	1	1	0	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649495.1	1	1	1	2	1	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000649475.1	1	1	1	2	0	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000649415.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000705805.1	1	1	1	2	0	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000649395.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649375.1	1	1	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000705845.1	1	1	1	2	1	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000649355.1	1	1	0	2	1	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000649335.1	1	1	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000658495.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000711635.1	1	1	1	2	0	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000658515.1	1	1	1	2	0	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000649295.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649275.1	1	1	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000649255.1	1	1	1	2	0	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000705865.1	1	1	1	2	1	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000656655.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000658475.1	1	1	1	2	1	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000658455.1	1	1	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000649215.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000658435.1	1	1	1	2	0	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000649455.1	1	1	1	2	0	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000705785.1	1	1	1	2	1	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000649435.1	1	1	1	2	0	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000705825.1	1	1	1	2	0	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000649315.1	1	1	1	2	0	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000656675.1	1	1	1	2	1	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000649515.1	1	1	1	2	0	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000669735.1	1	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2
GCA_000669775.1	1	1	0	2	2	2	0	2	2	2	1	2	2	2	2	2	2
GCA_000669755.1	1	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2
GCA_000669795.1	1	1	0	2	2	2	0	2	2	2	1	2	2	2	2	2	2
GCA_000677155.1	1	1	0	2	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_000677175.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677315.1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677555.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677795.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677215.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677235.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677275.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677295.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706005.1	1	1	0	2	2	2	2	2	0	2	0	2	2	2	2	2	2
GCA_000677335.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677355.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677375.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677395.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677415.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677435.1	1	1	1	2	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_000677475.1	1	1	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2
GCA_000677495.1	1	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2
GCA_000677515.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677535.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677195.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677575.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677595.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677635.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677655.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677675.1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2
GCA_000677695.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677715.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677735.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677755.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677775.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000658415.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677815.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677835.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000705985.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677855.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677895.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677915.1	1	1	0	2	2	2	2	2	0	2	1	2	2	2	2	2	2
GCA_000677935.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000677955.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000677975.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677995.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
