	methicillin	clindamycin	erythromycin	penicillin	ciprofloxacin	gentamicin	tetracycline	cefoxitin	levofloxacin	oxacillin	trimethoprim_sulfamethoxazole	moxifloxacin	penicillin_clavulanic_acid
GCA_011059605.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011392155.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061185.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063335.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060715.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059985.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059545.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267685.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060675.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002887305.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060925.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060995.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063985.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060805.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260005.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060225.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060125.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060555.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060345.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060855.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063805.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060395.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064065.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060335.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061205.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059845.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063685.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059955.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267625.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059875.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267695.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061295.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059865.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260065.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059535.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060185.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059305.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059675.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267645.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003095315.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059045.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059615.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267705.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059645.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059725.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059435.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002268195.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060145.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267665.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063935.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063425.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060985.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061245.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061985.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062075.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062275.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061695.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061865.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059055.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063555.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061195.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060325.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260085.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267995.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059995.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061885.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061795.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060735.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061355.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062335.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061565.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062365.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011777465.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061785.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061845.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059085.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061065.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267075.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062225.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267535.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062325.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063485.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267285.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267525.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267295.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267565.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061725.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_001469995.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267135.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059455.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267365.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260145.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267745.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062255.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064125.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060965.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063725.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011391975.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267825.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060085.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061265.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063785.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267325.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003076095.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061465.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267415.2	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060815.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063715.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075975.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060665.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063405.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060975.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060265.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003095195.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060705.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260175.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059345.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059215.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060285.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011777425.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060725.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060905.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011777405.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059525.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011392195.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075895.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075835.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059685.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075815.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267345.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267485.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267225.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063735.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063695.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063885.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267265.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063635.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059755.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011058985.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003095155.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075575.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064075.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075795.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063645.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063595.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063915.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075775.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075695.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075735.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063845.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060935.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003075615.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063475.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_003095135.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060605.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061315.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059365.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060585.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002268065.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060495.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267855.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060845.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061285.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060505.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063435.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062065.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061975.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062295.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064225.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062175.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062145.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267865.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060785.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059765.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062165.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061505.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267775.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061895.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260455.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060635.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062155.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011058975.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061545.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002887475.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060455.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061575.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061085.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063825.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063535.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061585.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060545.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063815.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059775.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060245.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059665.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059505.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061615.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063585.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062385.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267125.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062245.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267145.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064165.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062405.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064175.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061945.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061745.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260435.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267935.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002887445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260445.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011391995.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059405.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011062395.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059915.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011058965.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061645.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011064105.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063965.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011059005.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011060615.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267385.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061425.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267155.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011063625.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_011061395.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002887415.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002267425.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260365.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_002260505.1	1	0	0	2	0	0	0	2	2	0	0	2	2
GCA_026865735.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026871035.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865975.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870975.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865715.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870935.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865675.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870915.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865635.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870875.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865615.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870855.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865595.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865455.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870755.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870795.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870715.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865475.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870735.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870695.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870675.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865435.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865415.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865395.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863295.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865375.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863255.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865295.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870655.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865955.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865255.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865195.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863235.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870635.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865235.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870535.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865215.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863215.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870515.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865075.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870595.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864795.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870575.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865055.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865915.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864775.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865145.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863095.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864675.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864695.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863155.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863075.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026870355.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869955.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026862995.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026862965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864935.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864355.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864295.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864255.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869775.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864275.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864235.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864215.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869735.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869655.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864855.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869715.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864055.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865815.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026865875.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864015.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026862935.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869695.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863975.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863955.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026863875.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026862895.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869595.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026868135.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027197125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027206665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027197065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027197005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027242985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196925.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203165.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
