	cefixime	penicillin	azithromycin	ciprofloxacin	tetracycline	erythromycin
GCA_037721175.1	0	1	0	0	1	2
GCA_037721155.1	0	1	0	0	1	2
GCA_037786135.1	0	1	0	1	1	2
GCA_037721375.1	0	1	0	1	1	2
GCA_037721245.1	0	0	0	1	1	2
GCA_037721285.1	0	1	0	1	1	2
GCA_037721325.1	0	1	0	1	1	2
GCA_037721435.1	0	1	0	0	1	2
GCA_037721475.1	0	1	0	0	1	2
GCA_037721495.1	0	1	0	1	1	2
GCA_037721605.1	0	1	0	0	1	2
GCA_037721665.1	0	1	0	1	1	2
GCA_037721845.1	0	1	0	1	1	2
GCA_037721695.1	0	1	0	0	0	2
GCA_037722935.1	0	1	0	0	1	2
GCA_037722875.1	0	1	2	1	1	2
GCA_037722955.1	0	1	0	1	1	2
GCA_037722995.1	0	1	0	1	1	2
GCA_037723055.1	0	1	0	1	1	2
GCA_037723115.1	0	1	0	1	1	2
GCA_037723035.1	0	1	0	1	1	2
GCA_037723135.1	0	1	0	1	1	2
GCA_037723225.1	0	1	0	1	1	2
GCA_037723215.1	0	1	0	1	1	2
GCA_037723295.1	0	1	0	1	1	2
GCA_037723315.1	0	1	0	1	1	2
GCA_037723445.1	0	1	2	1	1	2
GCA_037723335.1	0	1	0	1	1	2
GCA_037723425.1	0	1	0	1	1	2
GCA_037723475.1	0	1	0	1	1	2
GCA_037723505.1	0	1	0	1	1	2
GCA_037723605.1	0	1	0	1	1	2
GCA_037723565.1	0	1	0	1	1	2
GCA_037723685.1	0	1	0	1	1	2
GCA_037723625.1	0	1	0	1	1	2
GCA_037723825.1	0	1	0	1	1	2
GCA_037723755.1	0	1	0	1	1	2
GCA_037724985.1	0	1	0	1	1	2
GCA_037724925.1	0	1	0	1	1	2
GCA_037724945.1	0	1	0	1	1	2
GCA_037725085.1	0	1	0	1	1	2
GCA_037725095.1	0	1	0	1	1	2
GCA_037725065.1	0	1	0	1	1	2
GCA_037725115.1	0	1	0	1	1	2
GCA_037725155.1	0	1	0	1	1	2
GCA_037725305.1	0	1	0	1	1	2
GCA_037725345.1	0	1	0	1	1	2
GCA_037725385.1	0	1	0	0	1	2
GCA_037725445.1	0	1	0	1	1	2
GCA_037725505.1	0	1	0	1	1	2
GCA_037725525.1	0	1	0	1	1	2
GCA_037725485.1	0	1	0	1	1	2
GCA_037725645.1	0	1	0	1	1	2
GCA_037725625.1	0	1	0	1	1	2
GCA_037725705.1	0	1	0	1	1	2
GCA_037725665.1	0	1	0	0	1	2
GCA_037725785.1	0	1	0	0	1	2
GCA_037725805.1	0	1	0	1	1	2
GCA_037725865.1	0	1	0	1	1	2
GCA_037725885.1	0	1	0	0	1	2
GCA_037725925.1	0	1	0	1	1	2
GCA_037726005.1	0	1	0	1	1	2
GCA_037726015.1	0	1	0	1	1	2
GCA_037727205.1	0	1	0	1	1	2
GCA_037727335.1	0	1	0	1	1	2
GCA_037727455.1	0	1	0	1	1	2
GCA_037727435.1	0	1	0	0	1	2
GCA_037727405.1	0	1	0	1	1	2
GCA_037727515.1	0	1	0	1	1	2
GCA_037727535.1	0	1	0	1	1	2
GCA_037727695.1	0	1	0	1	1	2
GCA_037727595.1	0	1	0	1	1	2
GCA_037727635.1	0	1	0	1	1	2
GCA_037786195.1	0	1	0	1	1	2
GCA_037727805.1	0	1	0	1	1	2
GCA_037727725.1	0	1	0	1	1	2
GCA_037727825.1	0	1	0	1	1	2
GCA_037727785.1	0	1	0	0	1	2
GCA_037727945.1	0	1	0	0	1	2
GCA_037728065.1	0	1	0	0	1	2
GCA_037728005.1	0	1	2	1	1	2
GCA_037728085.1	0	1	0	1	1	2
GCA_037728105.1	0	1	0	1	1	2
GCA_037728145.1	0	1	2	1	1	2
GCA_037728165.1	0	1	0	1	1	2
GCA_037728205.1	0	1	0	1	1	2
GCA_037728225.1	0	1	0	1	1	2
GCA_037728245.1	0	1	0	1	1	2
GCA_037728265.1	0	0	0	1	1	2
GCA_037728305.1	0	0	0	0	0	2
GCA_037728345.1	0	1	0	1	1	2
GCA_037728325.1	0	1	0	1	1	2
GCA_037728365.1	0	1	0	1	1	2
GCA_037728465.1	0	1	0	1	1	2
GCA_037728505.1	0	1	0	1	1	2
GCA_037728565.1	0	0	0	0	1	2
GCA_037728525.1	0	0	0	1	1	2
GCA_037728545.1	0	1	2	1	1	2
GCA_037728665.1	0	0	0	0	1	2
GCA_037728585.1	0	1	0	1	1	2
GCA_037728605.1	0	1	0	1	1	2
GCA_037728625.1	0	1	0	1	1	2
GCA_037728645.1	0	1	0	1	1	2
GCA_037728745.1	0	1	0	1	1	2
GCA_037728765.1	0	1	0	1	1	2
GCA_037728805.1	0	1	0	1	1	2
GCA_037728785.1	0	1	0	1	1	2
GCA_037728825.1	0	1	0	1	1	2
GCA_037728845.1	0	1	0	1	1	2
GCA_037728865.1	0	1	0	1	1	2
GCA_037728885.1	0	1	0	1	1	2
GCA_037723085.1	0	1	0	1	1	2
GCA_037715425.1	0	1	0	1	1	2
GCA_037715445.1	0	1	0	1	1	2
GCA_037715465.1	0	1	0	1	1	2
GCA_037715495.1	0	1	2	1	1	2
GCA_037715485.1	0	1	0	1	1	2
GCA_037715525.1	0	1	0	1	1	2
GCA_037715545.1	0	1	0	1	1	2
GCA_037715565.1	0	1	0	1	1	2
GCA_037715605.1	0	1	0	1	1	2
GCA_037715585.1	0	1	0	1	1	2
GCA_037715645.1	0	1	0	1	1	2
GCA_037715665.1	0	1	0	1	1	2
GCA_037715685.1	0	1	0	1	1	2
GCA_037715705.1	0	1	0	1	1	2
GCA_037715765.1	0	1	0	1	1	2
GCA_037715725.1	0	1	0	1	1	2
GCA_037715745.1	0	1	0	1	1	2
GCA_037715785.1	0	1	0	1	1	2
GCA_037715805.1	0	1	0	1	1	2
GCA_037715825.1	0	1	0	1	1	2
GCA_037715885.1	0	1	0	1	1	2
GCA_037715905.1	0	1	0	1	1	2
GCA_037715985.1	0	1	0	1	1	2
GCA_037715965.1	0	1	0	1	1	2
GCA_037715925.1	0	1	0	1	1	2
GCA_037715945.1	0	1	0	1	1	2
GCA_037716005.1	0	1	0	1	1	2
GCA_037716025.1	0	1	0	1	1	2
GCA_037716045.1	0	1	0	1	1	2
GCA_037716105.1	0	1	0	1	1	2
GCA_037716085.1	0	1	0	1	1	2
GCA_037716125.1	0	1	0	1	1	2
GCA_037716145.1	0	1	0	1	1	2
GCA_037716165.1	0	1	0	1	1	2
GCA_037716205.1	0	1	0	1	0	2
GCA_037716185.1	0	1	0	1	1	2
GCA_037716215.1	0	1	0	1	1	2
GCA_037716275.1	0	1	0	1	1	2
GCA_037716245.1	0	1	0	1	1	2
GCA_037716315.1	0	1	0	1	1	2
GCA_037716375.1	0	1	0	1	1	2
GCA_037716335.1	0	1	0	1	1	2
GCA_037716355.1	0	1	0	1	1	2
GCA_037716395.1	0	1	0	1	1	2
GCA_037716415.1	0	1	0	1	1	2
GCA_037716435.1	0	1	0	1	1	2
GCA_037716485.1	0	1	0	1	1	2
GCA_037716475.1	0	1	0	0	1	2
GCA_037716515.1	0	1	0	1	1	2
GCA_037716575.1	0	1	0	1	1	2
GCA_037716595.1	0	1	0	1	1	2
GCA_037716615.1	0	1	0	1	1	2
GCA_037716655.1	0	1	0	1	1	2
GCA_037716635.1	0	1	0	1	1	2
GCA_037716675.1	0	1	0	1	1	2
GCA_037716715.1	0	1	0	0	1	2
GCA_037716695.1	0	1	0	1	1	2
GCA_037716755.1	0	1	0	1	1	2
GCA_037716775.1	0	1	0	1	1	2
GCA_037716795.1	0	1	0	1	1	2
GCA_037716815.1	0	1	0	1	1	2
GCA_037716875.1	0	1	0	1	1	2
GCA_037716835.1	0	1	0	1	1	2
GCA_037716855.1	0	1	0	1	1	2
GCA_037716935.1	0	1	0	1	1	2
GCA_037716915.1	0	1	0	1	1	2
GCA_037716895.1	0	1	0	1	1	2
GCA_037716955.1	0	1	0	0	1	2
GCA_037716995.1	0	1	0	1	1	2
GCA_037717015.1	0	1	0	1	1	2
GCA_037717035.1	0	1	0	1	1	2
GCA_037717095.1	0	1	0	1	1	2
GCA_037717075.1	0	1	0	1	1	2
GCA_037717115.1	0	1	0	1	1	2
GCA_037717135.1	0	1	0	1	1	2
GCA_037717155.1	0	1	0	1	1	2
GCA_037717185.1	0	1	0	1	1	2
GCA_037717275.1	0	1	0	1	1	2
GCA_037717255.1	0	1	0	1	1	2
GCA_037717235.1	0	1	0	1	1	2
GCA_037717295.1	0	1	0	1	1	2
GCA_037717315.1	0	1	0	1	1	2
GCA_037717335.1	0	1	0	1	1	2
GCA_037717355.1	0	1	0	0	1	2
GCA_037717375.1	0	1	0	1	1	2
GCA_037717395.1	0	1	0	1	1	2
GCA_037717455.1	0	1	0	1	1	2
GCA_037717435.1	0	1	0	1	1	2
GCA_037717475.1	0	1	0	1	1	2
GCA_037717495.1	0	1	0	0	1	2
GCA_037717535.1	0	1	0	1	1	2
GCA_037717515.1	0	1	0	1	1	2
GCA_037717555.1	0	1	0	0	1	2
GCA_037717575.1	0	1	0	0	1	2
GCA_037717595.1	0	1	0	0	1	2
GCA_037717635.1	0	1	0	0	1	2
GCA_037717615.1	0	1	0	0	1	2
GCA_037717695.1	0	1	0	0	1	2
GCA_037717675.1	0	1	0	0	1	2
GCA_037717735.1	0	1	0	1	1	2
GCA_037717715.1	0	1	0	1	1	2
GCA_037717755.1	0	1	0	0	1	2
GCA_037717775.1	0	1	0	0	1	2
GCA_037717795.1	0	1	0	0	1	2
GCA_037717835.1	0	1	0	0	1	2
GCA_037717815.1	0	1	0	1	1	2
GCA_037717885.1	0	1	0	0	1	2
GCA_037717895.1	0	1	0	1	1	2
GCA_037717925.1	0	1	0	0	1	2
GCA_037717965.1	0	1	0	0	1	2
GCA_037717945.1	0	1	0	1	1	2
GCA_037717985.1	0	1	0	1	1	2
GCA_037718005.1	0	1	0	0	1	2
GCA_037718025.1	0	1	0	1	1	2
GCA_037718045.1	0	1	0	1	1	2
GCA_037718085.1	0	1	0	1	1	2
GCA_037718125.1	0	1	0	1	1	2
GCA_037718145.1	0	1	0	1	1	2
GCA_037718185.1	0	1	0	1	1	2
GCA_037718205.1	0	1	0	1	1	2
GCA_037718165.1	0	1	0	1	1	2
GCA_037718245.1	0	1	0	1	1	2
GCA_037718225.1	0	1	0	1	1	2
GCA_037718265.1	0	1	0	0	1	2
GCA_037718305.1	0	1	0	1	1	2
GCA_037718285.1	0	1	0	1	1	2
GCA_037718345.1	0	1	0	1	1	2
GCA_037718365.1	0	1	0	1	1	2
GCA_037718385.1	0	1	0	1	1	2
GCA_037718405.1	0	1	0	1	1	2
GCA_037718425.1	0	1	0	0	1	2
GCA_037718445.1	0	1	0	0	1	2
GCA_037718465.1	0	1	0	1	1	2
GCA_037718485.1	0	1	0	0	1	2
GCA_037718505.1	0	1	0	0	1	2
GCA_037718525.1	0	1	0	1	1	2
GCA_037718585.1	0	1	0	1	1	2
GCA_037718565.1	0	1	0	0	1	2
GCA_037718625.1	0	1	0	0	1	2
GCA_037718605.1	0	1	0	0	1	2
GCA_037718645.1	0	1	0	0	1	2
GCA_037718665.1	0	1	0	0	1	2
GCA_037718685.1	0	1	0	1	1	2
GCA_037718705.1	0	1	0	1	1	2
GCA_037718725.1	0	1	0	1	1	2
GCA_037721725.1	0	1	0	1	1	2
GCA_037721855.1	0	1	0	1	1	2
GCA_037721805.1	0	1	0	1	1	2
GCA_037721895.1	0	1	0	1	1	2
GCA_037721915.1	0	1	0	1	1	2
GCA_037722035.1	0	1	0	0	1	2
GCA_037722005.1	0	1	0	1	1	2
GCA_037722205.1	0	1	0	1	1	2
GCA_037722085.1	0	1	0	1	1	2
GCA_037722155.1	0	1	0	1	1	2
GCA_037722255.1	0	1	0	1	1	2
GCA_037722235.1	0	1	0	1	1	2
GCA_037722365.1	0	1	0	1	1	2
GCA_037722405.1	0	1	0	1	1	2
GCA_037722455.1	0	1	0	1	1	2
GCA_037722055.1	0	1	0	1	1	2
GCA_037722345.1	0	1	0	1	1	2
GCA_037722545.1	0	1	0	1	1	2
GCA_037722475.1	0	1	0	1	1	2
GCA_037722585.1	0	1	0	1	1	2
GCA_037722745.1	0	1	0	1	1	2
GCA_037722605.1	0	1	0	1	1	2
GCA_037722675.1	0	1	0	1	1	2
GCA_037723845.1	0	1	0	1	1	2
GCA_037723925.1	0	1	0	1	1	2
GCA_042309655.1	0	1	2	0	0	2
GCA_042309675.1	0	1	2	1	0	2
GCA_042309735.1	0	1	2	1	0	2
GCA_042309625.1	0	0	2	1	0	2
GCA_042309575.1	0	1	2	1	0	2
GCA_042309595.1	0	1	2	0	1	2
GCA_042309615.1	0	1	2	0	1	2
GCA_042309525.1	0	1	2	0	0	2
GCA_042309475.1	0	1	2	0	0	2
GCA_042309495.1	0	0	2	0	0	2
GCA_042309515.1	0	1	2	1	0	2
GCA_042302775.1	0	1	2	0	1	2
GCA_042302695.1	0	0	2	0	1	2
GCA_042302675.1	0	1	2	0	1	2
GCA_042280885.1	0	2	0	1	2	2
GCA_042280185.1	0	0	2	0	0	2
GCA_043873125.1	0	1	2	1	1	2
GCA_046057185.1	0	1	2	0	1	2
GCA_046057145.1	0	1	2	1	0	2
GCA_046335095.1	0	1	2	1	0	2
GCA_046561075.1	0	1	2	1	1	2
GCA_047513245.1	0	1	0	1	1	2
GCA_047513745.1	0	1	0	0	1	2
GCA_047513225.1	0	1	1	0	1	2
GCA_047513345.1	0	1	0	0	1	2
GCA_047647115.1	0	1	0	0	0	2
GCA_047647335.1	0	1	0	0	0	2
GCA_047647515.1	0	1	0	0	1	2
GCA_047647555.1	0	1	0	0	0	2
GCA_047647685.1	0	1	0	1	1	2
GCA_047647075.1	0	1	0	1	1	2
GCA_047513185.1	0	1	0	0	1	2
GCA_047646805.1	0	1	0	1	1	2
GCA_047646835.1	0	1	1	1	1	2
GCA_047646895.1	0	1	1	0	0	2
GCA_047646855.1	0	1	1	1	1	2
GCA_047646885.1	0	1	0	0	1	2
GCA_047513725.1	0	1	1	0	1	2
GCA_047646875.1	0	1	0	1	1	2
GCA_047646935.1	0	1	0	1	1	2
GCA_047646955.1	0	1	0	0	2	2
GCA_047647005.1	0	1	0	0	1	2
GCA_047646975.1	0	1	1	1	0	2
GCA_047513285.1	0	1	1	0	0	2
GCA_047505245.1	0	1	1	2	1	2
GCA_047513365.1	0	1	0	0	0	2
GCA_047513765.1	0	1	0	0	1	2
GCA_047513385.1	0	1	1	1	1	2
GCA_047647015.1	0	1	1	1	1	2
GCA_047513445.1	0	1	0	1	1	2
GCA_047647025.1	0	1	0	0	0	2
GCA_047646995.1	0	1	1	0	1	2
GCA_047647095.1	0	1	0	1	1	2
GCA_047647155.1	0	1	1	1	1	2
GCA_047647175.1	0	0	1	0	0	2
GCA_047647195.1	0	1	0	1	1	2
GCA_047647315.1	0	1	0	0	1	2
GCA_047505405.1	0	1	0	0	1	2
GCA_047647375.1	0	1	1	1	0	2
GCA_047503705.1	0	1	1	1	1	2
GCA_047503775.1	0	1	0	0	0	2
GCA_047503745.1	0	1	1	1	1	2
GCA_047647325.1	0	1	0	1	1	2
GCA_047505425.1	0	1	0	1	1	2
GCA_047505525.1	0	1	1	1	1	2
GCA_047505485.1	0	1	0	0	1	2
GCA_047647415.1	0	0	0	0	0	2
GCA_047647435.1	0	1	1	0	1	2
GCA_047647475.1	0	1	1	0	1	2
GCA_047503785.1	0	1	1	1	1	2
GCA_047647495.1	0	1	1	0	1	2
GCA_047647595.1	0	1	1	0	0	2
GCA_047647615.1	0	1	1	0	0	2
GCA_047647535.1	0	1	1	1	1	2
GCA_047505445.1	0	1	1	0	1	2
GCA_047503845.1	0	1	1	0	1	2
GCA_047505505.1	0	1	0	0	1	2
GCA_047647545.1	0	1	0	1	1	2
GCA_047647655.1	0	1	0	1	1	2
GCA_047505565.1	0	1	0	1	1	2
GCA_047505625.1	0	1	1	0	0	2
GCA_047503885.1	0	1	0	1	1	2
GCA_047647675.1	0	1	0	0	1	2
GCA_047505585.1	0	0	0	0	1	2
GCA_047505665.1	0	1	0	0	0	2
GCA_047647635.1	0	0	0	0	0	2
GCA_047505545.1	0	1	0	0	1	2
GCA_047647695.1	0	1	0	0	1	2
GCA_047647215.1	0	1	1	1	1	2
GCA_047505275.1	0	1	0	1	0	2
GCA_047647275.1	0	1	0	0	0	2
GCA_047647295.1	0	1	1	0	1	2
GCA_047647225.1	0	1	1	0	1	2
GCA_047505285.1	0	0	0	0	0	2
GCA_047505325.1	0	1	0	0	0	2
GCA_047505345.1	0	1	1	1	0	2
GCA_047503655.1	0	1	1	0	0	2
GCA_047647135.1	0	1	0	0	1	2
GCA_047503665.1	0	1	0	0	0	2
GCA_047505365.1	0	1	0	1	1	2
GCA_047505385.1	0	1	1	1	1	2
GCA_047503725.1	0	1	1	1	1	2
GCA_047503765.1	0	1	1	1	1	2
GCA_047505455.1	0	1	1	0	0	2
GCA_047503755.1	0	1	1	0	1	2
GCA_047645035.1	0	1	1	1	1	2
GCA_047504825.1	0	1	1	0	1	2
GCA_047645015.1	0	1	1	1	1	2
GCA_047504905.1	0	1	0	1	1	2
GCA_047644995.1	0	1	1	1	1	2
GCA_047644965.1	0	1	0	0	1	2
GCA_047504945.1	0	1	0	0	1	2
GCA_047502935.1	0	1	1	1	1	2
GCA_047644955.1	0	1	1	1	1	2
GCA_047645095.1	0	1	0	1	1	2
GCA_047503055.1	0	1	1	0	1	2
GCA_047645055.1	0	1	0	0	1	2
GCA_047504925.1	0	1	0	1	0	2
GCA_047504935.1	0	1	1	1	1	2
GCA_047502955.1	0	1	0	1	1	2
GCA_047645115.1	0	1	1	1	1	2
GCA_047645135.1	0	1	1	1	1	2
GCA_047645175.1	0	1	1	0	1	2
GCA_047504955.1	0	1	1	1	1	2
GCA_047503205.1	0	1	1	0	1	2
GCA_047645155.1	0	1	0	0	1	2
GCA_047645195.1	0	1	1	1	1	2
GCA_047645215.1	0	1	0	0	1	2
GCA_047505005.1	0	1	1	0	1	2
GCA_047505045.1	0	1	1	1	1	2
GCA_047505065.1	0	1	0	0	0	2
GCA_047645235.1	0	1	1	1	1	2
GCA_047505155.1	0	1	1	1	1	2
GCA_047645515.1	0	1	0	1	1	2
GCA_047503345.1	0	1	0	0	1	2
GCA_047645535.1	0	1	0	1	1	2
GCA_047505175.1	0	1	1	1	1	2
GCA_047645545.1	0	1	1	1	1	2
GCA_047645695.1	0	1	0	0	1	2
GCA_047503325.1	0	1	1	0	1	2
GCA_047645645.1	0	1	0	0	0	2
GCA_047645655.1	0	1	1	1	1	2
GCA_047645615.1	0	1	0	0	1	2
GCA_047645715.1	0	1	1	0	1	2
GCA_047645735.1	0	1	0	0	1	2
GCA_047645755.1	0	1	0	1	1	2
GCA_047503415.1	0	1	1	0	1	2
GCA_047503455.1	0	1	1	1	1	2
GCA_047645795.1	0	1	1	1	1	2
GCA_047645775.1	0	1	0	0	1	2
GCA_047505125.1	0	1	0	0	1	2
GCA_047503445.1	0	1	1	1	1	2
GCA_047644685.1	0	1	1	0	1	2
GCA_047644675.1	0	1	0	1	1	2
GCA_047505165.1	0	1	0	1	0	2
GCA_047503575.1	0	1	0	1	1	2
GCA_047645395.1	0	1	0	0	1	2
GCA_047645595.1	0	1	0	1	1	2
GCA_047503475.1	0	1	1	0	1	2
GCA_047646195.1	0	1	1	0	1	2
GCA_047646665.1	0	1	1	1	1	2
GCA_047644705.1	0	1	0	1	1	2
GCA_047644915.1	0	1	1	0	1	2
GCA_047502975.1	0	1	0	0	1	2
GCA_047502985.1	0	1	0	1	0	2
GCA_047503125.1	0	1	0	1	1	2
GCA_047645635.1	0	1	1	0	1	2
GCA_047645835.1	0	1	0	0	0	2
GCA_047503525.1	0	1	0	1	1	2
GCA_047646285.1	0	1	0	0	1	2
GCA_047503465.1	0	1	0	0	1	2
GCA_047505145.1	0	1	1	0	1	2
GCA_047646335.1	0	1	0	1	0	2
GCA_047646315.1	0	1	1	0	1	2
GCA_047646355.1	0	1	0	0	1	2
GCA_047505225.1	0	1	0	0	1	2
GCA_047646395.1	0	1	1	0	1	2
GCA_047646375.1	0	1	0	0	1	2
GCA_047646385.1	0	1	1	1	1	2
GCA_047646435.1	0	1	0	0	1	2
GCA_047646455.1	0	1	0	1	1	2
GCA_047646475.1	0	1	1	1	1	2
GCA_047646495.1	0	1	0	0	1	2
GCA_047503565.1	0	1	0	1	1	2
GCA_047505265.1	0	1	1	0	1	2
GCA_047503555.1	0	1	0	1	1	2
GCA_047646515.1	0	1	0	1	1	2
GCA_047646525.1	0	1	0	1	1	2
GCA_047503585.1	0	1	0	1	1	2
GCA_047645255.1	0	1	1	1	1	2
GCA_047645315.1	0	1	1	1	1	2
GCA_047505025.1	0	1	0	1	1	2
GCA_047645275.1	0	1	1	0	1	2
GCA_047503175.1	0	1	1	1	1	2
GCA_047645335.1	0	1	0	0	1	2
GCA_047645295.1	0	1	0	1	0	2
GCA_047645355.1	0	1	1	0	1	2
GCA_047645345.1	0	1	1	0	1	2
GCA_047503155.1	0	1	0	1	1	2
GCA_047503135.1	0	1	1	0	1	2
GCA_047505055.1	0	1	0	0	0	2
GCA_047645075.1	0	1	0	0	1	2
GCA_047645435.1	0	1	1	1	1	2
GCA_047503355.1	0	1	1	1	1	2
GCA_047645465.1	0	1	1	1	1	2
GCA_047645415.1	0	1	1	0	1	2
GCA_047645525.1	0	1	1	0	1	2
GCA_047505105.1	0	1	1	0	1	2
GCA_047503385.1	0	1	1	0	1	2
GCA_047645895.1	0	1	1	0	1	2
GCA_047645855.1	0	1	1	0	1	2
GCA_047645875.1	0	1	1	1	1	2
GCA_047645915.1	0	1	0	1	1	2
GCA_047645925.1	0	1	0	0	1	2
GCA_047645955.1	0	1	0	1	1	2
GCA_047645975.1	0	1	0	1	0	2
GCA_047645985.1	0	1	0	0	1	2
GCA_047646015.1	0	1	1	0	1	2
GCA_047646025.1	0	1	1	0	1	2
GCA_047646055.1	0	1	0	0	0	2
GCA_047646075.1	0	1	1	1	1	2
GCA_047646085.1	0	1	1	1	1	2
GCA_047646115.1	0	1	1	0	1	2
GCA_047646135.1	0	1	0	1	1	2
GCA_047646155.1	0	1	0	0	1	2
GCA_047646145.1	0	1	1	0	1	2
GCA_047646215.1	0	1	0	1	1	2
GCA_047646275.1	0	1	0	1	1	2
GCA_047646235.1	0	1	0	1	0	2
GCA_047646255.1	0	1	1	1	1	2
GCA_047646575.1	0	1	1	1	1	2
GCA_047646595.1	0	1	0	1	1	2
GCA_047646625.1	0	1	1	1	1	2
GCA_047646615.1	0	1	1	0	1	2
GCA_047503545.1	0	1	1	0	1	2
GCA_047503645.1	0	1	0	0	0	2
GCA_047646695.1	0	1	1	1	1	2
GCA_047646655.1	0	1	1	0	1	2
GCA_047646735.1	0	1	0	1	1	2
GCA_047646715.1	0	1	1	1	1	2
GCA_047646755.1	0	1	0	0	1	2
GCA_047646765.1	0	1	0	0	1	2
GCA_047646785.1	0	1	1	1	1	2
GCA_047504845.1	0	1	1	0	0	2
GCA_047504865.1	0	1	1	1	1	2
GCA_047644755.1	0	1	0	1	1	2
GCA_047644765.1	0	1	1	0	0	2
GCA_047644785.1	0	1	0	1	1	2
GCA_047644775.1	0	1	0	0	0	2
GCA_047644835.1	0	1	1	0	1	2
GCA_047504885.1	0	1	1	1	1	2
GCA_047644895.1	0	1	0	1	0	2
GCA_047644865.1	0	1	1	1	1	2
GCA_047644925.1	0	1	1	1	1	2
GCA_047644855.1	0	1	0	1	1	2
GCA_047443095.1	0	1	2	1	1	2
GCA_047438395.1	0	1	2	1	0	2
GCA_048001695.1	0	1	2	1	1	2
GCA_048995695.1	0	1	2	1	1	2
GCA_048995715.1	0	1	2	0	0	2
GCA_048691975.1	0	1	2	0	1	2
GCA_048944375.1	0	1	2	1	1	2
GCA_049838935.1	0	1	2	1	1	2
GCA_049838955.1	0	1	2	1	1	2
GCA_049839375.1	0	1	2	0	0	2
GCA_050196725.1	0	1	2	0	0	2
GCA_050856255.1	0	1	2	1	1	2
GCA_042062575.1	2	1	0	1	1	1
GCA_042062115.1	2	1	1	1	1	1
GCA_042062135.1	2	1	0	1	1	1
GCA_042062595.1	2	1	0	1	1	1
GCA_041956985.1	2	1	2	0	2	2
GCA_041971945.1	2	1	2	0	2	2
GCA_041956005.1	2	1	2	0	2	2
GCA_041955855.1	2	1	2	0	2	2
GCA_042063665.1	2	1	0	1	1	0
GCA_042063605.1	2	1	0	1	1	1
GCA_042063625.1	2	1	0	1	1	1
GCA_042063515.1	2	1	0	1	1	1
GCA_042063355.1	2	1	0	1	1	1
GCA_042063175.1	2	1	0	1	1	0
GCA_042063075.1	2	1	0	1	1	1
GCA_042063015.1	2	1	0	1	1	1
GCA_042062935.1	2	1	0	1	1	1
GCA_042062875.1	2	1	0	1	1	1
GCA_042062895.1	2	1	0	1	1	1
GCA_042062855.1	2	1	0	1	1	1
GCA_042062795.1	2	1	0	1	1	1
GCA_042062635.1	2	1	0	1	1	1
GCA_042062415.1	2	1	0	1	1	0
GCA_042062375.1	2	1	0	1	1	1
GCA_042062335.1	2	1	0	1	1	1
GCA_042062295.1	2	1	0	1	1	1
GCA_042062255.1	2	1	0	1	1	1
GCA_042062215.1	2	1	0	1	1	1
GCA_042061995.1	2	1	0	1	1	1
GCA_042061875.1	2	1	0	1	1	1
GCA_042061855.1	2	1	0	1	1	1
GCA_041991025.1	2	1	0	0	0	2
GCA_041992105.1	2	1	0	1	0	2
GCA_041988885.1	2	1	0	0	0	2
GCA_041996025.1	2	1	0	1	0	2
GCA_041990325.1	2	1	0	1	0	2
GCA_041990825.1	2	1	0	0	0	2
GCA_041993585.1	2	1	0	1	0	2
GCA_041989705.1	2	1	0	1	1	2
GCA_041988445.1	2	1	0	1	1	2
GCA_041985905.1	2	1	0	0	0	2
GCA_041990805.1	2	1	0	1	1	2
GCA_041989405.1	2	1	0	0	0	2
GCA_041991335.1	2	1	0	0	0	2
GCA_041992315.1	2	1	0	0	0	2
GCA_041992985.1	2	1	0	0	1	2
GCA_041987085.1	2	1	0	0	0	2
GCA_041988385.1	2	1	0	0	0	2
GCA_041994845.1	2	1	0	0	0	2
GCA_041992245.1	2	1	0	1	0	2
GCA_041993805.1	2	1	0	0	0	2
GCA_041993945.1	2	1	0	0	0	2
GCA_041992765.1	2	1	0	0	0	2
GCA_041993045.1	2	1	0	1	0	2
GCA_041994705.1	2	1	0	1	0	2
GCA_041987245.1	2	1	0	1	0	2
GCA_041988285.1	2	1	0	0	0	2
GCA_041994725.1	2	1	0	1	0	2
GCA_041990705.1	2	1	0	1	0	2
GCA_041989565.1	2	1	0	0	0	2
GCA_041993965.1	2	1	0	0	0	2
GCA_041982785.1	2	1	0	1	0	2
GCA_041990625.1	2	1	0	0	0	2
GCA_041990605.1	2	1	0	0	0	2
GCA_041994485.1	2	1	0	1	0	2
GCA_041991165.1	2	1	0	0	0	2
GCA_041989765.1	2	1	0	1	1	2
GCA_041990485.1	2	1	0	1	0	2
GCA_041994625.1	2	1	0	1	0	2
GCA_041982825.1	2	1	0	1	1	2
GCA_041993005.1	2	1	0	1	0	2
GCA_041991465.1	2	1	0	0	0	2
GCA_041994805.1	2	1	0	0	0	2
GCA_041987065.1	2	1	0	1	0	2
GCA_041993085.1	2	1	0	0	0	2
GCA_041985825.1	2	1	0	1	0	2
GCA_041989145.1	2	1	0	1	1	2
GCA_041993685.1	2	1	0	1	1	2
GCA_041991065.1	2	1	0	1	0	2
GCA_041982435.1	2	1	0	1	0	2
GCA_041993905.1	2	1	0	0	0	2
GCA_041995445.1	2	1	0	1	0	2
GCA_041986925.1	2	1	0	0	0	2
GCA_041992405.1	2	1	0	0	0	2
GCA_041989025.1	2	1	0	0	1	2
