	chloramphenicol	trimethoprim_sulfamethoxazole	ampicillin	nalidixic_acid	ciprofloxacin	amoxicillin_clavulanic_acid	ceftriaxone	azithromycin	sulfisoxazole	cefoxitin	gentamicin	tetracycline	ceftiofur	kanamycin	enrofloxacin	streptomycin	ceftazidime	colistin	ampicillin_sulbactam	cefotaxime	spectinomycin	sulfamethoxazole	trimethoprim	cefazolin	sulphathiazole
GCA_007631175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010177235.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006192245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007552955.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010177175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006190685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007552495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006190985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007630635.1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006311305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006190725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006263995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006190905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007552855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006190465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007633525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006311975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007630895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007630715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478265.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007633295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006312165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007553835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007479045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006312045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478825.1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478725.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010178175.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006264515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010177075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264455.1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	2	0	0	2	2	0	2	2	2	2	2
GCA_010177305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006191365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478585.1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006264535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006264335.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010177035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478525.1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	2	0	1	2	2	1	2	2	2	2	2
GCA_006191065.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_010583725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010178315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010003365.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007479285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011591585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011129595.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011129415.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007634595.1	0	1	1	0	0	0	0	0	1	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007480045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010176935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008439085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006192025.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007555495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006228745.1	0	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007633335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006259215.1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008532995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008533055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257255.1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	2	0	1	2	2	1	2	2	2	2	2
GCA_007555575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193205.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008532875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479945.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007478885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006261035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006194285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006312725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554495.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008491385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006312825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008491405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006192145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008439205.1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007553715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006312745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479665.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007552975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008533015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006816245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006699575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631415.1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007553755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006259295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480085.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006700045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006815865.1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007634715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006259195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006312885.1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007554955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007633375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632475.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555235.1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006555095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555015.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006259375.1	0	1	1	0	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007480175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007553935.1	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007556115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631515.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006700025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480485.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007555055.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006572985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555315.1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007555275.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006699845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006194325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480405.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006192445.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006192405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006816125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631615.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006761185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006313585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480505.1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006313005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257555.1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006573825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632185.1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007556035.1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007632215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006313605.1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257785.1	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007556095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006193505.1	0	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007555375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006195205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006816105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006761165.1	0	0	1	0	0	0	0	0	1	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006700185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006699555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006192645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007554815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479685.1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006638255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007766435.1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006257315.1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631675.1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007556075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006228805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010561325.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008533915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016357085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006195065.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_011627265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007481105.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008533715.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011419555.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
