	chloramphenicol	trimethoprim_sulfamethoxazole	ampicillin	nalidixic_acid	ciprofloxacin	amoxicillin_clavulanic_acid	ceftriaxone	azithromycin	sulfisoxazole	cefoxitin	gentamicin	tetracycline	ceftiofur	kanamycin	enrofloxacin	streptomycin	ceftazidime	colistin	ampicillin_sulbactam	cefotaxime	spectinomycin	sulfamethoxazole	trimethoprim	cefazolin	sulphathiazole
GCA_016324745.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006259055.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006314345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010481755.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010003725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011420115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007631655.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010003345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007560105.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006197565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007482745.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	2	2	2	2	2	2	2	2
GCA_007819855.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006197805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006265335.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016357285.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010780395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007560845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006197665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007483645.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008491505.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006699905.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007561915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011138255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007560345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006200665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007485925.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006267355.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007635395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007562805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016356325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006315925.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_007634955.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010943595.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011147215.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010793135.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006269115.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007486285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006269485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011569125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007487285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008533875.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006574205.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011191455.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011130595.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007562845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006269655.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007637255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007202195.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007637375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007565185.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006205245.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006205205.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007487545.1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006270915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011563325.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007566025.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006206445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011616545.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007638235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006272115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010572665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010785835.1	0	0	1	1	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006320395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006320165.1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007567085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006319385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007489365.1	0	0	1	0	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006319125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006572785.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006274175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_007570365.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007639755.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007639695.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007491065.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007570605.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007569745.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010897995.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007569845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010889135.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006274975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007568445.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006323105.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011157515.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007640375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010496735.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008546835.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007492685.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011419515.1	0	0	1	0	0	1	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006280275.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007572125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006761705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006324425.1	0	1	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006700545.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006703295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006639285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006515335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006574685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007571565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006281215.1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007495005.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007493005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006324925.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006761785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007492845.1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006394555.1	0	1	1	0	1	0	1	0	1	0	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2
GCA_006700525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007492905.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007575885.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007662705.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006282175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006326285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006763765.1	0	1	1	0	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006284475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006325005.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007573625.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007572655.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007574685.1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007643895.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007573085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007642695.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006285895.1	0	1	0	1	1	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007642095.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008558995.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006328525.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006329645.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008492345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008492885.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_008546775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_007642375.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006287435.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008559235.1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008492985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007574665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007576125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007497145.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007496005.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007496345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007496045.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016352165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007576505.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007576525.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006291095.1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007497305.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007642715.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007576285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006574885.1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006575405.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006700645.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006700665.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006817465.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006576625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006700805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006816755.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006640375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006816945.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006701445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016385845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006701345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008494265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006764265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006702405.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006577625.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008548255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006702845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006578255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006702465.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006578365.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006764625.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006764845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006818085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006706125.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006705325.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006844085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006548735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006818805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008445225.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006557305.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006557545.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006843025.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006582005.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006644005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006819385.1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006843565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016384385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006708445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006819705.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006582865.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006708265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006789685.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006708025.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006707985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006768645.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006709855.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006646585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006585485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006820495.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006710985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008497165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006711005.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006800785.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006710405.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006661965.1	0	0	1	1	1	0	1	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006791585.1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006800945.1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006800985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006791905.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006801085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006791945.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006801205.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006766725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006548715.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016381945.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006792735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006792795.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016382045.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006711925.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006767145.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006767445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006712145.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006712705.1	0	0	1	0	0	1	1	0	0	1	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006792985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016381715.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2
GCA_006712105.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006590165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008498585.1	0	0	1	1	1	1	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_016381625.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006712895.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006713565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006713845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
