	ceftazidime	colistin	trimethoprim_sulfamethoxazole	ciprofloxacin	tobramycin	amikacin	ampicillin	cefoxitin	azithromycin	gentamicin	cefotaxime	tetracycline	nalidixic_acid	ertapenem	ceftriaxone	sulfisoxazole	streptomycin	ticarcillin_clavulanic_acid	trimethoprim	cefpirome	temocillin
GCA_026502625.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026694125.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492845.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492645.1	1	0	1	2	0	0	1	0	0	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026492925.1	1	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	1	2	2	2
GCA_026491945.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491845.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491825.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491765.1	1	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	1	2	2	2
GCA_026491705.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491645.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491605.1	1	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	0	2	2	2
GCA_026491585.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491625.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026873195.1	1	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503365.1	1	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_014031815.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014032595.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014028995.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014031655.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014034515.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014027535.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014034055.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014029675.1	1	2	2	1	0	0	1	1	0	0	1	0	1	1	2	2	0	2	1	1	1
GCA_014032175.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014027715.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014030935.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014033905.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_004289015.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014029455.1	1	2	2	0	1	1	1	1	0	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014030175.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014008955.1	1	2	2	1	0	0	1	1	0	0	1	0	1	1	2	2	0	2	1	1	1
GCA_014030875.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014031455.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014029855.1	1	2	2	0	1	1	1	1	0	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014016595.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014033015.1	1	2	2	1	0	0	1	1	0	0	1	0	1	1	2	2	0	2	1	1	1
GCA_014023325.1	1	2	2	0	0	0	1	1	0	0	1	1	0	1	2	2	0	2	1	1	1
GCA_014016565.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030995.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014032755.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014019655.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014032935.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014011355.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014019615.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014021655.1	1	2	2	0	1	1	1	1	0	1	1	0	0	1	2	2	1	2	0	1	1
GCA_014033315.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030055.1	1	2	2	1	1	1	1	1	1	1	1	0	1	1	2	2	1	2	1	1	1
GCA_014021075.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014034375.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014011415.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014010415.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014023395.1	1	2	2	0	1	1	1	1	1	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014032095.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014030115.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014032015.1	1	2	2	1	0	0	1	1	1	0	1	0	1	1	2	2	0	2	1	1	1
GCA_014032235.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030395.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014029915.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014031935.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030855.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014021355.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014029415.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014031875.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014034575.1	1	2	2	1	1	1	1	1	1	1	1	0	1	1	2	2	1	2	1	1	1
GCA_014033815.1	1	2	2	0	1	1	1	1	0	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014031735.1	1	2	2	0	1	1	1	1	1	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014023975.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014006455.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014031435.1	1	2	2	0	0	0	1	1	0	0	1	1	0	1	2	2	0	2	1	1	1
GCA_014025875.1	1	2	2	0	0	0	1	1	0	0	1	1	0	1	2	2	0	2	1	1	1
GCA_014031755.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030595.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014030255.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014033235.1	1	2	2	1	0	0	1	1	1	0	1	0	1	1	2	2	0	2	1	1	1
GCA_014030095.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014013235.1	1	2	2	0	0	0	1	1	0	0	1	1	0	1	2	2	0	2	1	1	1
GCA_014030895.1	1	2	2	0	1	1	1	1	1	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014029575.1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014025195.1	1	2	2	0	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1
GCA_014032355.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014030915.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014032855.1	1	2	2	0	1	1	1	1	0	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014031195.1	1	2	2	1	0	0	1	1	0	0	1	1	1	1	2	2	0	2	1	1	1
GCA_014033875.1	1	2	2	0	0	0	1	1	0	0	1	1	0	1	2	2	0	2	1	1	1
GCA_014010075.1	1	2	2	0	1	1	1	1	1	1	1	0	0	1	2	2	1	2	1	1	1
GCA_014032215.1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	1	1
GCA_014031695.1	1	2	2	0	1	1	1	1	0	1	1	1	0	1	2	2	1	2	1	1	1
GCA_004799185.1	1	0	1	0	0	0	1	0	2	0	1	1	2	0	1	2	2	2	2	2	2
GCA_029720105.1	1	2	1	1	0	0	1	0	1	0	1	1	1	0	1	2	2	2	2	2	2
GCA_046376025.1	1	2	2	1	2	2	1	0	2	0	1	1	1	2	2	2	2	2	1	2	2
GCA_046376005.1	1	2	2	1	2	2	1	0	2	0	1	0	1	2	2	2	2	2	1	2	2
GCA_003606425.1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	2	2	2	2	2	2
GCA_026502725.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502685.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502705.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502645.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026696345.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502605.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502585.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491545.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026696325.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491565.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491505.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491485.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490185.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490105.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490135.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490125.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490065.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490085.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490025.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489945.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489925.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490005.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489985.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489205.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489145.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489125.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026873175.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026696265.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489105.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489085.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489025.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489005.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489045.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502805.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026502765.1	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	2	2	0	2	2	2
GCA_026502785.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	0	2	2	1	2	2	2
GCA_026502745.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026488985.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488965.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	1	2	2	1	2	2	2
GCA_026492725.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026492705.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026698885.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	1	2	2	1	2	2	2
GCA_026493005.1	0	0	1	2	1	0	1	1	0	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026492945.1	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	2	2	0	2	2	2
GCA_026503005.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026480505.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026480485.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026492685.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492665.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492625.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492605.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	1	2	2	0	2	2	2
GCA_026693345.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026492565.1	0	0	1	2	0	0	1	0	0	1	2	0	2	2	1	2	2	0	2	2	2
GCA_026492905.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026492885.1	0	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	0	2	2	2
GCA_026492805.1	0	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	1	2	2	2
GCA_026492825.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492775.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492765.1	0	0	0	2	0	0	1	0	0	0	2	0	2	2	1	2	2	1	2	2	2
GCA_026492165.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492145.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	1	2	2	1	2	2	2
GCA_026492125.1	0	0	0	2	0	0	1	0	1	0	2	0	2	2	1	2	2	0	2	2	2
GCA_026492105.1	0	0	1	2	1	0	1	0	1	1	2	0	2	2	1	2	2	0	2	2	2
GCA_026492085.1	0	0	1	2	1	0	1	0	1	1	2	0	2	2	1	2	2	1	2	2	2
GCA_026492065.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492025.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491965.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492005.1	0	1	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491985.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491925.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026700245.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026491885.1	0	0	1	2	0	0	1	0	0	0	2	0	2	2	1	2	2	1	2	2	2
GCA_026873095.1	0	1	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491905.1	0	1	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491865.1	0	0	0	2	1	0	1	0	0	1	2	0	2	2	1	2	2	1	2	2	2
GCA_026491785.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026491745.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	0	2	2	0	2	2	2
GCA_026491725.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491685.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491665.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488945.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488905.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488865.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026696285.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488885.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488845.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026488825.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488805.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026488775.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488765.1	0	0	1	2	1	1	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026482145.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026482185.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026482165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026482125.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026482045.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026482105.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026481125.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026481185.1	0	0	0	2	1	0	1	0	1	1	2	0	2	2	1	2	2	1	2	2	2
GCA_026693435.1	0	0	0	2	1	0	1	0	1	1	2	0	2	2	1	2	2	1	2	2	2
GCA_026693365.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481105.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481085.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026481065.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026481045.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481025.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480985.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481005.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480965.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480945.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480885.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480905.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480865.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693285.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693325.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693625.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480845.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480825.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480805.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480765.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480725.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480745.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480705.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480645.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480665.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480685.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480625.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480585.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480565.1	0	0	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480605.1	0	1	1	2	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480545.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480525.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693295.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480425.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480465.1	0	1	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506235.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506205.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026873075.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506185.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026506145.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506125.1	0	0	0	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026506085.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506045.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506005.1	0	0	0	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506065.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026506015.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693605.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026693415.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026505985.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505945.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026505965.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026505925.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505905.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505885.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505865.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505845.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505785.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505805.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505765.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505745.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505665.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505725.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505705.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505685.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026505625.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026504285.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026504215.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026504245.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026504265.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503185.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
