	cefotaxime	ampicillin	cefuroxime	gentamicin	tobramycin	trimethoprim	ciprofloxacin	amoxicillin_clavulanic_acid	amikacin	ampicillin_sulbactam	ceftazidime	ertapenem	cefoxitin	imipenem	levofloxacin	meropenem	cefazolin	cefepime	pentizidone	tetracycline	azithromycin	chloramphenicol	ceftriaxone	nalidixic_acid	trimethoprim_sulfamethoxazole	aztreonam	doxycycline	moxifloxacin	piperacillin_tazobactam	streptomycin	sulfisoxazole	ceftiofur	kanamycin	ceftazidime_clavulanic_acid	cefpodoxime	piperacillin	colistin	sulfamethoxazole	nitrofurantoin	cefotaxime_clavulanic_acid	norfloxacin
GCA_044692315.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044147745.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044147715.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044690345.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044139945.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044692305.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044692345.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044692385.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044147875.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044081235.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044688965.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044147925.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044689085.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044103035.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044103015.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044144305.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044103145.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044692425.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044689125.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044689045.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044146025.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044146075.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044689465.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044103905.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044146125.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044689485.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044140225.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044146245.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044102215.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044146225.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044102235.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044686145.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044081815.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044140095.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044142265.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044686405.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044686625.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044103995.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044696485.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044696765.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699385.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044699585.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044701165.1	2	1	2	1	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044701445.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044686665.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044686865.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044687125.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044090715.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044689245.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044097345.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044090755.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044699925.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044144075.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	2
GCA_044147285.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044147385.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044700165.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044700385.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044701725.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044079385.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044701985.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044076775.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044138035.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	1	2	2	2	2	2	2	2	2
GCA_044687505.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044104035.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044687685.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044142155.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044139785.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044689445.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044689565.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689505.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044148255.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	1	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044098985.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044148105.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044689545.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044130965.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044078655.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689625.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044142735.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	0	1	1	2	2	2	2	2	2	2	2
GCA_044095865.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044691745.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044131095.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044687765.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044097125.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044078635.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044687825.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044687845.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044687925.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044097045.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044687895.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044081855.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044080055.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044687985.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044688055.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044081975.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044688165.1	2	1	2	1	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044097445.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044091195.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044688285.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044119745.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044099675.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044688225.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691875.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044079455.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044148425.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691985.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044080415.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044144785.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044692025.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044097525.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044689325.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	0	1	1	2	2	2	2	2	2	2	2
GCA_044689305.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044143125.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044692035.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044080155.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	1	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044692045.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044099065.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044689345.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044148585.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691885.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044687725.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044689365.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044687965.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044085195.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044687945.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044148765.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044688005.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044688065.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044081375.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044688045.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044082855.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044132305.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044688245.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044094465.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044688185.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689645.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044689745.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044689705.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044689685.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689825.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689905.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689885.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044702545.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044077725.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044702645.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044079575.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	2
GCA_044081915.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	2
GCA_044143405.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044688725.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
