	cefotaxime	ampicillin	cefuroxime	gentamicin	tobramycin	trimethoprim	ciprofloxacin	amoxicillin_clavulanic_acid	amikacin	ampicillin_sulbactam	ceftazidime	ertapenem	cefoxitin	imipenem	levofloxacin	meropenem	cefazolin	cefepime	pentizidone	tetracycline	azithromycin	chloramphenicol	ceftriaxone	nalidixic_acid	trimethoprim_sulfamethoxazole	aztreonam	doxycycline	moxifloxacin	piperacillin_tazobactam	streptomycin	sulfisoxazole	ceftiofur	kanamycin	ceftazidime_clavulanic_acid	cefpodoxime	piperacillin	colistin	sulfamethoxazole	nitrofurantoin	cefotaxime_clavulanic_acid	norfloxacin
GCA_044694125.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044696705.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044693385.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044696685.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044699295.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044696805.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044699645.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044682985.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044694405.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699685.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044694615.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044682085.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044701505.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044682645.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044693245.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044701245.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044693465.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044690085.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044689065.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044689285.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044700545.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	2
GCA_044693605.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044693885.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044694105.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044690725.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691095.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044695825.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044699065.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044695845.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044682445.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044682685.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044682975.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044694305.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044694585.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699185.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044683435.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699245.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044700825.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044686265.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044699165.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044683645.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044686325.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044694905.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044686485.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044695085.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044686125.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044691265.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	1	2	2	2	2	2	2	2	2
GCA_044693585.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699945.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044684295.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044684685.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044697705.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044697945.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044700025.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044700235.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044695215.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044695425.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044690005.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044687165.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044687145.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044698325.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691165.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	1	0	1	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044698485.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044695965.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044696185.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044698835.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044700405.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044700665.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691345.1	2	1	2	1	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	1	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044691365.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044701795.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044702185.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044686035.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044682045.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044701705.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044694145.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044694645.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044695185.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044699275.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044701825.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044685705.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044699825.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044700325.1	2	1	2	1	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	1	1	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044691385.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691585.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691785.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044687885.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044691895.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044702075.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044690065.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044702445.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044690845.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044689525.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044689785.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	1	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044702565.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044144995.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044702845.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	0	1	1	2	2	2	2	2	2	2	2
GCA_044702555.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044688425.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044143695.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044692685.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044692905.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044135325.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044145565.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_044681775.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044143785.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044693005.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044685665.1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044078055.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044143805.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044079145.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044702345.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044146615.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044691445.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044143625.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	1	2	2	2	2	2	2	2	2
GCA_044080535.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044691405.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	0	1	0	2	2	2	2	2	2	2	2
GCA_044691485.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044691415.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044085055.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044146785.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	1	0	0	0	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	2
GCA_044690105.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691525.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691545.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691625.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044148485.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044691605.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044691665.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691685.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691705.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044691695.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044089915.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	1	0	0	1	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_044153645.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	0	0	2	2	2	2	2	2	2	2
GCA_044692145.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044692185.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044692195.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044079875.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044101415.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	2	2	2
GCA_044692245.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044135785.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_044135615.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	1	0	0	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_044135705.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044101495.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044692265.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044091785.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_044692285.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_044153685.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_044690405.1	2	1	2	0	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	0	0	0	1	1	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
