	amikacin	ceftazidime	ciprofloxacin	gentamicin	imipenem	meropenem	tetracycline	tobramycin	ceftriaxone	cefepime	levofloxacin	minocycline	ampicillin_sulbactam	doripenem	trimethoprim_sulfamethoxazole	piperacillin_tazobactam
GCA_016529785.2	0	0	0	0	0	2	0	0	1	2	0	2	0	0	0	2
GCA_016533185.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016532705.2	0	1	1	1	0	1	1	1	1	1	0	2	0	2	1	2
GCA_016528595.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016528645.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016528455.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016528355.2	0	0	0	0	0	2	0	0	1	2	0	2	0	2	0	2
GCA_016529535.2	0	1	1	1	0	2	1	1	1	2	0	2	1	2	1	2
GCA_016528175.2	0	0	0	1	0	2	0	1	1	2	0	2	0	0	0	2
GCA_016527935.2	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	2
GCA_016527735.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016527645.2	0	1	1	1	0	2	1	1	1	2	1	2	1	2	0	2
GCA_016527575.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016527485.2	0	1	1	1	0	2	1	1	1	2	0	2	1	2	0	2
GCA_016527235.2	0	1	1	1	1	2	1	0	1	2	1	2	1	2	1	2
GCA_016527255.2	0	1	1	1	0	0	1	1	1	2	0	2	1	2	1	2
GCA_016526685.2	0	0	0	0	0	2	0	0	0	2	0	2	0	2	0	2
GCA_016526765.2	0	1	1	1	0	2	0	1	1	2	1	2	1	2	1	2
GCA_016526725.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016526095.2	0	0	0	0	0	2	0	0	1	2	0	2	0	2	0	2
GCA_016526495.2	0	0	1	1	0	2	0	1	1	2	1	2	0	2	0	2
GCA_016525875.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525895.2	0	1	1	1	0	2	1	1	1	2	1	2	1	2	1	2
GCA_016525715.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525855.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525655.2	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	2
GCA_016525365.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525335.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	0	2
GCA_016525255.2	0	1	1	1	0	0	1	0	1	2	1	2	1	2	0	2
GCA_016525275.2	0	1	1	1	0	0	1	0	1	2	1	2	1	0	1	2
GCA_016525175.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525285.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525135.2	0	0	1	1	0	2	1	0	0	2	0	2	1	2	1	2
GCA_016525035.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016524975.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016524695.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016524355.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016524255.2	0	1	1	1	0	0	1	1	1	2	1	2	0	2	1	2
GCA_016524035.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016523965.2	0	0	1	0	0	2	1	0	1	2	0	2	0	2	0	2
GCA_016523785.2	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	2
GCA_016523675.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016523595.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016523435.2	0	0	0	1	0	0	1	1	1	2	0	2	0	2	1	2
GCA_016523295.2	0	0	0	1	0	0	1	1	1	2	0	2	0	0	0	2
GCA_016523195.2	0	1	0	1	0	2	1	1	1	2	0	2	0	2	1	2
GCA_016523215.2	0	1	1	1	0	2	0	1	1	2	1	2	1	2	1	2
GCA_016523335.2	0	0	1	1	0	2	1	0	1	2	0	2	1	2	1	2
GCA_016523105.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016523025.2	0	1	1	1	0	0	1	1	1	2	1	2	0	2	1	2
GCA_016523015.2	0	1	1	1	0	0	1	0	1	1	1	2	1	2	1	2
GCA_016522815.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016522715.2	0	1	1	1	1	1	1	0	1	2	1	2	0	2	1	2
GCA_016522705.2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2
GCA_016522595.2	0	1	1	1	0	0	1	1	1	2	1	2	1	0	1	2
GCA_016521645.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016610425.2	0	1	1	1	0	2	1	0	1	2	1	2	0	0	1	2
GCA_016522135.2	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	2
GCA_016521855.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016521325.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016520915.2	0	0	0	1	0	2	1	1	1	2	0	2	0	0	0	2
GCA_016520465.2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	2
GCA_016520225.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016519825.2	0	1	1	1	0	2	1	0	1	2	0	2	0	2	0	2
GCA_002184385.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002184285.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002184335.1	0	1	1	1	1	1	2	2	2	1	2	0	0	1	2	1
GCA_002184275.1	0	0	1	1	1	0	2	2	2	0	2	0	0	1	2	0
GCA_002137775.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137755.1	0	1	1	0	0	0	2	2	2	1	2	0	0	0	2	1
GCA_002136605.1	0	1	1	1	0	0	2	2	2	1	2	0	0	0	2	1
GCA_002136595.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137725.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002142735.1	0	0	1	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137645.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137655.1	0	1	1	1	0	0	2	2	2	1	2	0	0	0	2	1
GCA_002137575.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137555.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002137475.1	0	1	1	1	0	0	2	2	2	1	2	1	1	1	2	1
GCA_002137955.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136735.1	0	0	1	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136685.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136675.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136655.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136995.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136955.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	1
GCA_002136895.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002136815.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137945.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137265.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137255.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137215.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002137185.1	0	0	1	1	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002138175.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002138155.1	0	0	0	0	0	0	2	2	2	1	2	0	0	0	2	0
GCA_002138105.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002138065.1	0	0	1	1	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002138055.1	0	1	1	1	1	1	2	2	2	1	2	0	1	1	2	1
GCA_002137395.1	0	1	1	1	1	1	2	2	2	1	2	0	1	1	2	1
GCA_002137335.1	0	0	1	1	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144685.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002145065.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002143955.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143885.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143975.1	0	0	1	1	1	1	2	2	2	1	2	0	0	1	2	1
GCA_002143875.1	0	0	0	1	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143935.1	0	1	1	1	0	0	2	2	2	1	2	0	0	0	2	1
GCA_002143755.1	0	1	1	1	1	1	2	2	2	1	2	0	1	1	2	1
GCA_002143725.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143605.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143475.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143185.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143235.1	0	1	1	1	0	0	2	2	2	1	2	0	0	0	2	0
GCA_002144995.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144955.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002145395.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002145375.1	0	0	1	0	1	1	2	2	2	1	2	0	1	1	2	1
GCA_002143345.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002143335.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002143145.1	0	1	1	1	1	1	2	2	2	1	2	0	1	1	2	1
GCA_002143015.1	0	1	1	1	1	1	2	2	2	1	2	1	0	1	2	1
GCA_002143405.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002143265.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002142945.1	0	0	1	0	0	0	2	2	2	0	2	0	1	0	2	0
GCA_002145295.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144835.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	1
GCA_002145255.1	0	0	1	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144805.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002148735.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002148745.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144795.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_002144755.1	0	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1
GCA_002145155.1	0	0	0	0	0	0	2	2	2	0	2	0	0	0	2	0
GCA_016537445.2	0	1	2	1	1	1	0	2	2	2	1	2	2	2	2	2
GCA_016533165.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016530295.2	0	0	0	1	0	2	1	1	1	2	0	2	0	0	0	2
GCA_016530285.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016529985.2	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2
GCA_016529905.2	0	1	0	1	0	2	1	1	1	2	0	2	0	0	1	2
GCA_016529895.2	0	1	0	0	0	2	0	0	1	2	0	2	1	0	1	2
GCA_016529945.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016528135.2	0	1	1	1	0	2	0	1	1	2	1	2	0	0	1	2
GCA_016528215.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016527835.2	0	0	0	0	0	2	0	0	1	2	0	2	0	2	1	2
GCA_016527555.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016527595.2	0	1	1	1	0	2	0	1	1	2	0	2	1	2	1	2
GCA_016526215.2	0	1	1	1	0	2	0	1	1	2	1	2	0	2	1	2
GCA_016525915.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525835.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525675.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525735.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525785.2	0	1	1	1	0	0	1	0	1	2	1	2	1	0	0	2
GCA_016525555.2	0	1	1	1	0	2	1	1	1	2	1	2	1	2	0	2
GCA_016525445.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016525395.2	0	1	0	0	0	2	0	0	1	2	0	2	0	2	0	2
GCA_016525005.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016524875.2	0	1	0	1	0	0	0	0	1	2	0	2	1	0	1	2
GCA_016524845.2	0	0	1	1	0	2	1	0	0	2	0	2	1	2	1	2
GCA_016524785.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016524085.2	0	0	0	1	0	2	0	1	1	2	0	2	0	2	1	2
GCA_016523955.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016523885.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016523755.2	0	0	1	0	0	2	0	0	0	2	1	2	0	2	0	2
GCA_016523615.2	0	0	1	1	0	2	0	1	1	2	1	2	0	2	1	2
GCA_016523155.2	0	1	1	1	0	2	1	0	1	2	1	2	1	2	1	2
GCA_016523005.2	0	1	1	1	0	2	1	1	1	2	0	2	0	2	1	2
GCA_016522895.2	0	1	1	1	0	2	0	1	1	2	0	2	0	0	0	2
GCA_016522555.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016522435.2	0	1	1	1	0	2	0	1	1	2	0	2	1	0	1	2
GCA_016522485.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016522285.2	0	1	1	1	0	2	0	1	1	2	1	2	0	0	1	2
GCA_016521935.2	0	1	0	1	1	2	1	1	1	2	0	2	0	2	1	2
GCA_016521905.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016521795.2	0	1	1	1	0	2	0	1	1	2	1	2	0	0	1	2
GCA_016521815.2	0	0	0	0	0	2	0	0	1	2	0	2	0	0	0	2
GCA_016521555.2	0	1	1	1	0	0	0	1	1	2	0	2	0	0	1	2
GCA_016521435.2	0	1	1	1	0	2	1	0	1	2	1	2	1	0	1	2
GCA_016521295.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016520505.2	0	1	1	1	0	0	1	0	1	2	1	2	0	0	1	2
GCA_016520495.2	0	0	1	1	0	0	0	1	0	2	1	2	0	0	0	2
GCA_016520245.2	0	1	1	1	0	2	1	1	1	2	1	2	0	2	1	2
GCA_016520045.2	0	1	1	1	1	1	1	0	1	2	1	2	0	2	1	2
GCA_016520035.2	0	1	1	1	0	0	1	0	1	2	1	2	1	0	1	2
GCA_016520085.2	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	2
GCA_000811285.3	0	1	1	1	1	1	2	1	2	1	2	2	0	2	0	2
GCA_000810305.3	0	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2
GCA_000810325.3	0	1	1	1	0	0	1	1	2	1	1	2	1	2	1	1
GCA_000810345.3	0	1	1	1	1	0	1	1	2	1	1	2	1	2	1	1
GCA_000809605.3	0	1	1	1	0	0	2	1	2	1	2	2	1	2	1	2
GCA_000809625.3	0	1	1	1	0	0	2	1	2	1	2	2	1	2	1	2
GCA_000809645.3	0	1	1	1	0	0	2	1	2	1	2	2	1	2	1	2
GCA_000809425.3	0	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2
GCA_000810605.3	0	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2
GCA_000809925.3	0	1	1	0	1	1	1	0	2	1	1	2	0	2	0	1
GCA_000810005.3	0	1	1	0	2	1	1	0	2	1	1	2	0	2	0	2
GCA_000811305.3	0	1	1	1	0	0	2	0	2	1	2	2	1	2	1	2
GCA_000811345.3	0	1	1	1	1	1	2	0	2	1	2	2	1	2	1	2
GCA_000811365.3	0	1	1	1	1	1	1	0	2	1	1	2	1	2	1	2
GCA_000811205.3	0	1	1	1	0	0	2	0	2	1	2	2	1	2	1	2
GCA_000810365.3	0	1	1	1	0	0	1	0	2	1	1	2	0	2	1	1
GCA_000278605.1	0	1	1	1	0	2	1	0	1	1	1	2	2	2	1	2
GCA_000278665.1	0	1	1	1	0	2	0	1	1	1	0	2	2	2	0	2
GCA_000515475.1	0	1	1	1	0	0	1	0	1	1	1	2	1	2	1	2
GCA_000516115.1	0	1	1	1	0	0	2	1	2	1	2	2	0	2	1	2
GCA_000515595.1	0	1	1	1	0	0	2	0	2	1	2	2	1	2	1	2
GCA_000515615.1	0	1	1	1	0	0	2	0	2	1	2	2	1	2	1	2
GCA_000515635.1	0	1	1	1	1	1	2	0	2	1	2	2	1	2	1	2
GCA_000515755.1	0	0	1	1	2	2	2	1	2	0	2	2	1	2	1	2
GCA_000515775.1	0	1	1	1	1	1	2	0	2	1	2	2	1	2	0	2
GCA_000515795.2	0	0	1	1	1	1	2	1	2	1	2	2	0	2	1	2
GCA_000515835.1	0	1	1	1	1	1	2	0	2	1	2	2	1	2	0	2
GCA_000517485.2	0	1	1	1	0	0	1	0	1	1	1	2	1	2	1	2
GCA_000516135.1	0	0	1	1	2	2	2	1	2	0	2	2	0	2	0	2
GCA_000949065.2	0	1	1	1	1	0	1	1	2	1	1	2	0	2	1	1
GCA_000516255.1	0	0	0	0	2	2	2	0	2	0	2	2	0	2	0	2
GCA_000516315.1	0	0	1	1	2	2	2	1	2	0	2	2	0	2	1	2
GCA_000515935.1	0	1	1	1	0	0	2	1	2	1	2	2	1	2	1	2
GCA_000515955.1	0	1	1	1	0	0	2	1	2	1	2	2	1	2	1	2
GCA_000315155.1	0	0	2	1	0	0	2	0	1	1	0	2	2	2	0	2
GCA_000313935.1	0	0	0	0	0	2	2	0	2	2	0	2	2	2	2	2
GCA_000314615.1	0	0	0	0	0	0	2	0	2	2	0	2	2	2	2	2
GCA_000314595.1	0	0	0	0	0	2	2	0	2	2	0	2	2	2	2	2
GCA_003940895.1	0	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003941095.1	0	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003939595.1	0	1	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003939585.1	0	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003939565.1	0	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003940045.1	0	0	0	0	0	0	2	2	1	0	0	0	0	2	0	0
GCA_003939985.1	0	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1
GCA_003940335.1	0	1	1	0	1	1	2	2	1	1	1	0	1	2	1	1
GCA_003939395.1	0	1	1	0	1	1	2	2	1	1	1	0	0	2	0	1
GCA_003940325.1	0	1	1	0	1	1	2	2	1	1	1	0	0	2	1	1
GCA_003939385.1	0	1	1	0	1	1	2	2	1	1	1	0	1	2	1	1
GCA_003939925.1	0	1	1	0	1	1	2	2	1	1	1	0	1	2	1	1
GCA_001665175.1	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1
GCA_001664895.1	0	1	1	1	1	2	1	0	1	1	1	0	1	2	2	1
GCA_001664915.1	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1
GCA_001664985.1	0	1	1	1	1	2	1	0	1	1	1	1	1	2	2	1
GCA_001666085.1	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1
GCA_001665005.1	0	0	1	0	1	2	1	1	1	0	1	1	1	2	2	1
GCA_001665065.1	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1
GCA_001666515.1	0	1	1	1	1	2	1	1	1	1	1	0	1	2	2	1
GCA_001666705.1	0	1	1	1	2	2	2	0	1	1	2	2	1	2	2	1
GCA_001441355.1	0	0	2	2	0	0	1	2	2	2	1	2	2	2	2	2
GCA_002136865.1	0	0	1	1	1	1	2	2	2	0	2	0	1	1	2	1
GCA_004799205.1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
GCA_006492495.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492785.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006491955.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494565.1	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2
GCA_006493875.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493955.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493945.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494075.1	0	0	0	1	0	0	1	1	1	0	0	2	0	2	0	2
GCA_006491885.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006492715.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493045.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494615.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006491865.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006491875.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006492335.1	0	1	0	1	0	0	0	1	1	1	0	2	1	2	1	2
GCA_006492315.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492985.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493035.1	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	2
GCA_006492775.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006493005.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492215.1	0	1	0	1	0	0	0	1	1	1	0	2	0	2	1	2
GCA_006492965.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	2
GCA_006492855.1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492475.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492905.1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492685.1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006492055.1	0	1	1	1	0	0	0	1	1	0	1	2	0	2	1	2
GCA_006494575.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494085.1	0	0	1	1	0	0	1	1	1	1	1	2	0	2	1	2
GCA_006492245.1	0	1	1	1	1	1	1	0	1	1	1	2	1	2	1	2
GCA_006492125.1	0	0	1	1	0	1	1	1	1	0	1	2	0	2	1	2
GCA_006493925.1	0	1	1	1	0	0	1	1	1	1	1	2	1	2	1	2
GCA_006494165.1	0	1	1	1	1	1	1	0	1	1	1	2	1	2	1	2
GCA_006493835.1	0	0	1	1	0	0	1	0	1	0	0	2	0	2	1	2
GCA_006493845.1	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	2
GCA_006492795.1	0	0	1	1	1	1	1	1	0	1	1	2	1	2	1	2
GCA_006492195.1	0	0	1	0	1	1	0	0	1	1	1	2	1	2	1	2
GCA_006492575.1	0	1	1	1	0	0	1	1	1	1	1	2	0	2	1	2
GCA_006492505.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006492375.1	0	1	0	1	0	0	1	1	1	0	0	2	0	2	1	2
GCA_006492635.1	0	1	1	1	0	1	0	1	1	1	0	2	0	2	1	2
GCA_006492295.1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006492065.1	0	1	0	1	0	0	0	1	1	0	0	2	0	2	0	2
GCA_006492175.1	0	1	1	1	0	0	1	1	1	1	0	2	1	2	0	2
GCA_006492385.1	0	1	1	1	0	0	1	0	1	1	1	2	0	2	1	2
GCA_006492885.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2
GCA_006492615.1	0	0	0	1	0	0	1	0	1	0	0	2	0	2	1	2
GCA_006492515.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006491975.1	0	1	1	1	0	0	0	1	1	1	0	2	1	2	1	2
GCA_006492405.1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2
GCA_006492865.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493855.1	0	0	0	1	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006493685.1	0	1	1	1	0	0	0	0	1	1	1	2	0	2	1	2
GCA_006494285.1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494115.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006494055.1	0	1	0	1	0	0	0	0	1	0	0	2	0	2	0	2
GCA_006493915.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_006493815.1	0	1	1	1	0	0	1	0	1	1	1	2	0	2	1	2
GCA_006492945.1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
GCA_008632635.1	0	0	0	0	1	1	0	2	2	2	2	2	0	1	0	1
GCA_031113435.1	0	1	1	0	1	1	1	0	1	1	1	0	1	2	0	1
GCA_031113375.1	0	1	1	0	1	1	1	0	1	1	1	0	1	2	0	1
GCA_031113495.1	0	1	1	0	1	1	1	0	1	1	1	0	1	2	0	1
GCA_031113405.1	0	1	1	0	1	1	0	0	1	1	1	0	1	2	0	1
GCA_032089635.2	0	1	1	0	1	1	1	0	1	1	1	2	1	2	1	1
GCA_033970345.1	0	1	1	0	1	1	1	0	1	1	1	2	1	2	1	1
GCA_049177255.1	0	0	0	1	2	2	2	2	2	0	0	2	2	2	0	0
GCA_049177245.1	0	0	0	0	2	2	2	2	2	0	0	2	2	2	0	1
GCA_049177235.1	0	1	0	0	2	2	2	2	2	0	0	2	2	2	0	0
GCA_049177225.1	0	0	2	1	2	2	2	2	2	0	0	2	2	2	0	1
GCA_001512155.1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001512075.1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2
GCA_001512175.1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2
GCA_001512135.1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2
GCA_000586635.1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2
GCA_000586655.1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2
GCA_001874685.1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
GCA_001399655.1	2	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2
GCA_001441555.1	2	1	2	2	2	0	1	1	2	2	2	2	1	2	2	2
GCA_001441625.1	2	1	0	2	2	0	1	2	2	2	2	2	2	2	2	2
GCA_016541545.2	2	1	1	1	0	0	0	1	2	2	1	2	2	2	2	2
GCA_016541565.2	2	1	1	1	1	0	2	1	2	2	1	2	2	2	2	2
GCA_016541485.2	2	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2
GCA_016541305.2	2	1	2	2	2	1	0	0	2	2	1	2	2	2	2	2
